Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.666166,0.6740016,0.463
6.1,0.666166,0.6740016,0.463
6.2,0.4571156,0.44647452,0.281
6.3,0.4571156,0.44647452,0.281
6.4,0.356464,0.3425059,0.188
6.5,0.356464,0.3425059,0.188
6.6,0.2671033,0.249222,0.129
6.7,0.2123343,0.1920971,0.099
6.8,0.18634695,0.1642637,0.083
6.9,0.1834919,0.16125476,0.082
7.0,0.1814795,0.15913236,0.081
7.1,0.17659646,0.15400277,0.079
7.2,0.16970143,0.14673041,0.073
7.3,0.16890393,0.1459553,0.073
7.4,0.16803907,0.14509179,0.073
7.5,0.16497612,0.14230675,0.072
7.6,0.15248974,0.13078274,0.067
7.7,0.09722835,0.077743605,0.033
7.8,0.00542387,0.0033830404,0.004
7.9,1.17316136E-4,6.2966676E-5,0.0
