Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.5287752,0.52933574,0.34453782
6.1,0.5287752,0.52933574,0.34453782
6.2,0.5287752,0.52933574,0.34453782
6.3,0.449995,0.4455321,0.28011206
6.4,0.4095662,0.4033879,0.25210086
6.5,0.4053705,0.39905977,0.24929972
6.6,0.3763341,0.3690098,0.23529412
6.7,0.3541947,0.34614065,0.22969188
6.8,0.33089048,0.3220424,0.21568628
6.9,0.29806814,0.28806183,0.19327731
7.0,0.26939136,0.258368,0.17086835
7.1,0.24894127,0.2372531,0.16246499
7.2,0.22887193,0.2165305,0.15126051
7.3,0.20308083,0.18989976,0.13165267
7.4,0.18553723,0.1718107,0.11764706
7.5,0.16339442,0.14895047,0.10084034
7.6,0.13374811,0.11837214,0.084033616
7.7,0.08999014,0.07347466,0.04761905
7.8,0.05047783,0.035075087,0.014005602
7.9,0.030363783,0.018337497,0.008403362
8.0,0.018001862,0.0104820905,0.005602241
8.1,0.00391439,0.002208592,0.0028011205
