Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.056379996,0.056927785,0.04494382
6.1,0.056379996,0.056927785,0.041573033
6.2,0.040352356,0.04072295,0.025842696
6.3,0.03800251,0.038362462,0.023595506
6.4,0.03653733,0.03689271,0.02247191
6.5,0.03266122,0.03299765,0.020224718
6.6,0.030461147,0.030789485,0.019101124
6.7,0.027150687,0.027456895,0.017977528
6.8,0.02317657,0.02345639,0.015730336
6.9,0.019483525,0.019734664,0.014606741
7.0,0.015299807,0.015504573,0.007865168
7.1,0.011427626,0.011589407,0.007865168
7.2,0.0078734625,0.007990066,0.006741573
7.3,0.0048670513,0.004942102,0.0011235955
7.4,8.116137E-4,8.189901E-4,0.0
