Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.9554694,0.8179867,0.993
6.1,0.9554694,0.8179867,0.993
6.2,0.93937117,0.77135545,0.99
6.3,0.9389828,0.7708732,0.99
6.4,0.93292415,0.7584353,0.988
6.5,0.93064564,0.75402284,0.988
6.6,0.9286047,0.7505822,0.988
6.7,0.92736304,0.7485834,0.988
6.8,0.9259497,0.74635804,0.987
6.9,0.92199045,0.7407781,0.986
7.0,0.8911606,0.70899254,0.971
7.1,0.88590074,0.7030546,0.969
7.2,0.86102295,0.681321,0.949
7.3,0.84244263,0.66216916,0.929
7.4,0.73884606,0.5817017,0.785
7.5,0.6504233,0.51417553,0.641
7.6,0.55655557,0.4422481,0.522
7.7,0.43819776,0.3238187,0.396
7.8,0.36629486,0.22999074,0.338
7.9,0.30538604,0.18551175,0.278
8.0,0.26665244,0.16012529,0.237
8.1,0.124603406,0.07891496,0.096
8.2,0.058251593,0.034171537,0.034
8.3,0.0027159685,0.0025155956,0.002
