
X-Axis: Magnitude
Y-Axis: 10 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.07177748
6.1	  0.07177748
6.2	  0.07177748
6.3	  0.06914291
6.4	  0.06914291
6.5	  0.06530788
6.6	  0.056403454
6.7	  0.051936906
6.8	  0.048912346
6.9	  0.04780577
7.0	  0.046384744
7.1	  0.044737056
7.2	  0.041300658
7.3	  0.03971748
7.4	  0.038480744
7.5	  0.03724827
7.6	  0.036463667
7.7	  0.034406938
7.8	  0.032343175
7.9	  0.025666296
8.0	  0.016667323
8.1	  0.009055517
8.2	  0.004078103
8.3	  0.0010342124
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.1502609
6.1	  0.1502609
6.2	  0.1502609
6.3	  0.14556077
6.4	  0.14556077
6.5	  0.13870342
6.6	  0.122993305
6.7	  0.11478492
6.8	  0.10818693
6.9	  0.10577726
7.0	  0.102747776
7.1	  0.099059336
7.2	  0.091790274
7.3	  0.08705745
7.4	  0.08351379
7.5	  0.08023059
7.6	  0.0782203
7.7	  0.07304912
7.8	  0.06770821
7.9	  0.05064454
8.0	  0.028358717
8.1	  0.01048279
8.2	  0.0030413123
8.3	  4.71872E-4
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.15047333
6.1	  0.15047333
6.2	  0.15047333
6.3	  0.14577438
6.4	  0.14577438
6.5	  0.13891014
6.6	  0.12320379
6.7	  0.11499737
6.8	  0.10840096
6.9	  0.10599188
7.0	  0.10296311
7.1	  0.09927557
7.2	  0.09200824
7.3	  0.087258294
7.4	  0.08371542
7.5	  0.08042375
7.6	  0.078413874
7.7	  0.07324378
7.8	  0.06789467
7.9	  0.050796434
8.0	  0.028397582
8.1	  0.01048279
8.2	  0.0030413123
8.3	  4.71872E-4
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  2.5E-4
6.1	  2.5E-4
6.2	  2.5E-4
6.3	  2.5E-4
6.4	  2.5E-4
6.5	  2.4E-4
6.6	  2.4E-4
6.7	  2.4E-4
6.8	  2.4E-4
6.9	  2.4E-4
7.0	  2.4E-4
7.1	  2.4E-4
7.2	  2.4E-4
7.3	  2.2E-4
7.4	  2.2E-4
7.5	  2.1E-4
7.6	  2.1E-4
7.7	  2.1E-4
7.8	  2.0E-4
7.9	  1.6E-4
8.0	  4.0E-5
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


