Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.007891912,0.01569548,0.015705323,1.0006272,1.0E-5,0.076174594,0.13848475,0.13849336,1.0000622,1.0E-5
6.1,0.0078097614,0.015538875,0.01554872,1.0006336,1.0E-5,0.075409345,0.13715436,0.13716298,1.000063,1.0E-5
6.2,0.0066279583,0.013046473,0.0130563425,1.0007565,1.0E-5,0.064337276,0.117252044,0.11726087,1.0000753,1.0E-5
6.3,0.0059959386,0.011667699,0.011677582,1.0008471,1.0E-5,0.058367174,0.106368065,0.106377006,1.000084,1.0E-5
6.4,0.0055782744,0.010772539,0.010782432,1.0009183,1.0E-5,0.0544031,0.09919055,0.099199556,1.0000908,1.0E-5
6.5,0.0050468626,0.009694443,0.009704347,1.0010215,1.0E-5,0.04933773,0.09008227,0.09009137,1.000101,1.0E-5
6.6,0.0041944524,0.007826032,0.0078359535,1.0012678,1.0E-5,0.04116161,0.07485203,0.07486128,1.0001236,1.0E-5
6.7,0.004070005,0.0075888694,0.0075987936,1.0013077,1.0E-5,0.039962657,0.072701596,0.07271087,1.0001276,1.0E-5
6.8,0.0036279052,0.006613211,0.0066231443,1.0015022,1.0E-5,0.03569247,0.063797034,0.06380639,1.0001467,1.0E-5
6.9,0.0030218933,0.0052789357,0.0052888826,1.0018843,1.0E-5,0.029811295,0.05149985,0.051509336,1.0001842,1.0E-5
7.0,0.0025986114,0.0044606146,0.00447057,1.0022318,1.0E-5,0.025684336,0.04377996,0.043789525,1.0002184,1.0E-5
7.1,0.0022328163,0.0037041532,0.0037141163,1.0026897,1.0E-5,0.022105146,0.036734138,0.036743768,1.0002623,1.0E-5
7.2,0.0017986323,0.0029060172,0.0029060172,1.0,0.0,0.017841442,0.029077532,0.029077532,1.0,0.0
7.3,0.0013405791,0.0021154876,0.0021154876,1.0,0.0,0.013325208,0.021295689,0.021295689,1.0,0.0
7.4,9.3894306E-4,0.0014863693,0.0014863693,1.0,0.0,0.009349857,0.01505071,0.01505071,1.0,0.0
7.5,8.134431E-4,0.0013463404,0.0013463404,1.0,0.0,0.008104719,0.013650672,0.013650672,1.0,0.0
7.6,5.795553E-4,0.0010023463,0.0010023463,1.0,0.0,0.0057804612,0.010202571,0.010202571,1.0,0.0
7.7,3.241884E-4,5.443913E-4,5.443913E-4,1.0,0.0,0.0032371588,0.0056193196,0.0056193196,1.0,0.0
7.8,2.7679754E-4,4.920344E-4,4.920344E-4,1.0,0.0,0.0027645302,0.005073865,0.005073865,1.0,0.0
7.9,1.7548777E-4,3.8522398E-4,3.8522398E-4,1.0,0.0,0.0017534926,0.00394819,0.00394819,1.0,0.0
8.0,1.05766376E-4,2.3022295E-4,2.3022295E-4,1.0,0.0,0.0010571606,0.0023509073,0.0023509073,1.0,0.0
8.1,6.3687774E-5,1.2391232E-4,1.2391232E-4,1.0,0.0,6.366953E-4,0.0012704411,0.0012704411,1.0,0.0
