Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,2.9714106E-4,3.044121E-4,3.1440906E-4,1.0328403,1.0E-5,0.0029674405,0.0030403468,0.0030901947,1.0163954,5.0E-5
6.1,2.9714106E-4,3.044121E-4,3.1440906E-4,1.0328403,1.0E-5,0.0029674405,0.0030403468,0.0030901947,1.0163954,5.0E-5
6.2,2.9714106E-4,3.044121E-4,3.1440906E-4,1.0328403,1.0E-5,0.0029674405,0.0030403468,0.0030901947,1.0163954,5.0E-5
6.3,1.7215237E-4,1.7654001E-4,1.8653825E-4,1.0566344,1.0E-5,0.0017201907,0.0017640449,0.0018139567,1.028294,5.0E-5
6.4,1.7215237E-4,1.7654001E-4,1.8653825E-4,1.0566344,1.0E-5,0.0017201907,0.0017640449,0.0018139567,1.028294,5.0E-5
6.5,1.4516099E-4,1.4900303E-4,1.5900155E-4,1.0671027,1.0E-5,0.001450662,0.001489064,0.0015290044,1.0268226,4.0E-5
6.6,1.20856166E-4,1.2422555E-4,1.3422432E-4,1.0804887,1.0E-5,0.0012079047,0.0012415814,0.0012715441,1.0241327,3.0E-5
6.7,1.0628513E-4,1.09386616E-4,1.1938553E-4,1.0914088,1.0E-5,0.0010623431,0.0010933438,0.0011233111,1.0274087,3.0E-5
6.8,9.577837E-5,9.869256E-5,1.0869157E-4,1.1013148,1.0E-5,9.57371E-4,9.865012E-4,0.0010164717,1.0303805,3.0E-5
6.9,8.510255E-5,8.782361E-5,9.782273E-5,1.1138546,1.0E-5,8.5069967E-4,8.779003E-4,9.0787397E-4,1.0341425,3.0E-5
7.0,6.291517E-5,6.52663E-5,7.526565E-5,1.1532084,1.0E-5,6.289736E-4,6.5247365E-4,6.724606E-4,1.0306326,2.0E-5
7.1,5.491031E-5,5.7142275E-5,6.71417E-5,1.1749917,1.0E-5,5.4896745E-4,5.712767E-4,5.9126527E-4,1.0349894,2.0E-5
7.2,5.252918E-5,5.4721855E-5,6.472131E-5,1.1827323,1.0E-5,5.251676E-4,5.4708467E-4,5.670737E-4,1.0365374,2.0E-5
7.3,4.8836053E-5,5.096526E-5,6.096475E-5,1.196202,1.0E-5,4.8825322E-4,5.095365E-4,5.295263E-4,1.0392313,2.0E-5
7.4,4.5977362E-5,4.804309E-5,4.804309E-5,1.0,0.0,4.596785E-4,4.803278E-4,4.90323E-4,1.0208092,1.0E-5
7.5,4.326757E-5,4.526175E-5,4.526175E-5,1.0,0.0,4.3259145E-4,4.5252603E-4,4.625215E-4,1.0220882,1.0E-5
7.6,3.9414106E-5,4.1295694E-5,4.1295694E-5,1.0,0.0,3.9407116E-4,4.128809E-4,4.228768E-4,1.0242101,1.0E-5
7.7,3.40644E-5,3.5756246E-5,3.5756246E-5,1.0,0.0,3.405918E-4,3.575056E-4,3.67502E-4,1.0279616,1.0E-5
7.8,1.80467E-5,1.9035906E-5,1.9035906E-5,1.0,0.0,1.8045233E-4,1.903432E-4,1.903432E-4,1.0,0.0
7.9,1.335311E-7,1.392995E-7,1.392995E-7,1.0,0.0,1.3353102E-6,1.3929949E-6,1.3929949E-6,1.0,0.0
