Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.0023933933,0.0025909187,0.002610867,1.0076993,2.0E-5,0.023677798,0.025639834,0.025669064,1.00114,3.0E-5
6.1,0.0023933933,0.0025909187,0.0026008927,1.0038496,1.0E-5,0.023677798,0.025639834,0.02565932,1.0007601,2.0E-5
6.2,0.0015039665,0.0015468865,0.0015468865,1.0,0.0,0.0149382865,0.015374203,0.015384049,1.0006404,1.0E-5
6.3,0.0012083431,0.0012078139,0.0012078139,1.0,0.0,0.012017938,0.01202239,0.0120322695,1.0008218,1.0E-5
6.4,0.0010465092,0.0010256878,0.0010256878,1.0,0.0,0.010415946,0.0102175195,0.010227418,1.0009687,1.0E-5
6.5,9.267859E-4,8.9258724E-4,8.9258724E-4,1.0,0.0,0.009229303,0.008896178,0.008896178,1.0,0.0
6.6,7.942326E-4,7.4793067E-4,7.4793067E-4,1.0,0.0,0.007914,0.0074583334,0.0074583334,1.0,0.0
6.7,6.626558E-4,6.089155E-4,6.089155E-4,1.0,0.0,0.006606833,0.0060750674,0.0060750674,1.0,0.0
6.8,6.0274085E-4,5.5343256E-4,5.5343256E-4,1.0,0.0,0.0060110865,0.005522552,0.005522552,1.0,0.0
6.9,4.5552556E-4,4.1115723E-4,4.1115723E-4,1.0,0.0,0.0045459294,0.004104799,0.004104799,1.0,0.0
7.0,3.0956755E-4,2.6646614E-4,2.6646614E-4,1.0,0.0,0.0030913667,0.002661482,0.002661482,1.0,0.0
7.1,2.6155898E-4,2.1794632E-4,2.1794632E-4,1.0,0.0,0.0026125133,0.0021773374,0.0021773374,1.0,0.0
7.2,2.1499286E-4,1.7124269E-4,1.7124269E-4,1.0,0.0,0.0021478499,0.001711117,0.001711117,1.0,0.0
7.3,1.6738157E-4,1.2733563E-4,1.2733563E-4,1.0,0.0,0.0016725556,0.0012726337,0.0012726337,1.0,0.0
7.4,1.2623696E-4,9.2250724E-5,9.2250724E-5,1.0,0.0,0.0012616527,9.2212966E-4,9.2212966E-4,1.0,0.0
7.5,7.222766E-5,4.8935086E-5,4.8935086E-5,1.0,0.0,7.220419E-4,4.892466E-4,4.892466E-4,1.0,0.0
7.6,5.2289808E-5,3.345348E-5,3.345348E-5,1.0,0.0,5.2277505E-4,3.3448663E-4,3.3448663E-4,1.0,0.0
7.7,4.5718825E-6,3.365112E-6,3.365112E-6,1.0,0.0,4.5717883E-5,3.365064E-5,3.365064E-5,1.0,0.0
