Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.001644939,0.0015394954,0.00154948,1.0064856,1.0E-5,0.01632816,0.015292809,0.015302656,1.0006438,1.0E-5
6.1,0.001644939,0.0015394954,0.00154948,1.0064856,1.0E-5,0.01632816,0.015292809,0.015302656,1.0006438,1.0E-5
6.2,0.001644939,0.0015394954,0.00154948,1.0064856,1.0E-5,0.01632816,0.015292809,0.015302656,1.0006438,1.0E-5
6.3,0.001644939,0.0015394954,0.00154948,1.0064856,1.0E-5,0.01632816,0.015292809,0.015302656,1.0006438,1.0E-5
6.4,0.001644939,0.0015394954,0.00154948,1.0064856,1.0E-5,0.01632816,0.015292809,0.015302656,1.0006438,1.0E-5
6.5,0.001644939,0.0015394954,0.00154948,1.0064856,1.0E-5,0.01632816,0.015292809,0.015302656,1.0006438,1.0E-5
6.6,0.001644939,0.0015394954,0.00154948,1.0064856,1.0E-5,0.01632816,0.015292809,0.015302656,1.0006438,1.0E-5
6.7,0.0016156785,0.001505015,0.0015149999,1.0066345,1.0E-5,0.016039822,0.014952665,0.014962516,1.0006588,1.0E-5
6.8,0.0015875935,0.0014724609,0.0014824462,1.0067813,1.0E-5,0.015762992,0.014631415,0.014641269,1.0006734,1.0E-5
6.9,0.0014067689,0.0012629895,0.0012729769,1.0079077,1.0E-5,0.0139789665,0.012560831,0.012570706,1.0007861,1.0E-5
7.0,0.0012981043,0.0011401077,0.0011401077,1.0,0.0,0.012905477,0.011344872,0.011344872,1.0,0.0
7.1,0.0010923136,9.0513297E-4,9.0513297E-4,1.0,0.0,0.0108696,0.009015398,0.009015398,1.0,0.0
7.2,0.0010659413,8.767172E-4,8.767172E-4,1.0,0.0,0.010608427,0.008733503,0.008733503,1.0,0.0
7.3,9.6293533E-4,8.0228766E-4,8.0228766E-4,1.0,0.0,0.009587734,0.007994777,0.007994777,1.0,0.0
7.4,9.1956573E-4,7.57189E-4,7.57189E-4,1.0,0.0,0.009157699,0.007546895,0.007546895,1.0,0.0
7.5,7.0911803E-4,5.82323E-4,5.82323E-4,1.0,0.0,0.007068595,0.0058082426,0.0058082426,1.0,0.0
7.6,3.646084E-4,2.940732E-4,2.940732E-4,1.0,0.0,0.0036401073,0.0029368843,0.0029368843,1.0,0.0
7.7,2.1299256E-4,1.7130113E-4,1.7130113E-4,1.0,0.0,0.0021278851,0.0017117043,0.0017117043,1.0,0.0
7.8,8.882289E-5,7.498035E-5,7.498035E-5,1.0,0.0,8.8787393E-4,7.495533E-4,7.495533E-4,1.0,0.0
7.9,1.4198865E-5,1.1800877E-5,1.1800877E-5,1.0,0.0,1.4197957E-4,1.1800278E-4,1.1800278E-4,1.0,0.0
8.0,4.8861335E-7,2.6718635E-7,2.6718635E-7,1.0,0.0,4.8861225E-6,2.6718606E-6,2.6718606E-6,1.0,0.0
