Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.0017297962,0.001759003,0.001759003,1.0,0.0,0.017163932,0.017476337,0.017486162,1.0005622,1.0E-5
6.1,0.0017297962,0.001759003,0.001759003,1.0,0.0,0.017163932,0.017476337,0.017486162,1.0005622,1.0E-5
6.2,0.0017297962,0.001759003,0.001759003,1.0,0.0,0.017163932,0.017476337,0.017486162,1.0005622,1.0E-5
6.3,0.0017297962,0.001759003,0.001759003,1.0,0.0,0.017163932,0.017476337,0.017486162,1.0005622,1.0E-5
6.4,9.781223E-4,8.876942E-4,8.876942E-4,1.0,0.0,0.009738282,0.00884382,0.008853732,1.0011207,1.0E-5
6.5,9.781223E-4,8.876942E-4,8.876942E-4,1.0,0.0,0.009738282,0.00884382,0.008853732,1.0011207,1.0E-5
6.6,7.490902E-4,6.323272E-4,6.323272E-4,1.0,0.0,0.0074657016,0.006305537,0.006305537,1.0,0.0
6.7,7.490902E-4,6.323272E-4,6.323272E-4,1.0,0.0,0.0074657016,0.006305537,0.006305537,1.0,0.0
6.8,7.127108E-4,5.917639E-4,5.917639E-4,1.0,0.0,0.007104293,0.005902097,0.005902097,1.0,0.0
6.9,7.116841E-4,5.9062184E-4,5.9062184E-4,1.0,0.0,0.007094092,0.0058907378,0.0058907378,1.0,0.0
7.0,7.077572E-4,5.864274E-4,5.864274E-4,1.0,0.0,0.007055073,0.0058490145,0.0058490145,1.0,0.0
7.1,6.815227E-4,5.5922923E-4,5.5922923E-4,1.0,0.0,0.0067943637,0.0055784243,0.0055784243,1.0,0.0
7.2,6.429523E-4,5.213992E-4,5.213992E-4,1.0,0.0,0.0064109527,0.0052019507,0.0052019507,1.0,0.0
7.3,5.69488E-4,4.6135488E-4,4.6135488E-4,1.0,0.0,0.0056803077,0.004604137,0.004604137,1.0,0.0
7.4,5.424914E-4,4.3943513E-4,4.3943513E-4,1.0,0.0,0.0054116896,0.0043858234,0.0043858234,1.0,0.0
7.5,4.7032707E-4,3.8070488E-4,3.8070488E-4,1.0,0.0,0.004693329,0.003800672,0.003800672,1.0,0.0
7.6,2.556514E-4,2.0212553E-4,2.0212553E-4,1.0,0.0,0.0025535747,0.0020194307,0.0020194307,1.0,0.0
7.7,2.0269687E-4,1.6313508E-4,1.6313508E-4,1.0,0.0,0.002025121,0.0016301625,0.0016301625,1.0,0.0
7.8,1.2863669E-4,1.0591035E-4,1.0591035E-4,1.0,0.0,0.0012856225,0.0010586034,0.0010586034,1.0,0.0
7.9,2.1371567E-5,1.7096016E-5,1.7096016E-5,1.0,0.0,2.1369511E-4,1.7094731E-4,1.7094731E-4,1.0,0.0
8.0,4.0654416E-7,2.9655615E-7,2.9655615E-7,1.0,0.0,4.065434E-6,2.9655596E-6,2.9655596E-6,1.0,0.0
