Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.0019412481,0.0022546777,0.0022646552,1.0044252,1.0E-5,0.019243775,0.0223344,0.022353955,1.0008755,2.0E-5
6.1,0.0014234743,0.0016419389,0.0016519226,1.0060804,1.0E-5,0.014143906,0.016304003,0.016323678,1.0012066,2.0E-5
6.2,0.0014234743,0.0016419389,0.0016519226,1.0060804,1.0E-5,0.014143906,0.016304003,0.016323678,1.0012066,2.0E-5
6.3,0.00107152,0.0012323253,0.0012423131,1.0081047,1.0E-5,0.010663681,0.012256981,0.0122668585,1.0008059,1.0E-5
6.4,0.00107152,0.0012323253,0.0012423131,1.0081047,1.0E-5,0.010663681,0.012256981,0.0122668585,1.0008059,1.0E-5
6.5,9.272918E-4,0.0010663462,0.0010663462,1.0,0.0,0.009234319,0.010613761,0.010613761,1.0,0.0
6.6,8.487073E-4,9.760619E-4,9.760619E-4,1.0,0.0,0.008454733,0.009719051,0.009719051,1.0,0.0
6.7,6.807804E-4,7.84406E-4,7.84406E-4,1.0,0.0,0.006786986,0.007817356,0.007817356,1.0,0.0
6.8,5.439595E-4,6.2529044E-4,6.2529044E-4,1.0,0.0,0.0054262993,0.006236065,0.006236065,1.0,0.0
6.9,3.9856473E-4,4.5862934E-4,4.5862934E-4,1.0,0.0,0.003978506,0.0045774146,0.0045774146,1.0,0.0
7.0,2.045107E-4,2.3652024E-4,2.3652024E-4,1.0,0.0,0.0020432258,0.0023628937,0.0023628937,1.0,0.0
7.1,8.357586E-5,9.6893906E-5,9.6893906E-5,1.0,0.0,8.3544437E-4,9.6862135E-4,9.6862135E-4,1.0,0.0
