Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,5.3449043E-5,6.34106E-5,2.2340046E-4,3.5230772,1.6E-4,2.2904722E-4,2.7173443E-4,4.716801E-4,1.7358127,2.0E-4,0.0027850836,0.003303951,0.0036228937,1.0965338,3.2E-4
6.1,5.3449043E-5,6.34106E-5,2.2340046E-4,3.5230772,1.6E-4,2.2904722E-4,2.7173443E-4,4.716801E-4,1.7358127,2.0E-4,0.0027850836,0.003303951,0.0036228937,1.0965338,3.2E-4
6.2,2.3189454E-5,2.6656566E-5,1.4665337E-4,5.501585,1.2E-4,9.9379584E-5,1.1423769E-4,2.3422397E-4,2.0503213,1.2E-4,0.0012092749,0.0013900036,0.0015897256,1.1436845,2.0E-4
6.3,2.3189454E-5,2.6656566E-5,1.4665337E-4,5.501585,1.2E-4,9.9379584E-5,1.1423769E-4,2.3422397E-4,2.0503213,1.2E-4,0.0012092749,0.0013900036,0.0015897256,1.1436845,2.0E-4
6.4,1.966056E-5,2.2474544E-5,1.02472746E-4,4.5595026,8.0E-5,8.425682E-5,9.6316144E-5,1.7630844E-4,1.830518,8.0E-5,0.001025344,0.0011720584,0.0013318709,1.136352,1.6E-4
6.5,1.7342953E-5,1.975468E-5,9.97531E-5,5.0495934,8.0E-5,7.4324824E-5,8.466037E-5,1.646536E-4,1.9448721,8.0E-5,9.04529E-4,0.0010302897,0.0011901248,1.1551361,1.6E-4
6.6,1.439804E-5,1.6330361E-5,9.632905E-5,5.898771,8.0E-5,6.170443E-5,6.998557E-5,1.4997997E-4,2.1430128,8.0E-5,7.509924E-4,8.517733E-4,0.001011637,1.1876835,1.6E-4
6.7,1.2634884E-5,1.4291868E-5,5.4291297E-5,3.7987545,4.0E-5,5.414838E-5,6.124959E-5,1.0124715E-4,1.6530255,4.0E-5,6.590571E-4,7.454892E-4,8.254295E-4,1.1072321,8.0E-5
6.8,1.146091E-5,1.2939066E-5,5.293855E-5,4.091373,4.0E-5,4.911726E-5,5.5452132E-5,9.544991E-5,1.7213029,4.0E-5,5.9783855E-4,6.7495037E-4,7.548964E-4,1.1184472,8.0E-5
6.9,9.109035E-6,1.0239538E-5,5.0239127E-5,4.9063864,4.0E-5,3.9038136E-5,4.3883152E-5,8.3881394E-5,1.9114716,4.0E-5,4.7518566E-4,5.3417444E-4,6.141317E-4,1.1496838,8.0E-5
7.0,5.9351028E-6,6.586627E-6,4.6586363E-5,7.0728707,4.0E-5,2.5435906E-5,2.822823E-5,6.82271E-5,2.4169812,4.0E-5,3.0963816E-4,3.4364813E-4,3.836344E-4,1.1163582,4.0E-5
7.1,2.1557585E-6,2.2099746E-6,2.2099746E-6,1.0,0.0,9.238933E-6,9.471286E-6,9.471286E-6,1.0,0.0,1.1247819E-4,1.1530696E-4,1.1530696E-4,1.0,0.0
7.2,2.1251979E-6,2.178317E-6,2.178317E-6,1.0,0.0,9.107958E-6,9.335612E-6,9.335612E-6,1.0,0.0,1.1088375E-4,1.136553E-4,1.136553E-4,1.0,0.0
7.3,1.7145798E-6,1.7445271E-6,1.7445271E-6,1.0,0.0,7.3481783E-6,7.4765244E-6,7.4765244E-6,1.0,0.0,8.94604E-5,9.102297E-5,9.102297E-5,1.0,0.0
7.4,1.4467993E-6,1.4643826E-6,1.4643826E-6,1.0,0.0,6.200554E-6,6.275911E-6,6.275911E-6,1.0,0.0,7.548913E-5,7.640661E-5,7.640661E-5,1.0,0.0
7.5,1.2803735E-6,1.2933225E-6,1.2933225E-6,1.0,0.0,5.487303E-6,5.5427995E-6,5.5427995E-6,1.0,0.0,6.680587E-5,6.748157E-5,6.748157E-5,1.0,0.0
7.6,6.755009E-7,6.7703843E-7,6.7703843E-7,1.0,0.0,2.8950008E-6,2.9015905E-6,2.9015905E-6,1.0,0.0,3.5246063E-5,3.532635E-5,3.532635E-5,1.0,0.0
7.7,6.211885E-8,4.5709044E-8,4.5709044E-8,1.0,0.0,2.6622362E-7,1.9589588E-7,1.9589588E-7,1.0,0.0,3.2412677E-6,2.38503E-6,2.38503E-6,1.0,0.0
7.8,2.6580573E-9,1.515122E-9,1.515122E-9,1.0,0.0,1.1391674E-8,6.49338E-9,6.49338E-9,1.0,0.0,1.3869362E-7,7.90569E-8,7.90569E-8,1.0,0.0
