Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,3.202998E-6,3.013255E-6,4.3013133E-5,14.274641,4.0E-5,1.3727062E-5,1.2913892E-5,9.291286E-5,7.1947994,8.0E-5,1.6711417E-4,1.5721608E-4,3.1719095E-4,2.0175476,1.6E-4
6.1,3.202998E-6,3.013255E-6,4.3013133E-5,14.274641,4.0E-5,1.3727062E-5,1.2913892E-5,9.291286E-5,7.1947994,8.0E-5,1.6711417E-4,1.5721608E-4,3.1719095E-4,2.0175476,1.6E-4
6.2,3.202998E-6,3.013255E-6,4.3013133E-5,14.274641,4.0E-5,1.3727062E-5,1.2913892E-5,9.291286E-5,7.1947994,8.0E-5,1.6711417E-4,1.5721608E-4,3.1719095E-4,2.0175476,1.6E-4
6.3,3.202998E-6,3.013255E-6,4.3013133E-5,14.274641,4.0E-5,1.3727062E-5,1.2913892E-5,9.291286E-5,7.1947994,8.0E-5,1.6711417E-4,1.5721608E-4,3.1719095E-4,2.0175476,1.6E-4
6.4,3.202998E-6,3.013255E-6,4.3013133E-5,14.274641,4.0E-5,1.3727062E-5,1.2913892E-5,9.291286E-5,7.1947994,8.0E-5,1.6711417E-4,1.5721608E-4,3.1719095E-4,2.0175476,1.6E-4
6.5,2.5862723E-6,2.3812127E-6,4.2381118E-5,17.798122,4.0E-5,1.1083977E-5,1.0205159E-5,5.020475E-5,4.919546,4.0E-5,1.3493907E-4,1.2424104E-4,1.6423607E-4,1.3219148,4.0E-5
6.6,2.5862723E-6,2.3812127E-6,4.2381118E-5,17.798122,4.0E-5,1.1083977E-5,1.0205159E-5,5.020475E-5,4.919546,4.0E-5,1.3493907E-4,1.2424104E-4,1.6423607E-4,1.3219148,4.0E-5
6.7,2.5862723E-6,2.3812127E-6,4.2381118E-5,17.798122,4.0E-5,1.1083977E-5,1.0205159E-5,5.020475E-5,4.919546,4.0E-5,1.3493907E-4,1.2424104E-4,1.6423607E-4,1.3219148,4.0E-5
6.8,2.4098806E-6,2.1981452E-6,4.219806E-5,19.19712,4.0E-5,1.0328019E-5,9.42059E-6,4.9420214E-5,5.2459784,4.0E-5,1.2573638E-4,1.14689916E-4,1.5468533E-4,1.3487265,4.0E-5
6.9,2.0073985E-6,1.7787798E-6,4.177871E-5,23.487286,4.0E-5,8.603109E-6,7.6233205E-6,4.7623016E-5,6.2470174,4.0E-5,1.0473781E-4,9.281009E-5,1.3280638E-4,1.4309477,4.0E-5
7.0,1.8166766E-6,1.58104E-6,4.1580977E-5,26.299763,4.0E-5,7.785734E-6,6.7758688E-6,4.6775596E-5,6.903262,4.0E-5,9.478718E-5,8.249318E-5,1.2248987E-4,1.4848486,4.0E-5
7.1,1.5471421E-6,1.3055794E-6,1.3055794E-6,1.0,0.0,6.6305925E-6,5.5953287E-6,5.5953287E-6,1.0,0.0,8.072447E-5,6.812105E-5,6.812105E-5,1.0,0.0
7.2,1.3608037E-6,1.1155953E-6,1.1155953E-6,1.0,0.0,5.8320024E-6,4.7811145E-6,4.7811145E-6,1.0,0.0,7.1002316E-5,5.820856E-5,5.820856E-5,1.0,0.0
7.3,1.0749634E-6,8.3862324E-7,8.3862324E-7,1.0,0.0,4.6069777E-6,3.5940946E-6,3.5940946E-6,1.0,0.0,5.608851E-5,4.3757253E-5,4.3757253E-5,1.0,0.0
7.4,8.416856E-7,6.2015675E-7,6.2015675E-7,1.0,0.0,3.607219E-6,2.657812E-6,2.657812E-6,1.0,0.0,4.3917007E-5,3.23584E-5,3.23584E-5,1.0,0.0
7.5,6.2779594E-7,4.4980723E-7,4.4980723E-7,1.0,0.0,2.6905511E-6,1.927744E-6,1.927744E-6,1.0,0.0,3.275697E-5,2.347005E-5,2.347005E-5,1.0,0.0
7.6,4.3822078E-7,3.060434E-7,3.060434E-7,1.0,0.0,1.8780877E-6,1.3116139E-6,1.3116139E-6,1.0,0.0,2.2865479E-5,1.5968799E-5,1.5968799E-5,1.0,0.0
7.7,1.8704569E-7,1.12431835E-7,1.12431835E-7,1.0,0.0,8.0162414E-7,4.8185063E-7,4.8185063E-7,1.0,0.0,9.75973E-6,5.8665164E-6,5.8665164E-6,1.0,0.0
7.8,3.5378733E-8,2.1846251E-8,2.1846251E-8,1.0,0.0,1.5162313E-7,9.362678E-8,9.362678E-8,1.0,0.0,1.84601E-6,1.1399055E-6,1.1399055E-6,1.0,0.0
7.9,7.504945E-9,5.193598E-9,5.193598E-9,1.0,0.0,3.2164053E-8,2.2258277E-8,2.2258277E-8,1.0,0.0,3.9159727E-7,2.709945E-7,2.709945E-7,1.0,0.0
8.0,1.6554036E-10,1.4181989E-10,1.4181989E-10,1.0,0.0,7.0945894E-10,6.077995E-10,6.077995E-10,1.0,0.0,8.637662E-9,7.3999593E-9,7.3999593E-9,1.0,0.0
