
X-Axis: Magnitude
Y-Axis: Cumulative Annual Rate (1/yr)
Number of Data Sets: 8


DATASET #1

     Name: Mean
   Points: 41
     Info: 

Data[x,y]:
5.0	  7.872954
5.1	  6.226934
5.2	  4.9201403
5.3	  3.883657
5.4	  3.0598772
5.5	  2.4062252
5.6	  1.884346
5.7	  1.4707088
5.8	  1.1394464
5.9	  0.86829764
6.0	  0.6872261
6.1	  0.52951944
6.2	  0.4178038
6.3	  0.32946134
6.4	  0.25829184
6.5	  0.19931109
6.6	  0.15528303
6.7	  0.120497175
6.8	  0.09518592
6.9	  0.07384213
7.0	  0.057885125
7.1	  0.044077855
7.2	  0.033553287
7.3	  0.026730578
7.4	  0.020567728
7.5	  0.014824037
7.6	  0.011151228
7.7	  0.008009628
7.8	  0.005544489
7.9	  0.0029008964
8.0	  0.0016683267
8.1	  8.3416334E-4
8.2	  3.195551E-4
8.3	  3.7350597E-5
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: 2.5%,16%,84%,97.5%
   Points: 41
     Info: 

Data[x,y]:
5.0	  6.05
5.1	  4.7375
5.2	  3.725
5.3	  2.9
5.4	  2.2625
5.5	  1.7625
5.6	  1.3625
5.7	  1.0375
5.8	  0.7875
5.9	  0.6
6.0	  0.4625
6.1	  0.35
6.2	  0.2625
6.3	  0.2
6.4	  0.15
6.5	  0.1
6.6	  0.075
6.7	  0.05
6.8	  0.0375
6.9	  0.025
7.0	  0.0125
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: 
   Points: 41
     Info: 

Data[x,y]:
5.0	  6.775
5.1	  5.35
5.2	  4.225
5.3	  3.3125
5.4	  2.6125
5.5	  2.05
5.6	  1.5875
5.7	  1.2375
5.8	  0.95
5.9	  0.725
6.0	  0.5625
6.1	  0.425
6.2	  0.325
6.3	  0.25
6.4	  0.2
6.5	  0.15
6.6	  0.1125
6.7	  0.0875
6.8	  0.0625
6.9	  0.0375
7.0	  0.0375
7.1	  0.025
7.2	  0.0125
7.3	  0.0125
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: 
   Points: 41
     Info: 

Data[x,y]:
5.0	  8.975
5.1	  7.1125
5.2	  5.6125
5.3	  4.45
5.4	  3.5125
5.5	  2.775
5.6	  2.175
5.7	  1.7
5.8	  1.325
5.9	  1.0125
6.0	  0.8125
6.1	  0.625
