Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.14472057,0.0,1.0,0.0,0.0,0.12593724,1.9324418E-5,0.13424674
2.6,0.11575326,0.0,1.0,0.0,0.0,0.10253537,1.9324418E-5,0.10763701
2.7,0.091095306,0.0,1.0,0.0,0.0,0.08139445,1.9324418E-5,0.08440906
2.8,0.07322022,0.0,1.0,0.0,0.0,0.06618613,1.9324418E-5,0.06798331
2.9,0.058050554,0.0,1.0,0.0,0.0,0.053026203,1.9324418E-5,0.053992424
3.0,0.04605009,0.0,1.0,0.0,0.0,0.04224318,1.9324418E-5,0.042745613
3.1,0.03604004,0.0,1.0,0.0,0.0,0.033295974,1.9324418E-5,0.033508543
3.2,0.028793383,0.0,1.0,0.0,0.0,0.026957564,1.9324418E-5,0.026860941
3.3,0.02260957,0.0,0.0,0.0,0.0,0.02125686,1.9324418E-5,0.02108294
3.4,0.017507924,0.0,0.0,0.0,0.0,0.016503053,1.9324418E-5,0.016309809
3.5,0.0135464175,0.0,0.0,0.0,0.0,0.012870063,1.9324418E-5,0.012618845
3.6,0.010589781,0.0,0.0,0.0,0.0,0.010029373,1.9324418E-5,0.009778156
3.7,0.008406122,0.0,0.0,0.0,0.0,0.007942336,1.9324418E-5,0.0076911184
3.8,0.0069181416,0.0,0.0,0.0,0.0,0.0065316535,1.9324418E-5,0.006338409
3.9,0.0051596197,0.0,0.0,0.0,0.0,0.0048697535,1.9324418E-5,0.004715158
4.0,0.004290021,0.0,0.0,0.0,0.0,0.0040774522,1.9324418E-5,0.0039808303
4.1,0.0030725824,0.0,0.0,0.0,0.0,0.0028986628,1.9324418E-5,0.0028213651
4.2,0.0024348767,0.0,0.0,0.0,0.0,0.0023382546,1.9324418E-5,0.002260957
4.3,0.0018551442,0.0,0.0,0.0,0.0,0.0017778465,1.9324418E-5,0.0017391976
