Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,512.3197,444.0,643.0,496.0,493.0,1.0,0.05316,457.5631
2.6,406.94202,349.0,511.0,394.0,391.0,1.0,0.05316,363.45462
2.7,323.23264,274.0,408.0,313.0,308.0,1.0,0.05316,288.68457
2.8,256.73724,214.0,325.0,249.0,244.0,1.0,0.05316,229.30669
2.9,203.888,167.0,260.0,198.0,196.0,1.0,0.05316,182.09949
3.0,161.94403,130.0,209.0,157.0,156.0,1.0,0.05316,144.64626
3.1,128.64551,101.0,168.0,125.0,124.0,1.0,0.05316,114.89847
3.2,102.17036,78.0,135.0,99.0,98.0,1.0,0.05316,91.24792
3.3,81.15087,60.0,109.0,79.0,78.0,1.0,0.05316,72.47913
3.4,64.4575,46.0,88.0,63.0,61.0,1.0,0.05316,57.57003
3.5,51.19445,35.0,71.0,50.0,50.0,1.0,0.05316,45.72189
3.6,40.66108,27.0,58.0,39.0,39.0,1.0,0.05316,36.31626
3.7,32.28847,20.0,48.0,31.0,30.0,1.0,0.05316,28.83494
3.8,25.6439,15.0,39.0,25.0,25.0,1.0,0.05316,22.89962
3.9,20.35896,11.0,32.0,20.0,19.0,1.0,0.05316,18.17891
4.0,16.1607,8.0,27.0,16.0,15.0,1.0,0.05316,14.4312
4.1,12.82378,6.0,22.0,12.0,12.0,1.0,0.05316,11.44936
4.2,10.17153,4.0,18.0,10.0,9.0,0.99989,0.05316,9.08336
4.3,8.07409,3.0,15.0,8.0,7.0,0.99941,0.05316,7.20792
4.4,6.40759,2.0,13.0,6.0,6.0,0.9975,0.05316,5.7186
4.5,5.08818,1.0,11.0,5.0,4.0,0.9913,0.05316,4.54097
4.6,4.03142,1.0,9.0,4.0,3.0,0.97693,0.05316,3.59662
4.7,3.1957,0.0,8.0,3.0,3.0,0.94914,0.05316,2.84973
4.8,2.53211,0.0,6.0,2.0,2.0,0.90655,0.05316,2.2583
4.9,2.00417,0.0,6.0,2.0,1.0,0.84732,0.05316,1.78657
5.0,1.58681,0.0,5.0,1.0,1.0,0.776,0.05316,1.41524
5.1,1.25473,0.0,4.0,1.0,1.0,0.69437,0.05316,1.11994
5.2,0.99135,0.0,4.0,1.0,0.0,0.60931,0.05316,0.88491
5.3,0.77977,0.0,3.0,1.0,0.0,0.52468,0.05316,0.69554
5.4,0.61086,0.0,3.0,0.0,0.0,0.44189,0.05316,0.54493
5.5,0.47881,0.0,2.0,0.0,0.0,0.36796,0.05316,0.42759
5.6,0.37398,0.0,2.0,0.0,0.0,0.30203,0.05316,0.33421
5.7,0.29091,0.0,2.0,0.0,0.0,0.24446,0.05316,0.26029
5.8,0.22548,0.0,2.0,0.0,0.0,0.19623,0.05316,0.2018
5.9,0.17331,0.0,1.0,0.0,0.0,0.155,0.05315,0.15522
6.0,0.13602,0.0,1.0,0.0,0.0,0.1241,0.05311,0.12198
6.1,0.1037,0.0,1.0,0.0,0.0,0.09642,0.04676,0.0933
6.2,0.06748,0.0,1.0,0.0,0.0,0.06398,0.03279,0.06063
6.3,0.05379,0.0,1.0,0.0,0.0,0.05167,0.02975,0.04863
6.4,0.04085,0.0,1.0,0.0,0.0,0.03932,0.02477,0.03679
6.5,0.03246,0.0,1.0,0.0,0.0,0.03142,0.02174,0.0292
6.6,0.02807,0.0,1.0,0.0,0.0,0.02747,0.02066,0.02547
6.7,0.0236,0.0,0.0,0.0,0.0,0.0232,0.01849,0.02146
6.8,0.02032,0.0,0.0,0.0,0.0,0.02004,0.01684,0.01852
6.9,0.01681,0.0,0.0,0.0,0.0,0.01668,0.01464,0.01539
7.0,0.01417,0.0,0.0,0.0,0.0,0.01411,0.01287,0.01304
7.1,0.01219,0.0,0.0,0.0,0.0,0.01213,0.0114,0.01132
7.2,0.00957,0.0,0.0,0.0,0.0,0.00953,0.00911,0.00884
7.3,0.00653,0.0,0.0,0.0,0.0,0.0065,0.00633,0.00598
7.4,0.00595,0.0,0.0,0.0,0.0,0.00592,0.00581,0.00546
7.5,0.00458,0.0,0.0,0.0,0.0,0.00457,0.00453,0.0042
7.6,0.00259,0.0,0.0,0.0,0.0,0.00258,0.00255,0.00236
7.7,7.6E-4,0.0,0.0,0.0,0.0,7.5E-4,7.3E-4,6.9E-4
7.8,3.9E-4,0.0,0.0,0.0,0.0,3.9E-4,3.9E-4,3.6E-4
7.9,2.5E-4,0.0,0.0,0.0,0.0,2.5E-4,2.5E-4,2.4E-4
8.0,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,7.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
