Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1449.1678,1203.0,2469.0,1347.0,1325.0,1.0,0.096562475,1064.6263
2.6,1151.0769,950.0,1961.0,1071.0,1039.0,1.0,0.096562475,845.6289
2.7,914.37646,750.0,1559.0,851.0,825.0,1.0,0.096562475,671.731
2.8,726.3331,591.0,1238.0,677.0,651.0,1.0,0.096562475,533.5747
2.9,576.9437,465.0,986.0,538.0,515.0,1.0,0.096562475,423.84998
3.0,458.184,366.0,785.0,428.0,416.0,1.0,0.096562475,336.6303
3.1,363.83484,287.0,624.0,340.0,329.0,1.0,0.096562475,267.30673
3.2,288.95663,225.0,496.0,270.0,267.0,1.0,0.096562475,212.29843
3.3,229.57573,175.0,395.0,215.0,209.0,1.0,0.096562475,168.68497
3.4,182.38123,137.0,314.0,171.0,171.0,1.0,0.096562475,134.01103
3.5,144.85579,107.0,249.0,136.0,130.0,1.0,0.096562475,106.43908
3.6,115.00259,83.0,198.0,108.0,106.0,1.0,0.096562475,84.50004
3.7,91.36581,64.0,158.0,86.0,82.0,1.0,0.096562475,67.145294
3.8,72.55644,49.0,127.0,68.0,66.0,1.0,0.096562475,53.317825
3.9,57.60676,37.0,102.0,54.0,52.0,1.0,0.096562475,42.324665
4.0,45.730453,28.0,81.0,43.0,41.0,1.0,0.096562475,33.61707
4.1,36.313625,21.0,65.0,34.0,33.0,1.0,0.096562475,26.692434
4.2,28.832876,16.0,52.0,27.0,27.0,1.0,0.096562475,21.1933
4.3,22.88586,12.0,42.0,21.0,21.0,1.0,0.096562475,16.813162
4.4,18.143461,9.0,34.0,17.0,16.0,1.0,0.096562475,13.328866
4.5,14.355747,6.0,28.0,13.0,12.0,0.99997485,0.096562475,10.541152
4.6,11.375739,4.0,23.0,11.0,10.0,0.9998743,0.096562475,8.353208
4.7,8.991148,3.0,19.0,8.0,7.0,0.99944675,0.096562475,6.6004224
4.8,7.1001334,2.0,15.0,7.0,6.0,0.9973848,0.096562475,5.2119093
4.9,5.616315,1.0,13.0,5.0,5.0,0.99137473,0.096562475,4.125707
