Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,2197.0,3586.517,3249.0,3087.0,2442.0,18972.0,2717.0,2918.0,4036.0,7040.0
2.6,1819.0,2848.8235,2581.0,2360.0,1907.0,15039.0,2154.0,2316.0,3208.0,5596.0
2.7,1523.0,2262.7715,2051.0,1913.0,1504.0,11990.0,1706.0,1838.0,2550.0,4449.0
2.8,1221.0,1797.342,1629.0,1531.0,1190.0,9537.0,1350.0,1458.0,2027.0,3532.0
2.9,1014.0,1427.64,1295.0,1196.0,912.0,7619.0,1068.0,1156.0,1612.0,2806.0
3.0,863.0,1133.9021,1029.0,960.0,710.0,6107.0,844.0,917.0,1282.0,2233.0
3.1,739.0,900.52026,818.0,782.0,557.0,4868.0,666.0,726.0,1020.0,1773.0
3.2,632.0,715.166,650.0,613.0,435.0,3863.0,526.0,576.0,811.0,1411.0
3.3,529.0,568.0412,517.0,505.0,335.0,3045.0,414.0,456.0,646.0,1120.0
3.4,435.0,451.21786,411.0,385.0,261.0,2425.0,325.0,361.0,514.0,890.0
3.5,330.0,358.31375,327.0,314.0,197.0,1937.0,255.0,285.0,410.0,707.0
3.6,236.0,284.53195,260.0,252.0,148.0,1553.0,200.0,225.0,327.0,563.0
3.7,170.0,225.95268,207.0,195.0,117.0,1268.0,156.0,178.0,261.0,448.0
3.8,141.0,179.41428,164.0,153.0,91.0,1016.0,121.0,140.0,209.0,357.0
3.9,110.0,142.41637,131.0,123.0,68.0,812.0,94.0,110.0,167.0,284.0
4.0,83.0,113.04873,104.0,97.0,48.0,631.0,73.0,86.0,134.0,226.0
4.1,63.0,89.72046,83.0,76.0,34.0,508.0,56.0,68.0,107.0,180.0
4.2,50.0,71.2041,66.0,61.0,28.0,404.0,43.0,53.0,86.0,143.0
4.3,44.0,56.48109,52.0,50.0,19.0,328.0,33.0,41.0,69.0,115.0
4.4,35.0,44.78713,41.0,37.0,12.0,262.0,25.0,32.0,56.0,92.0
4.5,29.0,35.49431,33.0,29.0,7.0,203.0,18.0,25.0,45.0,73.0
4.6,19.0,28.10921,26.0,24.0,4.0,164.0,14.0,19.0,36.0,59.0
4.7,13.0,22.2457,21.0,18.0,2.0,137.0,10.0,15.0,29.0,47.0
4.8,10.0,17.57648,16.0,15.0,0.0,110.0,7.0,11.0,23.0,38.0
4.9,5.0,13.88477,13.0,11.0,0.0,81.0,5.0,8.0,19.0,30.0
5.0,3.0,10.95115,10.0,9.0,0.0,69.0,3.0,6.0,15.0,25.0
5.1,2.0,8.61694,8.0,7.0,0.0,52.0,2.0,5.0,12.0,20.0
5.2,2.0,6.76407,6.0,5.0,0.0,47.0,1.0,3.0,10.0,16.0
5.3,2.0,5.29509,5.0,4.0,0.0,41.0,1.0,2.0,8.0,13.0
5.4,2.0,4.12574,4.0,3.0,0.0,32.0,0.0,2.0,7.0,11.0
5.5,1.0,3.20316,3.0,2.0,0.0,25.0,0.0,1.0,5.0,9.0
5.6,0.0,2.465,2.0,1.0,0.0,19.0,0.0,1.0,4.0,7.0
5.7,0.0,1.88104,2.0,1.0,0.0,16.0,0.0,0.0,3.0,6.0
5.8,0.0,1.41537,1.0,1.0,0.0,13.0,0.0,0.0,3.0,5.0
5.9,0.0,1.05048,1.0,0.0,0.0,12.0,0.0,0.0,2.0,4.0
6.0,0.0,0.79365,1.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0
6.1,0.0,0.57578,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0
6.2,0.0,0.3892,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0
6.3,0.0,0.29682,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0
6.4,0.0,0.22538,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0
6.5,0.0,0.17476,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
6.6,0.0,0.14485,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.7,0.0,0.11665,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.8,0.0,0.09621,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.9,0.0,0.07595,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.0,0.0,0.05896,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.1,0.0,0.04931,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
7.2,0.0,0.0365,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
7.3,0.0,0.02418,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.4,0.0,0.02111,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.5,0.0,0.01568,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.6,0.0,0.00822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.8,0.0,0.00154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.9,0.0,9.2E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.0,0.0,4.2E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.1,0.0,3.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
