Name,1 Week Prob M≥7.1,1 Month Prob M≥7.1,1 Month Mean Num M≥3.5,1 Month Median Num M≥3.5,1 Month Garlock Prob M≥7,1 Month SAF Mojave Prob M≥7
"[M7.1, ShakeMap Source, 28 Days After](../2019_08_03-ComCatM7p1_ci38457511_28DaysAfter_ShakeMapSurfaces-noSpont-full_td-scale1.14/README.md)",0.086%,0.333%,26.3,22.0,0.276%,0.099%
"[M7.1, Point Source, 28 Days After](../2019_08_20-ComCatM7p1_ci38457511_28DaysAfter_PointSources-noSpont-full_td-scale1.14/README.md)",0.067%,0.210%,25.8,22.0,0.148%,0.094%
"[M7.1, ShakeMap Source, No Faults, 28 Days After](../2019_08_20-ComCatM7p1_ci38457511_28DaysAfter_ShakeMapSurfaces_NoFaults-noSpont-poisson-griddedOnly/README.md)",0.191%,0.646%,31.6,23.0,N/A,N/A
"[M7.1, ShakeMap Source (Planar Extents), 28 Days After](../2019_09_09-ComCatM7p1_ci38457511_28DaysAfter_ShakeMapSurfaces_PlanarExtents/README.md)",0.136%,0.500%,27.9,23.0,0.464%,0.113%
"[M7.1, ShakeMap Source, Seq. Specific, 28 Days After](../2019_08_31-ComCatM7p1_ci38457511_28DaysAfter_MainshockLog10_k_2p3_ShakeMapSurfaces_Log10_k_3p03_p1p15_c0p002/README.md)",0.043%,0.157%,10.8,10.0,0.152%,0.093%
Range,[0.043% 0.191%],[0.157% 0.646%],[10.8 31.6],[10.0 23.0],[0.148% 0.464%],[0.093% 0.113%]
"Gain (w.r.t. M7.1, ShakeMap Source, 28 Days After)",[0.50 2.22],[0.47 1.94],[0.41 1.20],[0.45 1.05],[0.54 1.68],[0.94 1.14]
