Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,12.248517,0.0,58.0,5.0,1.0,0.9077586,0.004551724,8.182069
2.6,9.735035,0.0,47.0,4.0,1.0,0.8800345,0.004551724,6.502138
2.7,7.730414,0.0,37.0,3.0,1.0,0.84568965,0.004551724,5.1657586
2.8,6.1477933,0.0,30.0,2.0,0.0,0.8046552,0.004551724,4.105793
2.9,4.8885174,0.0,24.0,2.0,0.0,0.75868964,0.004551724,3.2591724
3.0,3.8726206,0.0,19.0,1.0,0.0,0.7074138,0.004551724,2.5793793
3.1,3.0744483,0.0,15.0,1.0,0.0,0.6555862,0.004551724,2.0494828
3.2,2.4446552,0.0,13.0,1.0,0.0,0.59944826,0.004551724,1.6285862
3.3,1.9383793,0.0,10.0,1.0,0.0,0.5423793,0.004551724,1.2923104
3.4,1.5369655,0.0,8.0,0.0,0.0,0.4863793,0.004551724,1.025931
3.5,1.2186897,0.0,7.0,0.0,0.0,0.42868966,0.004551724,0.8111724
3.6,0.9643793,0.0,6.0,0.0,0.0,0.3755862,0.004551724,0.6417586
3.7,0.767,0.0,5.0,0.0,0.0,0.32768965,0.004551724,0.51213795
3.8,0.6107931,0.0,4.0,0.0,0.0,0.28265518,0.004551724,0.4092069
3.9,0.49182758,0.0,3.0,0.0,0.0,0.24355173,0.004551724,0.32948276
4.0,0.39124137,0.0,3.0,0.0,0.0,0.20751724,0.004551724,0.2621724
4.1,0.3135862,0.0,2.0,0.0,0.0,0.17589656,0.004551724,0.21013793
4.2,0.24927586,0.0,2.0,0.0,0.0,0.14724138,0.004551724,0.16693103
4.3,0.19810344,0.0,2.0,0.0,0.0,0.12248276,0.004551724,0.13217242
4.4,0.15872414,0.0,1.0,0.0,0.0,0.10210345,0.004551724,0.105344824
4.5,0.12606896,0.0,1.0,0.0,0.0,0.08410345,0.004551724,0.08403448
4.6,0.10089655,0.0,1.0,0.0,0.0,0.06910345,0.004551724,0.06675862
4.7,0.079344824,0.0,1.0,0.0,0.0,0.05537931,0.004551724,0.052241378
4.8,0.063206896,0.0,1.0,0.0,0.0,0.04475862,0.004551724,0.041241378
4.9,0.050275862,0.0,1.0,0.0,0.0,0.036448278,0.004551724,0.032586206
5.0,0.040586207,0.0,1.0,0.0,0.0,0.029724138,0.004551724,0.026413793
