Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2510.6802,1754.0,6246.0,2050.0,1898.0,1.0,0.0,1428.0983
2.6,1994.2164,1389.0,4962.0,1630.0,1523.0,1.0,0.0,1134.3612
2.7,1584.0424,1098.0,3948.0,1295.0,1209.0,1.0,0.0,901.01605
2.8,1258.1898,868.0,3133.0,1030.0,961.0,1.0,0.0,715.66473
2.9,999.38995,685.0,2489.0,819.0,753.0,1.0,0.0,568.4828
3.0,793.91516,540.0,1976.0,651.0,602.0,1.0,0.0,451.5984
3.1,630.5994,425.0,1569.0,518.0,477.0,1.0,0.0,358.6974
3.2,500.8792,334.0,1249.0,412.0,382.0,1.0,0.0,284.95044
3.3,397.82623,262.0,995.0,328.0,306.0,1.0,0.0,226.33287
3.4,316.01083,205.0,790.0,261.0,242.0,1.0,0.0,179.80235
3.5,251.02455,161.0,629.0,208.0,192.0,1.0,0.0,142.81873
3.6,199.43494,125.0,502.0,165.0,152.0,1.0,0.0,113.47222
3.7,158.39455,97.0,398.0,132.0,126.0,1.0,0.0,90.12955
3.8,125.81065,75.0,316.0,105.0,95.0,1.0,0.0,71.57916
3.9,99.93839,58.0,254.0,83.0,77.0,1.0,0.0,56.85032
4.0,79.39143,45.0,201.0,66.0,61.0,1.0,0.0,45.1743
4.1,63.06505,34.0,160.0,53.0,49.0,1.0,0.0,35.88382
4.2,50.09306,26.0,128.0,42.0,39.0,1.0,0.0,28.49504
4.3,39.78291,19.0,102.0,33.0,31.0,1.0,0.0,22.6335
4.4,31.59195,14.0,82.0,26.0,24.0,1.0,0.0,17.9745
4.5,25.09685,11.0,65.0,21.0,20.0,1.0,0.0,14.27875
4.6,19.93179,8.0,53.0,17.0,15.0,1.0,0.0,11.34102
4.7,15.83307,5.0,42.0,13.0,12.0,0.99999,0.0,9.01222
4.8,12.57547,4.0,34.0,10.0,9.0,0.99981,0.0,7.15816
4.9,9.98713,3.0,27.0,8.0,7.0,0.99893,0.0,5.68361
5.0,7.93705,2.0,22.0,7.0,5.0,0.99584,0.0,4.51599
5.1,6.30263,1.0,18.0,5.0,4.0,0.9882,0.0,3.58737
5.2,5.01149,0.0,15.0,4.0,3.0,0.97175,0.0,2.85372
5.3,3.97791,0.0,12.0,3.0,2.0,0.94277,0.0,2.26681
5.4,3.15544,0.0,10.0,2.0,2.0,0.89854,0.0,1.79842
5.5,2.50883,0.0,9.0,2.0,1.0,0.84103,0.0,1.4304
5.6,1.99257,0.0,7.0,1.0,1.0,0.77099,0.0,1.13584
5.7,1.583,0.0,6.0,1.0,0.0,0.69423,0.0,0.90319
5.8,1.25709,0.0,5.0,1.0,0.0,0.61448,0.0,0.71713
5.9,0.99707,0.0,4.0,1.0,0.0,0.53495,0.0,0.56943
6.0,0.79043,0.0,4.0,0.0,0.0,0.45772,0.0,0.4513
6.1,0.62576,0.0,3.0,0.0,0.0,0.38566,0.0,0.35586
6.2,0.4971,0.0,3.0,0.0,0.0,0.32341,0.0,0.28344
6.3,0.39238,0.0,3.0,0.0,0.0,0.26862,0.0,0.22374
6.4,0.31036,0.0,2.0,0.0,0.0,0.22136,0.0,0.17618
6.5,0.24497,0.0,2.0,0.0,0.0,0.18108,0.0,0.13881
6.6,0.1935,0.0,2.0,0.0,0.0,0.14738,0.0,0.10995
6.7,0.15271,0.0,1.0,0.0,0.0,0.11951,0.0,0.08695
6.8,0.12038,0.0,1.0,0.0,0.0,0.09633,0.0,0.06844
6.9,0.09456,0.0,1.0,0.0,0.0,0.07723,0.0,0.05337
7.0,0.07389,0.0,1.0,0.0,0.0,0.06163,0.0,0.04202
7.1,0.05811,0.0,1.0,0.0,0.0,0.04923,0.0,0.03317
7.2,0.04524,0.0,1.0,0.0,0.0,0.03882,0.0,0.02589
7.3,0.03516,0.0,1.0,0.0,0.0,0.03068,0.0,0.02013
7.4,0.02682,0.0,0.0,0.0,0.0,0.02368,0.0,0.01515
7.5,0.02073,0.0,0.0,0.0,0.0,0.01855,0.0,0.01168
7.6,0.01537,0.0,0.0,0.0,0.0,0.01398,0.0,0.00856
7.7,0.01122,0.0,0.0,0.0,0.0,0.01039,0.0,0.00623
7.8,0.00818,0.0,0.0,0.0,0.0,0.00768,0.0,0.00454
7.9,0.0057,0.0,0.0,0.0,0.0,0.00542,0.0,0.00315
8.0,0.00375,0.0,0.0,0.0,0.0,0.00362,0.0,0.00212
8.1,0.00238,0.0,0.0,0.0,0.0,0.00232,0.0,0.00138
8.2,0.00117,0.0,0.0,0.0,0.0,0.00115,0.0,6.5E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
