Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1567.7382,1204.0,3162.0,1364.0,1306.0,1.0,0.0,1063.5627
2.6,1245.1484,951.0,2516.0,1084.0,1036.0,1.0,0.0,844.748
2.7,989.0462,751.0,2000.0,862.0,818.0,1.0,0.0,670.9772
2.8,785.6142,592.0,1591.0,686.0,653.0,1.0,0.0,532.9619
2.9,624.0225,466.0,1261.0,545.0,519.0,1.0,0.0,423.37833
3.0,495.72192,367.0,1005.0,434.0,423.0,1.0,0.0,336.33203
3.1,393.73465,288.0,798.0,345.0,334.0,1.0,0.0,267.14105
3.2,312.73782,225.0,634.0,275.0,262.0,1.0,0.0,212.21466
3.3,248.39384,176.0,504.0,218.0,213.0,1.0,0.0,168.5612
3.4,197.32631,137.0,403.0,174.0,163.0,1.0,0.0,133.90657
3.5,156.75024,107.0,320.0,138.0,134.0,1.0,0.0,106.36479
3.6,124.55007,83.0,254.0,110.0,107.0,1.0,0.0,84.5158
3.7,98.9247,64.0,202.0,87.0,84.0,1.0,0.0,67.12959
3.8,78.57133,49.0,160.0,70.0,67.0,1.0,0.0,53.31019
3.9,62.41211,38.0,128.0,55.0,52.0,1.0,0.0,42.34345
4.0,49.59088,29.0,103.0,44.0,41.0,1.0,0.0,33.6514
4.1,39.40088,22.0,82.0,35.0,33.0,1.0,0.0,26.73691
4.2,31.29615,16.0,66.0,28.0,26.0,1.0,0.0,21.23199
4.3,24.85591,12.0,53.0,22.0,21.0,1.0,0.0,16.86308
4.4,19.74206,9.0,43.0,18.0,16.0,1.0,0.0,13.39203
4.5,15.68119,6.0,34.0,14.0,13.0,0.99999,0.0,10.6396
4.6,12.45496,4.0,28.0,11.0,10.0,0.99995,0.0,8.44998
4.7,9.89873,3.0,23.0,9.0,8.0,0.99956,0.0,6.71603
4.8,7.86451,2.0,19.0,7.0,6.0,0.99782,0.0,5.3371
4.9,6.24664,1.0,16.0,5.0,5.0,0.99281,0.0,4.23942
5.0,4.96469,1.0,13.0,4.0,4.0,0.98007,0.0,3.36777
5.1,3.94195,0.0,11.0,3.0,3.0,0.95653,0.0,2.67538
5.2,3.13484,0.0,9.0,3.0,2.0,0.91816,0.0,2.12725
5.3,2.48884,0.0,8.0,2.0,1.0,0.86467,0.0,1.68948
5.4,1.9742,0.0,7.0,2.0,1.0,0.79788,0.0,1.33956
5.5,1.5701,0.0,6.0,1.0,1.0,0.72206,0.0,1.06549
5.6,1.24765,0.0,5.0,1.0,0.0,0.64029,0.0,0.84689
5.7,0.99105,0.0,4.0,1.0,0.0,0.56002,0.0,0.6734
5.8,0.78641,0.0,4.0,0.0,0.0,0.48124,0.0,0.53395
5.9,0.62324,0.0,3.0,0.0,0.0,0.40808,0.0,0.42344
6.0,0.4934,0.0,3.0,0.0,0.0,0.34139,0.0,0.33554
6.1,0.39031,0.0,2.0,0.0,0.0,0.28221,0.0,0.26452
6.2,0.31035,0.0,2.0,0.0,0.0,0.23267,0.0,0.21046
6.3,0.24456,0.0,2.0,0.0,0.0,0.18988,0.0,0.16615
6.4,0.19293,0.0,2.0,0.0,0.0,0.15441,0.0,0.13067
6.5,0.15151,0.0,1.0,0.0,0.0,0.12424,0.0,0.10242
6.6,0.11995,0.0,1.0,0.0,0.0,0.10067,0.0,0.0813
6.7,0.09475,0.0,1.0,0.0,0.0,0.08118,0.0,0.06428
6.8,0.07455,0.0,1.0,0.0,0.0,0.0649,0.0,0.05075
6.9,0.05868,0.0,1.0,0.0,0.0,0.05165,0.0,0.03956
7.0,0.04582,0.0,1.0,0.0,0.0,0.04088,0.0,0.03126
7.1,0.0359,0.0,1.0,0.0,0.0,0.03243,0.0,0.02442
7.2,0.02787,0.0,1.0,0.0,0.0,0.02531,0.0,0.0189
7.3,0.02166,0.0,0.0,0.0,0.0,0.01983,0.0,0.01468
7.4,0.01647,0.0,0.0,0.0,0.0,0.0152,0.0,0.01093
7.5,0.01292,0.0,0.0,0.0,0.0,0.01203,0.0,0.00858
7.6,0.00961,0.0,0.0,0.0,0.0,0.00908,0.0,0.00639
7.7,0.00701,0.0,0.0,0.0,0.0,0.0067,0.0,0.00471
7.8,0.00511,0.0,0.0,0.0,0.0,0.00494,0.0,0.00344
7.9,0.00364,0.0,0.0,0.0,0.0,0.00357,0.0,0.00247
8.0,0.00235,0.0,0.0,0.0,0.0,0.00233,0.0,0.00164
8.1,0.00148,0.0,0.0,0.0,0.0,0.00148,0.0,0.00105
8.2,7.6E-4,0.0,0.0,0.0,0.0,7.6E-4,0.0,4.9E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
