Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,61.21766,34.0,126.0,51.0,48.0,1.0,0.00432,41.57511
2.6,48.62214,26.0,101.0,41.0,38.0,1.0,0.00432,33.01955
2.7,38.60394,19.0,81.0,32.0,31.0,1.0,0.00432,26.21135
2.8,30.66046,14.0,65.0,26.0,24.0,1.0,0.00432,20.81618
2.9,24.34805,10.0,52.0,20.0,19.0,1.0,0.00432,16.52884
3.0,19.33079,8.0,42.0,16.0,15.0,0.99999,0.00432,13.12531
3.1,15.34049,5.0,34.0,13.0,11.0,0.99997,0.00432,10.41417
3.2,12.18237,4.0,27.0,10.0,9.0,0.9998,0.00432,8.26897
3.3,9.67397,2.0,22.0,8.0,7.0,0.99906,0.00432,6.56648
3.4,7.68424,2.0,18.0,6.0,6.0,0.99613,0.00432,5.21622
3.5,6.10515,1.0,15.0,5.0,4.0,0.98855,0.00432,4.14288
3.6,4.84413,0.0,13.0,4.0,3.0,0.97132,0.00432,3.28626
3.7,3.85051,0.0,11.0,3.0,2.0,0.94167,0.00432,2.61226
3.8,3.05373,0.0,9.0,2.0,2.0,0.89725,0.00432,2.07366
3.9,2.4256,0.0,7.0,2.0,1.0,0.83855,0.00432,1.64713
4.0,1.92849,0.0,6.0,1.0,1.0,0.76744,0.00432,1.31121
4.1,1.53375,0.0,5.0,1.0,1.0,0.68791,0.00432,1.04292
4.2,1.21542,0.0,5.0,1.0,0.0,0.60582,0.00432,0.82687
4.3,0.96255,0.0,4.0,1.0,0.0,0.52462,0.00432,0.65431
4.4,0.76428,0.0,3.0,0.0,0.0,0.44888,0.00432,0.51956
4.5,0.60456,0.0,3.0,0.0,0.0,0.37802,0.00432,0.41007
4.6,0.48109,0.0,3.0,0.0,0.0,0.31645,0.00432,0.32602
4.7,0.38075,0.0,2.0,0.0,0.0,0.26184,0.00432,0.25752
4.8,0.30145,0.0,2.0,0.0,0.0,0.21553,0.00432,0.20349
4.9,0.23803,0.0,2.0,0.0,0.0,0.17546,0.00432,0.16114
5.0,0.18818,0.0,2.0,0.0,0.0,0.14247,0.00432,0.1266
5.1,0.14717,0.0,1.0,0.0,0.0,0.11425,0.00432,0.09922
5.2,0.1155,0.0,1.0,0.0,0.0,0.09183,0.00432,0.07811
5.3,0.0904,0.0,1.0,0.0,0.0,0.07326,0.00432,0.06122
5.4,0.07049,0.0,1.0,0.0,0.0,0.05808,0.00432,0.04757
5.5,0.05448,0.0,1.0,0.0,0.0,0.04546,0.00432,0.03651
5.6,0.04209,0.0,1.0,0.0,0.0,0.03566,0.00432,0.02839
5.7,0.03247,0.0,1.0,0.0,0.0,0.02802,0.00432,0.02192
5.8,0.02453,0.0,0.0,0.0,0.0,0.02142,0.00432,0.01648
5.9,0.0188,0.0,0.0,0.0,0.0,0.01654,0.00432,0.0126
6.0,0.01425,0.0,0.0,0.0,0.0,0.01266,0.00432,0.00948
6.1,0.01046,0.0,0.0,0.0,0.0,0.00943,0.00376,0.00701
6.2,0.00703,0.0,0.0,0.0,0.0,0.00648,0.00279,0.00485
6.3,0.00522,0.0,0.0,0.0,0.0,0.00486,0.00235,0.00358
6.4,0.0039,0.0,0.0,0.0,0.0,0.00361,0.00202,0.00263
6.5,0.00296,0.0,0.0,0.0,0.0,0.00277,0.00175,0.00198
6.6,0.00252,0.0,0.0,0.0,0.0,0.0024,0.00163,0.00169
6.7,0.00199,0.0,0.0,0.0,0.0,0.00188,0.00135,0.00132
6.8,0.00158,0.0,0.0,0.0,0.0,0.00154,0.00121,0.00108
6.9,0.00126,0.0,0.0,0.0,0.0,0.00125,0.00106,8.5E-4
7.0,9.9E-4,0.0,0.0,0.0,0.0,9.9E-4,8.6E-4,6.5E-4
7.1,8.6E-4,0.0,0.0,0.0,0.0,8.6E-4,7.9E-4,5.4E-4
7.2,6.9E-4,0.0,0.0,0.0,0.0,6.9E-4,6.4E-4,4.5E-4
7.3,4.5E-4,0.0,0.0,0.0,0.0,4.5E-4,4.2E-4,2.6E-4
7.4,3.8E-4,0.0,0.0,0.0,0.0,3.8E-4,3.8E-4,2.1E-4
7.5,2.9E-4,0.0,0.0,0.0,0.0,2.9E-4,2.9E-4,1.6E-4
7.6,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.7E-4,1.1E-4
7.7,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,2.0E-5
7.8,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,1.0E-5
7.9,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
