Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,247.54642,166.0,470.0,210.0,200.0,1.0,0.02035,163.25148
2.6,196.62787,130.0,374.0,167.0,158.0,1.0,0.02035,129.68214
2.7,156.18639,101.0,297.0,133.0,125.0,1.0,0.02035,103.02623
2.8,124.07652,78.0,237.0,106.0,101.0,1.0,0.02035,81.85504
2.9,98.5249,60.0,189.0,84.0,81.0,1.0,0.02035,65.00387
3.0,78.27505,46.0,151.0,67.0,63.0,1.0,0.02035,51.64698
3.1,62.17399,35.0,121.0,53.0,50.0,1.0,0.02035,41.02557
3.2,49.3741,27.0,96.0,42.0,42.0,1.0,0.02035,32.5835
3.3,39.20867,20.0,77.0,34.0,32.0,1.0,0.02035,25.87471
3.4,31.1462,15.0,62.0,27.0,25.0,1.0,0.02035,20.55743
3.5,24.72131,11.0,50.0,21.0,20.0,1.0,0.02035,16.32125
3.6,19.64078,8.0,41.0,17.0,16.0,1.0,0.02035,12.96502
3.7,15.59531,6.0,33.0,13.0,12.0,1.0,0.02035,10.29638
3.8,12.3821,4.0,27.0,11.0,9.0,0.99987,0.02035,8.17423
3.9,9.82938,3.0,22.0,8.0,8.0,0.99924,0.02035,6.49129
4.0,7.8065,2.0,18.0,7.0,6.0,0.99672,0.02035,5.1537
4.1,6.19568,1.0,15.0,5.0,4.0,0.9899,0.02035,4.09024
4.2,4.91804,0.0,13.0,4.0,3.0,0.97489,0.02035,3.24806
4.3,3.90321,0.0,11.0,3.0,3.0,0.94752,0.02035,2.57788
4.4,3.10032,0.0,9.0,2.0,2.0,0.90545,0.02035,2.04705
4.5,2.46175,0.0,7.0,2.0,1.0,0.84953,0.02035,1.62565
4.6,1.95288,0.0,6.0,1.0,1.0,0.77917,0.02035,1.28959
4.7,1.54813,0.0,5.0,1.0,1.0,0.69964,0.02035,1.02271
4.8,1.2231,0.0,5.0,1.0,0.0,0.61742,0.02035,0.80794
4.9,0.96628,0.0,4.0,1.0,0.0,0.53513,0.02035,0.63857
5.0,0.76341,0.0,3.0,0.0,0.0,0.45653,0.02035,0.50444
5.1,0.60028,0.0,3.0,0.0,0.0,0.3841,0.02035,0.39824
5.2,0.47306,0.0,3.0,0.0,0.0,0.31997,0.02035,0.31345
5.3,0.37305,0.0,2.0,0.0,0.0,0.2648,0.02035,0.24678
5.4,0.29272,0.0,2.0,0.0,0.0,0.21666,0.02035,0.19377
5.5,0.22874,0.0,2.0,0.0,0.0,0.17523,0.02035,0.15195
5.6,0.1777,0.0,1.0,0.0,0.0,0.14003,0.02035,0.11793
5.7,0.13673,0.0,1.0,0.0,0.0,0.11088,0.02035,0.09098
5.8,0.10508,0.0,1.0,0.0,0.0,0.08738,0.02035,0.0701
5.9,0.0802,0.0,1.0,0.0,0.0,0.06838,0.02034,0.05389
6.0,0.06216,0.0,1.0,0.0,0.0,0.05364,0.02033,0.04182
6.1,0.04651,0.0,1.0,0.0,0.0,0.04091,0.01775,0.03145
6.2,0.03122,0.0,1.0,0.0,0.0,0.0279,0.0137,0.02111
6.3,0.02366,0.0,0.0,0.0,0.0,0.02136,0.0115,0.01609
6.4,0.01801,0.0,0.0,0.0,0.0,0.01615,0.00993,0.01202
6.5,0.014,0.0,0.0,0.0,0.0,0.0127,0.00837,0.00936
6.6,0.01152,0.0,0.0,0.0,0.0,0.01071,0.00768,0.0079
6.7,0.00936,0.0,0.0,0.0,0.0,0.00871,0.00674,0.00648
6.8,0.00775,0.0,0.0,0.0,0.0,0.00735,0.00609,0.00544
6.9,0.00603,0.0,0.0,0.0,0.0,0.0058,0.00499,0.00428
7.0,0.0048,0.0,0.0,0.0,0.0,0.00471,0.00419,0.00342
7.1,0.00415,0.0,0.0,0.0,0.0,0.00409,0.00379,0.00294
7.2,0.00324,0.0,0.0,0.0,0.0,0.00319,0.00305,0.00229
7.3,0.00227,0.0,0.0,0.0,0.0,0.00223,0.00214,0.00156
7.4,0.00197,0.0,0.0,0.0,0.0,0.00196,0.00193,0.00135
7.5,0.00151,0.0,0.0,0.0,0.0,0.00151,0.00149,0.00103
7.6,8.5E-4,0.0,0.0,0.0,0.0,8.5E-4,8.5E-4,5.7E-4
7.7,2.8E-4,0.0,0.0,0.0,0.0,2.8E-4,2.8E-4,1.8E-4
7.8,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.7E-4,1.1E-4
7.9,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,9.0E-5,6.0E-5
8.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
