Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,627.992,428.0,1318.0,525.0,488.0,1.0,0.04964,373.66287
2.6,498.8112,337.0,1048.0,417.0,389.0,1.0,0.04964,296.79514
2.7,396.2314,264.0,834.0,332.0,316.0,1.0,0.04964,235.78015
2.8,314.71698,207.0,663.0,264.0,246.0,1.0,0.04964,187.28835
2.9,249.92572,162.0,529.0,210.0,197.0,1.0,0.04964,148.73286
3.0,198.49574,126.0,421.0,167.0,161.0,1.0,0.04964,118.14348
3.1,157.6521,98.0,334.0,133.0,126.0,1.0,0.04964,93.83817
3.2,125.21059,76.0,266.0,106.0,98.0,1.0,0.04964,74.53629
3.3,99.44247,58.0,213.0,84.0,77.0,1.0,0.04964,59.20219
3.4,78.97375,45.0,170.0,67.0,64.0,1.0,0.04964,47.02024
3.5,62.71364,34.0,136.0,53.0,48.0,1.0,0.04964,37.33972
3.6,49.81115,26.0,109.0,42.0,39.0,1.0,0.04964,29.65319
3.7,39.55014,19.0,87.0,34.0,31.0,1.0,0.04964,23.54497
3.8,31.39643,15.0,70.0,27.0,24.0,1.0,0.04964,18.69274
3.9,24.92429,11.0,56.0,21.0,20.0,1.0,0.04964,14.83877
4.0,19.79635,8.0,45.0,17.0,15.0,1.0,0.04964,11.78525
4.1,15.70981,5.0,37.0,13.0,12.0,0.99999,0.04964,9.35222
4.2,12.46237,4.0,30.0,10.0,9.0,0.99978,0.04964,7.41969
4.3,9.89105,3.0,24.0,8.0,7.0,0.99901,0.04964,5.88636
4.4,7.8495,2.0,20.0,7.0,6.0,0.99589,0.04964,4.67354
4.5,6.22764,1.0,17.0,5.0,4.0,0.98814,0.04964,3.70752
4.6,4.93834,0.0,14.0,4.0,3.0,0.97059,0.04964,2.937
4.7,3.91509,0.0,11.0,3.0,2.0,0.94155,0.04964,2.32782
4.8,3.09525,0.0,9.0,2.0,2.0,0.8979,0.04964,1.84119
4.9,2.44246,0.0,8.0,2.0,1.0,0.83883,0.04964,1.4547
5.0,1.92912,0.0,7.0,1.0,1.0,0.76487,0.04964,1.14773
5.1,1.52162,0.0,6.0,1.0,0.0,0.68455,0.04964,0.90603
5.2,1.19967,0.0,5.0,1.0,0.0,0.60267,0.04964,0.71369
5.3,0.94551,0.0,4.0,1.0,0.0,0.52214,0.04964,0.56269
5.4,0.7413,0.0,4.0,0.0,0.0,0.44396,0.04964,0.44142
5.5,0.57913,0.0,3.0,0.0,0.0,0.37205,0.04964,0.34552
5.6,0.45022,0.0,3.0,0.0,0.0,0.30613,0.04964,0.26905
5.7,0.34609,0.0,2.0,0.0,0.0,0.24827,0.04964,0.20797
5.8,0.26522,0.0,2.0,0.0,0.0,0.19917,0.04964,0.15982
5.9,0.20231,0.0,2.0,0.0,0.0,0.1581,0.04963,0.12206
6.0,0.15631,0.0,1.0,0.0,0.0,0.12561,0.04962,0.0939
6.1,0.11542,0.0,1.0,0.0,0.0,0.09598,0.04258,0.06996
6.2,0.07727,0.0,1.0,0.0,0.0,0.06656,0.03298,0.04715
6.3,0.05827,0.0,1.0,0.0,0.0,0.05107,0.0277,0.03557
6.4,0.04432,0.0,1.0,0.0,0.0,0.03888,0.02379,0.02692
6.5,0.0347,0.0,1.0,0.0,0.0,0.03082,0.02033,0.02097
6.6,0.02803,0.0,1.0,0.0,0.0,0.02575,0.01845,0.01751
6.7,0.02283,0.0,0.0,0.0,0.0,0.0211,0.01616,0.01449
6.8,0.01892,0.0,0.0,0.0,0.0,0.01781,0.01456,0.01229
6.9,0.01474,0.0,0.0,0.0,0.0,0.01414,0.01198,0.00979
7.0,0.01177,0.0,0.0,0.0,0.0,0.01146,0.0101,0.0078
7.1,0.00993,0.0,0.0,0.0,0.0,0.00973,0.00894,0.00664
7.2,0.00757,0.0,0.0,0.0,0.0,0.00745,0.00703,0.00504
7.3,0.00517,0.0,0.0,0.0,0.0,0.00511,0.0049,0.00345
7.4,0.00451,0.0,0.0,0.0,0.0,0.00448,0.00439,0.00306
7.5,0.00342,0.0,0.0,0.0,0.0,0.00342,0.00338,0.00234
7.6,0.00187,0.0,0.0,0.0,0.0,0.00187,0.00186,0.00129
7.7,5.9E-4,0.0,0.0,0.0,0.0,5.9E-4,5.9E-4,4.2E-4
7.8,3.5E-4,0.0,0.0,0.0,0.0,3.5E-4,3.5E-4,2.4E-4
7.9,2.1E-4,0.0,0.0,0.0,0.0,2.1E-4,2.1E-4,1.5E-4
8.0,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
