Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004546752,0.0,0.0259,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
0.009093504,0.0,0.0574,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0
0.013640257,0.0,0.085,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0
0.018187009,0.0,0.1127,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
0.022733761,0.0,0.1429,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0
0.027280513,0.0,0.1711,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0
0.031827267,0.0,0.2026,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2.0
0.036374018,0.0,0.2351,0.0,0.0,0.0,55.0,0.0,0.0,0.0,2.0
0.04092077,0.0,0.2665,0.0,0.0,0.0,58.0,0.0,0.0,1.0,2.0
0.045467522,0.0,0.2956,0.0,0.0,0.0,58.0,0.0,0.0,1.0,2.0
0.050014276,0.0,0.3223,0.0,0.0,0.0,60.0,0.0,0.0,1.0,2.0
0.054561026,0.0,0.3522,0.0,0.0,0.0,61.0,0.0,0.0,1.0,2.0
0.05910778,0.0,0.3798,0.0,0.0,0.0,63.0,0.0,0.0,1.0,2.0
0.063654535,0.0,0.413,0.0,0.0,0.0,64.0,0.0,0.0,1.0,3.0
0.06820128,0.0,0.4441,0.0,0.0,0.0,64.0,0.0,0.0,1.0,3.0
0.072748035,0.0,0.4723,0.0,0.0,0.0,64.0,0.0,0.0,1.0,3.0
0.07729479,0.0,0.5041,0.0,0.0,0.0,65.0,0.0,0.0,1.0,3.0
0.08184154,0.0,0.537,0.0,0.0,0.0,65.0,0.0,0.0,1.0,3.0
0.08638829,0.0,0.5695,0.0,0.0,0.0,73.0,0.0,0.0,1.0,3.0
0.090935044,0.0,0.5948,0.0,0.0,0.0,76.0,0.0,0.0,1.0,3.0
0.0954818,0.0,0.6224,0.0,0.0,0.0,78.0,0.0,0.0,1.0,3.0
0.10002855,0.0,0.6518,0.0,0.0,0.0,81.0,0.0,0.0,1.0,3.0
0.104575306,0.0,0.6871,0.0,0.0,0.0,82.0,0.0,0.0,1.0,4.0
0.10912205,0.0,0.7201,0.0,0.0,0.0,85.0,0.0,0.0,1.0,4.0
0.11366881,0.0,0.7473,0.0,0.0,0.0,88.0,0.0,0.0,1.0,4.0
0.11821556,0.0,0.7746,0.0,0.0,0.0,89.0,0.0,0.0,1.0,4.0
0.122762315,0.0,0.8033,0.0,0.0,0.0,92.0,0.0,0.0,1.0,4.0
0.12730907,0.0,0.8335,0.0,0.0,0.0,93.0,0.0,0.0,1.0,4.0
0.13185582,0.0,0.865,0.0,0.0,0.0,96.0,0.0,0.0,2.0,4.0
0.13640256,0.0,0.8928,0.0,0.0,0.0,96.0,0.0,0.0,2.0,4.0
0.14094932,0.0,0.9208,0.0,0.0,0.0,97.0,0.0,0.0,2.0,4.0
0.14549607,0.0,0.9552,0.0,0.0,0.0,98.0,0.0,0.0,2.0,5.0
0.15004283,0.0,0.9891,0.0,0.0,0.0,99.0,0.0,0.0,2.0,5.0
0.15458958,0.0,1.0242,0.0,0.0,0.0,100.0,0.0,0.0,2.0,5.0
0.15913633,0.0,1.0536,0.0,0.0,0.0,100.0,0.0,0.0,2.0,5.0
0.16368309,0.0,1.0851,1.0,0.0,0.0,101.0,0.0,0.0,2.0,5.0
0.16822983,0.0,1.1176,1.0,0.0,0.0,102.0,0.0,0.0,2.0,5.0
0.17277658,0.0,1.154,1.0,0.0,0.0,106.0,0.0,0.0,2.0,5.0
0.17732334,0.0,1.1849,1.0,0.0,0.0,107.0,0.0,0.0,2.0,6.0
0.18187009,0.0,1.2146,1.0,0.0,0.0,108.0,0.0,0.0,2.0,6.0
0.18641685,0.0,1.2427,1.0,0.0,0.0,109.0,0.0,0.0,2.0,6.0
0.1909636,0.0,1.2689,1.0,0.0,0.0,109.0,0.0,0.0,2.0,6.0
0.19551034,0.0,1.3014,1.0,0.0,0.0,109.0,0.0,0.0,2.0,6.0
0.2000571,0.0,1.3351,1.0,0.0,0.0,111.0,0.0,0.0,2.0,6.0
0.20460385,0.0,1.3645,1.0,0.0,0.0,112.0,0.0,0.0,2.0,6.0
0.20915061,0.0,1.3969,1.0,0.0,0.0,112.0,0.0,0.0,2.0,6.0
0.21369736,0.0,1.4342,1.0,0.0,0.0,113.0,0.0,0.0,2.0,6.0
0.2182441,0.0,1.4682,1.0,0.0,0.0,114.0,0.0,0.0,2.0,6.0
0.22279087,0.0,1.4976,1.0,0.0,0.0,114.0,0.0,0.0,2.0,6.0
0.22733761,0.0,1.5218,1.0,0.0,0.0,115.0,0.0,0.0,3.0,7.0
0.23188436,0.0,1.5499,1.0,0.0,0.0,116.0,0.0,0.0,3.0,7.0
0.23643112,0.0,1.5791,1.0,0.0,0.0,118.0,0.0,0.0,3.0,7.0
0.24097787,0.0,1.6114,1.0,0.0,0.0,118.0,0.0,0.0,3.0,7.0
0.24552463,0.0,1.6461,1.0,0.0,0.0,118.0,0.0,0.0,3.0,7.0
0.25007138,0.0,1.675,1.0,0.0,0.0,118.0,0.0,0.0,3.0,7.0
0.25461814,0.0,1.7067,1.0,0.0,0.0,118.0,0.0,0.0,3.0,7.0
0.25916487,0.0,1.7387,1.0,0.0,0.0,118.0,0.0,0.0,3.0,7.0
0.26371163,1.0,1.7766,1.0,0.0,0.0,118.0,0.0,0.0,3.0,7.0
0.2682584,1.0,1.8153,1.0,0.0,0.0,118.0,0.0,0.0,3.0,8.0
0.27280512,1.0,1.851,1.0,0.0,0.0,118.0,0.0,0.0,3.0,8.0
0.2773519,1.0,1.8906,1.0,0.0,0.0,118.0,0.0,0.0,3.0,8.0
0.28189865,1.0,1.9215,1.0,0.0,0.0,119.0,0.0,0.0,3.0,8.0
0.2864454,1.0,1.957,1.0,0.0,0.0,119.0,0.0,0.0,3.0,8.0
0.29099214,1.0,1.9883,1.0,0.0,0.0,119.0,0.0,0.0,3.0,8.0
0.2955389,1.0,2.0197,1.0,1.0,0.0,119.0,0.0,0.0,3.0,8.0
0.30008566,1.0,2.0504,1.0,1.0,0.0,119.0,0.0,0.0,3.0,9.0
0.3046324,1.0,2.0826,1.0,1.0,0.0,119.0,0.0,0.0,3.0,9.0
0.30917916,1.0,2.1136,1.0,1.0,0.0,120.0,0.0,0.0,3.0,9.0
0.31372592,1.0,2.1445,1.0,1.0,0.0,122.0,0.0,0.0,3.0,9.0
0.31827265,1.0,2.1748,1.0,1.0,0.0,122.0,0.0,0.0,3.0,9.0
0.3228194,1.0,2.2146,1.0,1.0,0.0,122.0,0.0,0.0,3.0,9.0
0.32736617,1.0,2.2457,1.0,1.0,0.0,122.0,0.0,0.0,4.0,9.0
0.3319129,1.0,2.2719,1.0,1.0,0.0,122.0,0.0,0.0,4.0,9.0
0.33645967,1.0,2.301,1.0,1.0,0.0,123.0,0.0,0.0,4.0,9.0
0.34100643,1.0,2.3322,2.0,1.0,0.0,123.0,0.0,0.0,4.0,9.0
0.34555316,1.0,2.3659,2.0,1.0,0.0,123.0,0.0,0.0,4.0,9.0
0.35009992,1.0,2.3961,2.0,1.0,0.0,123.0,0.0,0.0,4.0,9.0
0.35464668,1.0,2.4236,2.0,1.0,0.0,123.0,0.0,0.0,4.0,10.0
0.35919344,1.0,2.4512,2.0,1.0,0.0,123.0,0.0,0.0,4.0,10.0
0.36374018,1.0,2.4809,2.0,1.0,0.0,123.0,0.0,0.0,4.0,10.0
0.36828694,1.0,2.5115,2.0,1.0,0.0,123.0,0.0,0.0,4.0,10.0
0.3728337,1.0,2.5436,2.0,1.0,0.0,124.0,0.0,0.0,4.0,10.0
0.37738043,1.0,2.5776,2.0,1.0,0.0,124.0,0.0,0.0,4.0,10.0
0.3819272,1.0,2.6036,2.0,1.0,0.0,125.0,0.0,0.0,4.0,10.0
0.38647395,1.0,2.6337,2.0,1.0,0.0,125.0,0.0,0.0,4.0,10.0
0.3910207,1.0,2.6693,2.0,1.0,0.0,125.0,0.0,0.0,4.0,11.0
0.39556745,1.0,2.7022,2.0,1.0,0.0,125.0,0.0,0.0,4.0,11.0
0.4001142,1.0,2.7352,2.0,1.0,0.0,126.0,0.0,0.0,4.0,11.0
