Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004546752,0.0,0.2462,0.0,0.0,0.0,84.0,0.0,0.0,0.0,2.0
0.009093504,0.0,0.5472,0.0,0.0,0.0,200.0,0.0,0.0,1.0,3.0
0.013640257,1.0,0.8254,0.0,0.0,0.0,292.0,0.0,0.0,1.0,3.0
0.018187009,1.0,1.0987,0.0,0.0,0.0,338.0,0.0,0.0,2.0,4.0
0.022733761,1.0,1.3851,1.0,0.0,0.0,358.0,0.0,0.0,2.0,5.0
0.027280513,1.0,1.6719,1.0,0.0,0.0,375.0,0.0,0.0,3.0,6.0
0.031827267,1.0,1.994,1.0,1.0,0.0,449.0,0.0,0.0,3.0,7.0
0.036374018,1.0,2.3015,1.0,1.0,0.0,508.0,0.0,0.0,3.0,8.0
0.04092077,1.0,2.6039,2.0,1.0,0.0,543.0,0.0,0.0,4.0,9.0
0.045467522,1.0,2.8945,2.0,1.0,0.0,562.0,0.0,0.0,4.0,9.0
0.050014276,2.0,3.1675,2.0,1.0,0.0,578.0,0.0,1.0,4.0,10.0
0.054561026,2.0,3.4855,2.0,2.0,0.0,587.0,0.0,1.0,5.0,11.0
0.05910778,2.0,3.7734,2.0,2.0,0.0,609.0,0.0,1.0,5.0,12.0
0.063654535,2.0,4.1205,3.0,2.0,0.0,624.0,0.0,1.0,5.0,12.0
0.06820128,2.0,4.4487,3.0,2.0,0.0,630.0,0.0,1.0,6.0,13.0
0.072748035,2.0,4.7462,3.0,2.0,0.0,639.0,0.0,1.0,6.0,14.0
0.07729479,2.0,5.0506,3.0,2.0,0.0,654.0,0.0,1.0,6.0,15.0
0.08184154,2.0,5.4052,4.0,2.0,0.0,715.0,0.0,2.0,7.0,15.0
0.08638829,2.0,5.7226,4.0,3.0,0.0,818.0,0.0,2.0,7.0,16.0
0.090935044,2.0,6.0059,4.0,4.0,0.0,876.0,0.0,2.0,7.0,17.0
0.0954818,2.0,6.2929,4.0,3.0,0.0,918.0,0.0,2.0,8.0,18.0
0.10002855,2.0,6.5955,4.0,4.0,0.0,955.0,1.0,2.0,8.0,19.0
0.104575306,2.0,6.9093,5.0,4.0,0.0,974.0,1.0,2.0,8.0,20.0
0.10912205,2.0,7.2218,5.0,4.0,0.0,1008.0,1.0,2.0,9.0,21.0
0.11366881,2.0,7.5193,5.0,4.0,0.0,1052.0,1.0,3.0,9.0,22.0
0.11821556,2.0,7.8142,5.0,4.0,0.0,1076.0,1.0,3.0,9.0,23.0
0.122762315,2.0,8.1246,6.0,5.0,0.0,1090.0,1.0,3.0,10.0,24.0
0.12730907,2.0,8.4086,6.0,5.0,0.0,1102.0,1.0,3.0,10.0,26.0
0.13185582,2.0,8.6946,6.0,5.0,0.0,1120.0,1.0,3.0,10.0,26.0
0.13640256,2.0,8.9789,6.0,6.0,0.0,1129.0,1.0,3.0,11.0,27.0
0.14094932,2.0,9.2774,6.0,6.0,0.0,1146.0,1.0,3.0,11.0,28.0
0.14549607,2.0,9.634,7.0,6.0,0.0,1164.0,2.0,4.0,11.0,30.0
0.15004283,2.0,9.948,7.0,6.0,0.0,1181.0,2.0,4.0,12.0,31.0
