Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004546752,2.0,2.5253,2.0,1.0,0.0,966.0,0.0,0.0,3.0,6.0
0.009093504,2.0,5.5289,4.0,3.0,0.0,2176.0,0.0,2.0,6.0,12.0
0.013640257,3.0,8.267,5.0,5.0,0.0,3057.0,1.0,3.0,9.0,18.0
0.018187009,4.0,10.9453,7.0,7.0,0.0,3415.0,2.0,4.0,12.0,24.0
0.022733761,5.0,13.7702,9.0,8.0,0.0,3666.0,3.0,6.0,14.0,31.0
0.027280513,5.0,16.6935,11.0,9.0,0.0,3822.0,4.0,8.0,17.0,38.0
0.031827267,6.0,19.8965,13.0,12.0,0.0,4565.0,6.0,9.0,20.0,45.0
0.036374018,7.0,22.9837,16.0,14.0,2.0,5162.0,7.0,11.0,23.0,53.0
0.04092077,8.0,25.9545,18.0,17.0,2.0,5504.0,8.0,12.0,25.0,61.0
0.045467522,9.0,28.9172,20.0,17.0,3.0,5746.0,10.0,14.0,28.0,70.0
0.050014276,10.0,31.6203,22.0,20.0,4.0,5927.0,11.0,16.0,31.0,78.0
0.054561026,10.0,34.9103,24.0,21.0,5.0,6070.0,13.0,18.0,34.0,86.0
0.05910778,10.0,37.797,26.0,24.0,6.0,6216.0,14.0,19.0,37.0,94.0
0.063654535,11.0,41.1761,28.0,25.0,7.0,6340.0,16.0,21.0,39.0,102.0
0.06820128,13.0,44.4435,30.0,26.0,7.0,6438.0,17.0,23.0,42.0,111.0
0.072748035,14.0,47.3955,32.0,30.0,8.0,6531.0,19.0,25.0,45.0,122.0
0.07729479,14.0,50.473,34.0,31.0,10.0,6617.0,20.0,27.0,48.0,127.0
0.08184154,15.0,54.0106,37.0,32.0,11.0,6912.0,22.0,28.0,51.0,135.0
0.08638829,16.0,57.2277,39.0,34.0,12.0,7997.0,23.0,30.0,53.0,143.0
0.090935044,16.0,60.0539,41.0,36.0,14.0,8613.0,25.0,32.0,56.0,152.0
0.0954818,16.0,62.873,43.0,41.0,14.0,9017.0,27.0,34.0,59.0,162.0
0.10002855,17.0,65.9462,45.0,44.0,14.0,9363.0,28.0,35.0,62.0,176.0
0.104575306,17.0,69.1465,47.0,43.0,16.0,9632.0,29.0,37.0,65.0,187.0
0.10912205,17.0,72.2444,50.0,45.0,17.0,9876.0,31.0,39.0,68.0,198.0
0.11366881,20.0,75.1909,52.0,48.0,19.0,10236.0,33.0,41.0,71.0,204.0
0.11821556,20.0,78.14,54.0,51.0,20.0,10481.0,35.0,43.0,74.0,213.0
0.122762315,20.0,81.174,56.0,52.0,21.0,10648.0,36.0,45.0,77.0,224.0
0.12730907,22.0,84.0216,58.0,54.0,23.0,10804.0,38.0,47.0,80.0,232.0
0.13185582,22.0,86.8628,61.0,53.0,24.0,10974.0,40.0,49.0,83.0,244.0
0.13640256,22.0,89.6696,63.0,55.0,24.0,11082.0,41.0,51.0,86.0,251.0
0.14094932,23.0,92.6596,65.0,59.0,26.0,11217.0,43.0,52.0,89.0,261.0
0.14549607,23.0,96.2198,67.0,63.0,26.0,11338.0,45.0,54.0,92.0,275.0
0.15004283,26.0,99.3176,70.0,67.0,30.0,11462.0,47.0,56.0,95.0,287.0
0.15458958,27.0,102.4776,72.0,67.0,30.0,11554.0,48.0,58.0,99.0,294.0
0.15913633,28.0,105.5085,74.0,71.0,31.0,11641.0,50.0,60.0,102.0,306.0
0.16368309,29.0,108.8415,76.0,74.0,33.0,11722.0,51.0,62.0,105.0,318.0
0.16822983,30.0,112.0019,79.0,72.0,35.0,11807.0,53.0,64.0,107.0,328.0
0.17277658,30.0,115.6033,81.0,75.0,36.0,11899.0,55.0,66.0,111.0,344.0
0.17732334,31.0,118.9864,83.0,76.0,36.0,11989.0,57.0,68.0,114.0,351.0
0.18187009,33.0,121.9986,85.0,78.0,36.0,12042.0,58.0,70.0,117.0,366.0
0.18641685,34.0,125.051,88.0,78.0,37.0,12099.0,60.0,72.0,120.0,378.0
0.1909636,36.0,128.035,90.0,83.0,37.0,12150.0,62.0,74.0,123.0,385.0
0.19551034,37.0,131.2874,92.0,82.0,41.0,12204.0,64.0,76.0,126.0,394.0
0.2000571,37.0,134.5206,95.0,84.0,43.0,12268.0,66.0,78.0,130.0,399.0
0.20460385,38.0,137.464,97.0,87.0,44.0,12317.0,67.0,80.0,133.0,414.0
