Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob
2.5,2279.4622,1347.0,7053.0,1704.0,1477.0,1.0,0.3058
2.6,1810.4546,1067.0,5607.0,1354.0,1167.0,1.0,0.3058
2.7,1438.0292,841.0,4456.0,1076.0,931.0,1.0,0.3058
2.8,1142.2178,665.0,3533.0,856.0,760.0,1.0,0.3058
2.9,907.3907,525.0,2823.0,680.0,642.0,1.0,0.3058
3.0,720.736,414.0,2242.0,541.0,495.0,1.0,0.3058
3.1,572.4307,326.0,1770.0,430.0,394.0,1.0,0.3058
3.2,454.7384,256.0,1410.0,343.0,300.0,1.0,0.3058
3.3,361.2861,201.0,1119.0,272.0,249.0,1.0,0.3058
3.4,286.9881,157.0,888.0,217.0,195.0,1.0,0.3058
3.5,227.9521,122.0,703.0,173.0,147.0,1.0,0.3058
3.6,181.0662,95.0,560.0,137.0,120.0,1.0,0.3058
3.7,143.7952,73.0,446.0,110.0,93.0,1.0,0.3058
3.8,114.2847,57.0,355.0,87.0,75.0,1.0,0.3058
3.9,90.7704,44.0,283.0,70.0,61.0,1.0,0.3058
4.0,72.16,33.0,225.0,55.0,51.0,1.0,0.3058
4.1,57.3539,25.0,179.0,44.0,38.0,1.0,0.3058
4.2,45.5765,19.0,140.0,35.0,31.0,1.0,0.3058
4.3,36.2015,14.0,112.0,28.0,24.0,1.0,0.3058
4.4,28.7296,10.0,89.0,22.0,20.0,1.0,0.3058
4.5,22.8488,7.0,70.0,18.0,15.0,1.0,0.3058
4.6,18.1436,5.0,58.0,14.0,11.0,1.0,0.3058
4.7,14.3895,4.0,46.0,11.0,9.0,0.9998,0.3058
4.8,11.3898,3.0,36.0,9.0,7.0,0.9985,0.3058
4.9,9.035,2.0,30.0,7.0,5.0,0.9961,0.3058
5.0,7.1544,1.0,24.0,5.0,4.0,0.9882,0.3058
5.1,5.6923,0.0,19.0,4.0,3.0,0.972,0.3058
5.2,4.5157,0.0,16.0,3.0,3.0,0.9459,0.3058
5.3,3.5763,0.0,13.0,3.0,2.0,0.9044,0.3058
5.4,2.8308,0.0,11.0,2.0,1.0,0.8503,0.3058
5.5,2.2474,0.0,9.0,2.0,1.0,0.7871,0.3058
5.6,1.7856,0.0,7.0,1.0,1.0,0.7179,0.3058
5.7,1.416,0.0,6.0,1.0,0.0,0.644,0.3058
5.8,1.1217,0.0,5.0,1.0,0.0,0.5704,0.3056
5.9,0.8701,0.0,4.0,0.0,0.0,0.4943,0.2932
6.0,0.7089,0.0,4.0,0.0,0.0,0.4359,0.2836
6.1,0.5566,0.0,3.0,0.0,0.0,0.3691,0.2514
6.2,0.4473,0.0,3.0,0.0,0.0,0.3173,0.2291
6.3,0.3583,0.0,2.0,0.0,0.0,0.2678,0.2015
6.4,0.2783,0.0,2.0,0.0,0.0,0.22,0.1703
6.5,0.2194,0.0,2.0,0.0,0.0,0.1794,0.1429
6.6,0.1732,0.0,1.0,0.0,0.0,0.1475,0.1218
6.7,0.134,0.0,1.0,0.0,0.0,0.1171,0.0993
6.8,0.1046,0.0,1.0,0.0,0.0,0.0933,0.0817
6.9,0.0828,0.0,1.0,0.0,0.0,0.0759,0.0675
7.0,0.0642,0.0,1.0,0.0,0.0,0.0599,0.0543
7.1,0.0494,0.0,1.0,0.0,0.0,0.0466,0.043
7.2,0.0369,0.0,1.0,0.0,0.0,0.0353,0.034
7.3,0.0282,0.0,1.0,0.0,0.0,0.0273,0.0269
7.4,0.0206,0.0,0.0,0.0,0.0,0.0201,0.0201
7.5,0.014,0.0,0.0,0.0,0.0,0.0137,0.0137
7.6,0.0115,0.0,0.0,0.0,0.0,0.0113,0.0113
7.7,0.0074,0.0,0.0,0.0,0.0,0.0073,0.0073
7.8,0.0053,0.0,0.0,0.0,0.0,0.0053,0.0053
7.9,0.0025,0.0,0.0,0.0,0.0,0.0025,0.0025
8.0,0.0016,0.0,0.0,0.0,0.0,0.0016,0.0016
8.1,6.0E-4,0.0,0.0,0.0,0.0,6.0E-4,6.0E-4
8.2,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
