Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004546752,0.0,4.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.009093504,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.013640257,0.0,0.0014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.018187009,0.0,0.0016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.022733761,0.0,0.0019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.027280513,0.0,0.0023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.031827267,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.036374018,0.0,0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.04092077,0.0,0.0033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.045467522,0.0,0.0035,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.050014276,0.0,0.0037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.054561026,0.0,0.0041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.05910778,0.0,0.0044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.063654535,0.0,0.0047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.06820128,0.0,0.0049,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.072748035,0.0,0.0053,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.07729479,0.0,0.0054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08184154,0.0,0.0059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08638829,0.0,0.0065,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.090935044,0.0,0.0066,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0954818,0.0,0.0068,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.10002855,0.0,0.0072,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.104575306,0.0,0.0077,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.10912205,0.0,0.0081,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.11366881,0.0,0.0083,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.11821556,0.0,0.0085,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.122762315,0.0,0.0087,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.12730907,0.0,0.0089,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.13185582,0.0,0.0089,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.13640256,0.0,0.0089,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.14094932,0.0,0.0091,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.14549607,0.0,0.0097,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.15004283,0.0,0.0098,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.15458958,0.0,0.0101,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.15913633,0.0,0.0103,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.16368309,0.0,0.0108,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.16822983,0.0,0.0112,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.17277658,0.0,0.0117,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.17732334,0.0,0.0121,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.18187009,0.0,0.0122,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.18641685,0.0,0.0126,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.1909636,0.0,0.0127,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.19551034,0.0,0.0129,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.2000571,0.0,0.0132,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.20460385,0.0,0.0133,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.20915061,0.0,0.0138,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.21369736,0.0,0.0142,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.2182441,0.0,0.0144,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.22279087,0.0,0.0147,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.22733761,0.0,0.0148,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.23188436,0.0,0.0149,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.23643112,0.0,0.015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.24097787,0.0,0.0154,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.24552463,0.0,0.0156,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.25007138,0.0,0.0159,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.25461814,0.0,0.0163,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.25916487,0.0,0.0167,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.26371163,0.0,0.0172,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.2682584,0.0,0.0175,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.27280512,0.0,0.0181,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.2773519,0.0,0.0185,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.28189865,0.0,0.0187,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
