Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob
2.5,25116.057,16573.0,51305.0,22346.0,18665.0,1.0,0.9751
2.6,19949.518,13180.0,40696.0,17740.0,15785.0,1.0,0.9751
2.7,15846.771,10462.0,32356.0,14097.0,11783.0,1.0,0.9751
2.8,12588.099,8304.0,25717.0,11199.0,9283.0,1.0,0.9751
2.9,9998.969,6593.0,20387.0,8897.0,7819.0,1.0,0.9751
3.0,7942.6416,5234.0,16219.0,7074.0,6179.0,1.0,0.9751
3.1,6308.4556,4154.0,12870.0,5618.0,4945.0,1.0,0.9751
3.2,5010.853,3298.0,10225.0,4464.0,3995.0,1.0,0.9751
3.3,3980.7654,2608.0,8122.0,3546.0,3256.0,1.0,0.9751
3.4,3161.9292,2068.0,6434.0,2816.0,2478.0,1.0,0.9751
3.5,2511.4795,1640.0,5112.0,2237.0,2080.0,1.0,0.9751
3.6,1995.0485,1298.0,4085.0,1779.0,1512.0,1.0,0.9751
3.7,1584.6111,1028.0,3239.0,1414.0,1188.0,1.0,0.9751
3.8,1258.8383,814.0,2571.0,1124.0,963.0,1.0,0.9751
3.9,999.7034,643.0,2044.0,893.0,753.0,1.0,0.9751
4.0,794.0163,507.0,1616.0,709.0,589.0,1.0,0.9751
4.1,630.5397,401.0,1288.0,564.0,473.0,1.0,0.9751
4.2,500.978,315.0,1024.0,449.0,365.0,1.0,0.9751
4.3,397.8112,247.0,814.0,357.0,314.0,1.0,0.9751
4.4,315.8209,194.0,645.0,284.0,245.0,1.0,0.9751
4.5,250.7968,152.0,511.0,226.0,195.0,1.0,0.9751
4.6,199.2198,119.0,407.0,180.0,165.0,1.0,0.9751
4.7,158.1169,93.0,321.0,143.0,117.0,1.0,0.9751
4.8,125.5115,72.0,256.0,114.0,94.0,1.0,0.9751
4.9,99.6081,56.0,203.0,90.0,78.0,1.0,0.9751
5.0,79.0346,43.0,162.0,72.0,62.0,1.0,0.9751
5.1,62.6447,33.0,128.0,57.0,49.0,1.0,0.9751
5.2,49.6519,25.0,101.0,45.0,39.0,1.0,0.9751
5.3,39.341,19.0,80.0,36.0,31.0,1.0,0.9751
5.4,31.1437,14.0,64.0,29.0,24.0,1.0,0.9751
5.5,24.6441,10.0,51.0,23.0,20.0,1.0,0.9751
5.6,19.4858,8.0,41.0,18.0,17.0,1.0,0.9751
5.7,15.3503,6.0,32.0,14.0,12.0,1.0,0.9751
5.8,12.0881,4.0,25.0,11.0,10.0,1.0,0.975
5.9,9.3596,3.0,20.0,9.0,7.0,0.9989,0.9715
6.0,7.5439,2.0,16.0,7.0,6.0,0.9966,0.9673
6.1,5.899,1.0,13.0,5.0,5.0,0.9915,0.9499
6.2,4.7018,1.0,11.0,4.0,4.0,0.9795,0.9274
6.3,3.7285,0.0,9.0,3.0,3.0,0.9566,0.8975
6.4,2.9199,0.0,7.0,3.0,2.0,0.9231,0.8541
6.5,2.2712,0.0,6.0,2.0,2.0,0.8696,0.7963
6.6,1.7907,0.0,5.0,2.0,1.0,0.8084,0.7387
6.7,1.3765,0.0,4.0,1.0,1.0,0.7235,0.658
6.8,1.0735,0.0,4.0,1.0,0.0,0.6392,0.5831
6.9,0.8356,0.0,3.0,1.0,0.0,0.5525,0.5059
7.0,0.6568,0.0,3.0,0.0,0.0,0.469,0.4349
7.1,0.4987,0.0,2.0,0.0,0.0,0.3852,0.3611
7.2,0.3739,0.0,2.0,0.0,0.0,0.3089,0.2957
7.3,0.2926,0.0,2.0,0.0,0.0,0.2526,0.2456
7.4,0.2145,0.0,1.0,0.0,0.0,0.1922,0.19
7.5,0.1462,0.0,1.0,0.0,0.0,0.1363,0.1354
7.6,0.1098,0.0,1.0,0.0,0.0,0.105,0.1045
7.7,0.0743,0.0,1.0,0.0,0.0,0.0731,0.073
7.8,0.0559,0.0,1.0,0.0,0.0,0.0554,0.0554
7.9,0.0319,0.0,1.0,0.0,0.0,0.0317,0.0317
8.0,0.0162,0.0,0.0,0.0,0.0,0.0162,0.0162
8.1,0.0055,0.0,0.0,0.0,0.0,0.0055,0.0055
8.2,0.0016,0.0,0.0,0.0,0.0,0.0016,0.0016
8.3,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
