Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004546752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009093504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013640257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018187009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022733761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.027280513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031827267,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.036374018,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.04092077,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.045467522,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.050014276,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.054561026,0.0,2.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.05910778,0.0,2.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.063654535,0.0,3.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.06820128,0.0,4.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.072748035,0.0,4.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.07729479,0.0,4.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08184154,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08638829,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.090935044,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0954818,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.10002855,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.104575306,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.10912205,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.11366881,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.11821556,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.122762315,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12730907,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.13185582,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.13640256,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.14094932,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.14549607,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.15004283,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.15458958,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.15913633,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.16368309,0.0,6.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.16822983,0.0,6.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.17277658,0.0,7.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.17732334,0.0,7.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18187009,0.0,7.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18641685,0.0,7.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1909636,0.0,7.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.19551034,0.0,8.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2000571,0.0,8.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.20460385,0.0,8.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.20915061,0.0,8.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.21369736,0.0,8.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2182441,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.22279087,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.22733761,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.23188436,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.23643112,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.24097787,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.24552463,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.25007138,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.25461814,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.25916487,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.26371163,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2682584,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.27280512,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2773519,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.28189865,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2864454,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.29099214,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2955389,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.30008566,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3046324,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.30917916,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.31372592,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.31827265,0.0,0.0011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3228194,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.32736617,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3319129,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.33645967,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.34100643,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.34555316,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.35009992,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.35464668,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.35919344,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.36374018,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.36828694,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3728337,0.0,0.0013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
