Time (years),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004546752,0.0,0.0034,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.009093504,0.0,0.0064,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.013640257,0.0,0.0096,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.018187009,0.0,0.0122,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.022733761,0.0,0.0157,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.027280513,0.0,0.0195,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.031827267,0.0,0.0225,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.036374018,0.0,0.0256,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.04092077,0.0,0.0291,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.045467522,0.0,0.0319,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.050014276,0.0,0.0342,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.054561026,0.0,0.0369,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.05910778,0.0,0.0396,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.063654535,0.0,0.0426,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.06820128,0.0,0.0457,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.072748035,0.0,0.0474,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
0.07729479,0.0,0.05,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
0.08184154,0.0,0.0527,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
0.08638829,0.0,0.0563,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
0.090935044,0.0,0.0586,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.0954818,0.0,0.0616,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.10002855,0.0,0.0638,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.104575306,0.0,0.0681,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.10912205,0.0,0.0714,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
0.11366881,0.0,0.0745,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
0.11821556,0.0,0.0772,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
0.122762315,0.0,0.0793,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
0.12730907,0.0,0.082,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
0.13185582,0.0,0.0844,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
0.13640256,0.0,0.0867,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
0.14094932,0.0,0.0901,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.14549607,0.0,0.0937,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.15004283,0.0,0.0976,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.15458958,0.0,0.1016,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.15913633,0.0,0.104,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.16368309,0.0,0.1063,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.16822983,0.0,0.1102,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.17277658,0.0,0.114,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.17732334,0.0,0.1173,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.18187009,0.0,0.1199,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.18641685,0.0,0.123,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.1909636,0.0,0.1266,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.19551034,0.0,0.1295,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.2000571,0.0,0.1337,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.20460385,0.0,0.1356,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.20915061,0.0,0.1393,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.21369736,0.0,0.1434,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.2182441,0.0,0.1465,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.22279087,0.0,0.1492,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.22733761,0.0,0.1516,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.23188436,0.0,0.1538,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.23643112,0.0,0.156,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.24097787,0.0,0.1594,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
0.24552463,0.0,0.1627,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
0.25007138,0.0,0.1667,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
0.25461814,0.0,0.1696,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
0.25916487,0.0,0.1731,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
0.26371163,0.0,0.1774,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
0.2682584,0.0,0.1823,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
0.27280512,0.0,0.186,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
