Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob
2.5,4.3977,0.0,10.0,3.0,2.0,0.9538,0.0012
2.6,3.5038,0.0,8.0,2.0,2.0,0.9158,0.0012
2.7,2.786,0.0,7.0,2.0,1.0,0.8618,0.0012
2.8,2.2125,0.0,6.0,1.0,1.0,0.7886,0.0012
2.9,1.759,0.0,5.0,1.0,1.0,0.7093,0.0012
3.0,1.3885,0.0,4.0,1.0,0.0,0.6257,0.0012
3.1,1.1062,0.0,4.0,1.0,0.0,0.5455,0.0012
3.2,0.877,0.0,3.0,0.0,0.0,0.4658,0.0012
3.3,0.6972,0.0,3.0,0.0,0.0,0.3925,0.0012
3.4,0.5559,0.0,3.0,0.0,0.0,0.3299,0.0012
3.5,0.4342,0.0,2.0,0.0,0.0,0.2705,0.0012
3.6,0.3467,0.0,2.0,0.0,0.0,0.224,0.0012
3.7,0.2771,0.0,2.0,0.0,0.0,0.1842,0.0012
3.8,0.2171,0.0,1.0,0.0,0.0,0.145,0.0012
3.9,0.1709,0.0,1.0,0.0,0.0,0.1165,0.0012
4.0,0.1354,0.0,1.0,0.0,0.0,0.0942,0.0012
4.1,0.1088,0.0,1.0,0.0,0.0,0.0761,0.0012
4.2,0.085,0.0,1.0,0.0,0.0,0.06,0.0012
4.3,0.0675,0.0,1.0,0.0,0.0,0.048,0.0012
4.4,0.052,0.0,1.0,0.0,0.0,0.038,0.0012
4.5,0.0424,0.0,1.0,0.0,0.0,0.0311,0.0012
4.6,0.0347,0.0,1.0,0.0,0.0,0.0256,0.0012
4.7,0.0285,0.0,0.0,0.0,0.0,0.0217,0.0012
4.8,0.0227,0.0,0.0,0.0,0.0,0.0186,0.0012
4.9,0.0179,0.0,0.0,0.0,0.0,0.0147,0.0012
5.0,0.0144,0.0,0.0,0.0,0.0,0.0118,0.0012
5.1,0.0113,0.0,0.0,0.0,0.0,0.0093,0.0012
5.2,0.0093,0.0,0.0,0.0,0.0,0.0076,0.0012
5.3,0.0075,0.0,0.0,0.0,0.0,0.0063,0.0012
5.4,0.0061,0.0,0.0,0.0,0.0,0.0052,0.0012
5.5,0.0052,0.0,0.0,0.0,0.0,0.0043,0.0012
5.6,0.004,0.0,0.0,0.0,0.0,0.0034,0.0012
5.7,0.0031,0.0,0.0,0.0,0.0,0.0026,0.0012
5.8,0.0028,0.0,0.0,0.0,0.0,0.0023,0.0012
5.9,0.0021,0.0,0.0,0.0,0.0,0.0018,0.0012
6.0,0.002,0.0,0.0,0.0,0.0,0.0017,0.0012
6.1,0.0015,0.0,0.0,0.0,0.0,0.0013,0.0012
6.2,0.0015,0.0,0.0,0.0,0.0,0.0013,0.0012
6.3,0.0014,0.0,0.0,0.0,0.0,0.0012,0.0011
6.4,0.0014,0.0,0.0,0.0,0.0,0.0012,0.0011
6.5,0.0011,0.0,0.0,0.0,0.0,0.001,9.0E-4
6.6,0.001,0.0,0.0,0.0,0.0,9.0E-4,8.0E-4
6.7,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,5.0E-4
6.8,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4
6.9,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,3.0E-4
7.0,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
7.1,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
