Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,500 yr Probability,500 yr Supra-Seis Prob
2.5,1241784.0,1047641.0,1526349.0,1224848.0,1224848.0,1.0,1.0
2.6,986393.5,832875.0,1212564.0,972968.0,972968.0,1.0,1.0
2.7,783470.94,661858.0,963331.0,772939.0,772939.0,1.0,1.0
2.8,622378.5,526370.0,765570.0,614197.0,614197.0,1.0,1.0
2.9,494361.88,418261.0,607896.0,487930.0,487930.0,1.0,1.0
3.0,392643.1,331481.0,482935.0,387798.0,387798.0,1.0,1.0
3.1,311884.72,263405.0,383562.0,307780.0,307780.0,1.0,1.0
3.2,247750.44,209745.0,304654.0,244395.0,244395.0,1.0,1.0
3.3,196753.11,166840.0,242292.0,193918.0,193918.0,1.0,1.0
3.4,156271.38,132728.0,192359.0,153979.0,153979.0,1.0,1.0
3.5,124117.664,105286.0,152953.0,122262.0,122262.0,1.0,1.0
3.6,98559.016,83451.0,121630.0,96953.0,96953.0,1.0,1.0
3.7,78286.56,66344.0,96499.0,77044.0,77044.0,1.0,1.0
3.8,62137.508,52704.0,76682.0,61226.0,61226.0,1.0,1.0
3.9,49344.0,42006.0,60976.0,48570.0,48570.0,1.0,1.0
4.0,39202.832,33357.0,48312.0,38585.0,38585.0,1.0,1.0
4.1,31126.018,26573.0,38212.0,30651.0,30651.0,1.0,1.0
4.2,24710.61,21080.0,30362.0,24334.0,23372.0,1.0,1.0
4.3,19622.78,16705.0,24129.0,19316.0,19316.0,1.0,1.0
4.4,15562.813,13193.0,19225.0,15337.0,15337.0,1.0,1.0
4.5,12359.542,10548.0,15278.0,12178.0,12178.0,1.0,1.0
4.6,9814.237,8297.0,12119.0,9669.0,9669.0,1.0,1.0
4.7,7787.085,6586.0,9593.0,7716.0,7716.0,1.0,1.0
4.8,6171.5425,5182.0,7648.0,6115.0,5981.0,1.0,1.0
4.9,4888.627,4148.0,6049.0,4828.0,4770.0,1.0,1.0
5.0,3868.678,3294.0,4774.0,3810.0,3664.0,1.0,1.0
5.1,3063.9492,2650.0,3769.0,3032.0,3098.0,1.0,1.0
5.2,2422.8135,2132.0,2939.0,2405.0,2429.0,1.0,1.0
5.3,1910.0677,1681.0,2315.0,1898.0,1914.0,1.0,1.0
5.4,1505.5084,1324.0,1833.0,1508.0,1472.0,1.0,1.0
5.5,1182.2881,1034.0,1413.0,1187.0,1197.0,1.0,1.0
5.6,924.05084,804.0,1118.0,919.0,903.0,1.0,1.0
5.7,720.4237,628.0,861.0,720.0,731.0,1.0,1.0
5.8,559.88135,488.0,659.0,556.0,538.0,1.0,1.0
5.9,425.27118,369.0,512.0,425.0,429.0,1.0,1.0
6.0,337.15256,286.0,390.0,335.0,324.0,1.0,1.0
6.1,258.10168,214.0,303.0,254.0,252.0,1.0,1.0
6.2,204.18645,160.0,243.0,206.0,212.0,1.0,1.0
6.3,161.18645,134.0,199.0,161.0,153.0,1.0,1.0
6.4,126.932205,102.0,152.0,126.0,124.0,1.0,1.0
6.5,97.94915,73.0,116.0,97.0,96.0,1.0,1.0
6.6,75.86441,53.0,92.0,76.0,78.0,1.0,1.0
6.7,58.542374,43.0,72.0,60.0,66.0,1.0,1.0
6.8,47.22034,36.0,60.0,47.0,51.0,1.0,1.0
6.9,36.61017,28.0,48.0,37.0,34.0,1.0,1.0
7.0,28.864407,21.0,38.0,29.0,25.0,1.0,1.0
7.1,21.847458,15.0,28.0,22.0,20.0,1.0,1.0
7.2,16.084745,12.0,22.0,15.0,15.0,1.0,1.0
7.3,12.762712,8.0,18.0,12.0,12.0,1.0,1.0
7.4,9.881356,6.0,13.0,10.0,9.0,1.0,1.0
7.5,7.0338984,4.0,11.0,7.0,8.0,1.0,1.0
7.6,5.355932,3.0,8.0,5.0,5.0,1.0,1.0
7.7,3.7627118,2.0,6.0,4.0,3.0,1.0,1.0
7.8,2.7118645,1.0,5.0,3.0,3.0,1.0,1.0
7.9,1.5254238,0.0,3.0,2.0,2.0,0.89830506,0.89830506
8.0,0.7627119,0.0,2.0,1.0,1.0,0.62711865,0.62711865
8.1,0.42372882,0.0,2.0,0.0,0.0,0.3898305,0.3898305
8.2,0.20338982,0.0,1.0,0.0,0.0,0.18644068,0.18644068
8.3,0.033898305,0.0,1.0,0.0,0.0,0.033898305,0.033898305
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
