Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,30 yr Probability,30 yr Supra-Seis Prob
5.0,243.734,153.0,498.0,221.0,203.0,1.0,1.0
5.1,193.32,120.0,386.0,177.0,157.0,1.0,1.0
5.2,152.964,95.0,300.0,139.0,124.0,1.0,1.0
5.3,120.632,74.0,231.0,111.0,103.0,1.0,1.0
5.4,95.135,58.0,184.0,87.0,85.0,1.0,1.0
5.5,75.173,44.0,143.0,69.0,58.0,1.0,1.0
5.6,59.035,34.0,115.0,54.0,50.0,1.0,1.0
5.7,46.319,26.0,90.0,43.0,42.0,1.0,1.0
5.8,36.212,19.0,69.0,34.0,30.0,1.0,1.0
5.9,27.941,14.0,49.0,26.0,24.0,1.0,1.0
6.0,22.362,11.0,40.0,21.0,19.0,1.0,1.0
6.1,17.506,8.0,32.0,17.0,16.0,1.0,0.999
6.2,13.925,6.0,26.0,13.0,14.0,1.0,0.999
6.3,10.98,4.0,21.0,10.0,10.0,0.999,0.998
6.4,8.542,3.0,16.0,8.0,8.0,0.999,0.995
6.5,6.642,2.0,13.0,6.0,7.0,0.998,0.987
6.6,5.231,1.0,10.0,5.0,5.0,0.99,0.974
6.7,4.01,1.0,8.0,4.0,4.0,0.976,0.953
6.8,3.119,0.0,7.0,3.0,2.0,0.948,0.923
6.9,2.375,0.0,6.0,2.0,2.0,0.896,0.867
7.0,1.845,0.0,5.0,2.0,1.0,0.83,0.805
7.1,1.392,0.0,4.0,1.0,1.0,0.745,0.72
7.2,1.051,0.0,3.0,1.0,1.0,0.658,0.637
7.3,0.818,0.0,3.0,1.0,0.0,0.568,0.556
7.4,0.595,0.0,2.0,0.0,0.0,0.446,0.438
7.5,0.382,0.0,2.0,0.0,0.0,0.317,0.314
7.6,0.275,0.0,2.0,0.0,0.0,0.24,0.24
7.7,0.196,0.0,1.0,0.0,0.0,0.182,0.181
7.8,0.143,0.0,1.0,0.0,0.0,0.141,0.14
7.9,0.086,0.0,1.0,0.0,0.0,0.085,0.085
8.0,0.044,0.0,1.0,0.0,0.0,0.044,0.044
8.1,0.015,0.0,0.0,0.0,0.0,0.015,0.015
8.2,0.003,0.0,0.0,0.0,0.0,0.003,0.003
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
