Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,4527.7964,2136.0,16017.0,3385.0,3385.0,1.0,0.44067797,1842.2881
2.6,3597.8982,1695.0,12704.0,2705.0,3090.0,1.0,0.44067797,1461.7288
2.7,2858.0847,1339.0,10103.0,2145.0,2145.0,1.0,0.44067797,1161.7627
2.8,2271.0847,1060.0,8028.0,1719.0,1427.0,1.0,0.44067797,920.4068
2.9,1802.3729,833.0,6359.0,1369.0,1369.0,1.0,0.44067797,729.5763
3.0,1432.0339,672.0,5073.0,1095.0,1192.0,1.0,0.44067797,579.7458
3.1,1140.1017,523.0,4053.0,872.0,690.0,1.0,0.44067797,460.05084
3.2,906.4068,426.0,3213.0,696.0,765.0,1.0,0.44067797,365.59323
3.3,718.28815,354.0,2597.0,546.0,416.0,1.0,0.44067797,288.9322
3.4,568.9153,271.0,2072.0,434.0,406.0,1.0,0.44067797,228.49153
3.5,451.72882,210.0,1620.0,344.0,261.0,1.0,0.44067797,182.01695
3.6,359.35593,154.0,1299.0,280.0,280.0,1.0,0.44067797,145.45763
3.7,284.72882,122.0,1028.0,219.0,247.0,1.0,0.44067797,115.745766
3.8,225.77966,94.0,818.0,175.0,155.0,1.0,0.44067797,91.40678
3.9,178.94916,76.0,651.0,135.0,118.0,1.0,0.44067797,72.52542
4.0,142.0339,58.0,533.0,109.0,89.0,1.0,0.44067797,57.559322
4.1,112.9661,47.0,418.0,87.0,93.0,1.0,0.44067797,45.864407
4.2,90.38983,36.0,339.0,68.0,54.0,1.0,0.44067797,36.677967
4.3,71.932205,31.0,270.0,55.0,47.0,1.0,0.44067797,29.237288
4.4,56.627117,24.0,219.0,42.0,35.0,1.0,0.44067797,23.118645
4.5,44.64407,18.0,168.0,34.0,28.0,1.0,0.44067797,18.423729
4.6,35.81356,14.0,134.0,27.0,27.0,1.0,0.44067797,14.644068
4.7,28.135593,10.0,105.0,22.0,21.0,1.0,0.44067797,11.661017
4.8,22.186441,9.0,80.0,17.0,9.0,1.0,0.44067797,9.169492
4.9,17.271187,6.0,64.0,14.0,11.0,1.0,0.44067797,7.084746
5.0,13.525424,4.0,47.0,10.0,7.0,1.0,0.44067797,5.4745765
5.1,10.81356,2.0,36.0,8.0,7.0,1.0,0.44067797,4.2881355
5.2,8.542373,1.0,32.0,7.0,10.0,1.0,0.44067797,3.4067798
5.3,6.915254,1.0,27.0,6.0,6.0,0.9830508,0.44067797,2.6949153
5.4,5.254237,0.0,21.0,4.0,3.0,0.9661017,0.44067797,2.0
5.5,3.9830508,0.0,18.0,3.0,2.0,0.9322034,0.44067797,1.4915254
5.6,3.1525424,0.0,14.0,2.0,3.0,0.88135594,0.44067797,1.220339
5.7,2.338983,0.0,10.0,2.0,1.0,0.8135593,0.44067797,0.9491525
5.8,1.661017,0.0,5.0,1.0,1.0,0.7627119,0.44067797,0.7627119
5.9,1.2033899,0.0,4.0,1.0,1.0,0.69491524,0.40677965,0.4915254
6.0,0.9830508,0.0,4.0,1.0,1.0,0.62711865,0.3898305,0.45762712
6.1,0.69491524,0.0,3.0,0.0,0.0,0.47457626,0.2881356,0.33898306
6.2,0.5762712,0.0,3.0,0.0,0.0,0.44067797,0.2881356,0.2881356
6.3,0.44067797,0.0,3.0,0.0,0.0,0.3220339,0.23728813,0.23728813
6.4,0.37288135,0.0,3.0,0.0,0.0,0.2881356,0.22033899,0.22033899
6.5,0.2881356,0.0,3.0,0.0,0.0,0.20338982,0.15254237,0.13559322
6.6,0.23728813,0.0,2.0,0.0,0.0,0.18644068,0.13559322,0.118644066
6.7,0.16949153,0.0,2.0,0.0,0.0,0.13559322,0.118644066,0.10169491
6.8,0.15254237,0.0,1.0,0.0,0.0,0.13559322,0.118644066,0.10169491
6.9,0.13559322,0.0,1.0,0.0,0.0,0.118644066,0.118644066,0.084745765
7.0,0.10169491,0.0,1.0,0.0,0.0,0.10169491,0.10169491,0.084745765
7.1,0.084745765,0.0,1.0,0.0,0.0,0.084745765,0.084745765,0.06779661
7.2,0.084745765,0.0,1.0,0.0,0.0,0.084745765,0.084745765,0.06779661
7.3,0.084745765,0.0,1.0,0.0,0.0,0.084745765,0.084745765,0.06779661
7.4,0.06779661,0.0,1.0,0.0,0.0,0.06779661,0.06779661,0.050847456
7.5,0.050847456,0.0,1.0,0.0,0.0,0.050847456,0.050847456,0.033898305
7.6,0.033898305,0.0,1.0,0.0,0.0,0.033898305,0.033898305,0.016949153
7.7,0.016949153,0.0,0.0,0.0,0.0,0.016949153,0.016949153,0.016949153
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
