Subsection Index,Subsection Name,Total Mean Annual Rate,Total 500 Year Prob,Triggered Mean Annual Rate,Triggered 500 Year Prob,Triggered Primary Mean Annual Rate,Long-Term Fault System Solution Rate
690,"Great Valley 03 Mysterious Ridge, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
691,"Great Valley 03 Mysterious Ridge, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
692,"Great Valley 03 Mysterious Ridge, Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
693,"Great Valley 03 Mysterious Ridge, Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
694,"Great Valley 03 Mysterious Ridge, Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
695,"Great Valley 03 Mysterious Ridge, Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
696,"Great Valley 03a Dunnigan Hills, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
697,"Great Valley 03a Dunnigan Hills, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
698,"Great Valley 03a Dunnigan Hills, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
699,"Great Valley 03a Dunnigan Hills, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
700,"Great Valley 03a Dunnigan Hills, Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
701,"Great Valley 03a Dunnigan Hills, Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
702,"Great Valley 03a Dunnigan Hills, Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
703,"Great Valley 04a Trout Creek, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
704,"Great Valley 04a Trout Creek, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
705,"Great Valley 04a Trout Creek, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
706,"Great Valley 04b Gordon Valley, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
707,"Great Valley 04b Gordon Valley, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
708,"Great Valley 04b Gordon Valley, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
709,"Great Valley 04b Gordon Valley, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
710,"Great Valley 05 Pittsburg - Kirby Hills alt1, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
711,"Great Valley 05 Pittsburg - Kirby Hills alt1, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
712,"Great Valley 05 Pittsburg - Kirby Hills alt1, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
713,"Great Valley 05 Pittsburg - Kirby Hills alt1, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
714,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
715,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
716,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
717,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
718,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
719,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
720,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
721,"Great Valley 06 (Midland) 2011 CFM alt1, Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
722,"Great Valley 07 (Orestimba), Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
723,"Great Valley 07 (Orestimba), Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
724,"Great Valley 07 (Orestimba), Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
725,"Great Valley 07 (Orestimba), Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
726,"Great Valley 07 (Orestimba), Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
727,"Great Valley 07 (Orestimba), Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
728,"Great Valley 07 (Orestimba), Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
729,"Great Valley 07 (Orestimba), Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
730,"Great Valley 07 (Orestimba), Subsection 8",0.0,0.0,0.0,0.0,0.0,0.0
731,"Great Valley 07 (Orestimba), Subsection 9",0.0,0.0,0.0,0.0,0.0,0.0
732,"Great Valley 07 (Orestimba), Subsection 10",0.0,0.0,0.0,0.0,0.0,0.0
733,"Great Valley 07 (Orestimba), Subsection 11",0.0,0.0,0.0,0.0,0.0,0.0
734,"Great Valley 07 (Orestimba), Subsection 12",0.0,0.0,0.0,0.0,0.0,0.0
735,"Great Valley 07 (Orestimba), Subsection 13",0.0,0.0,0.0,0.0,0.0,0.0
736,"Great Valley 07 (Orestimba), Subsection 14",0.0,0.0,0.0,0.0,0.0,0.0
737,"Great Valley 07 (Orestimba), Subsection 15",0.0,0.0,0.0,0.0,0.0,0.0
738,"Great Valley 07 (Orestimba), Subsection 16",0.0,0.0,0.0,0.0,0.0,0.0
739,"Great Valley 07 (Orestimba), Subsection 17",0.0,0.0,0.0,0.0,0.0,0.0
740,"Great Valley 08 (Quinto), Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
741,"Great Valley 08 (Quinto), Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
742,"Great Valley 08 (Quinto), Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
743,"Great Valley 09 (Laguna Seca), Subsection 0",2.0E-6,0.001,0.0,0.0,0.0,1.007781E-5
744,"Great Valley 09 (Laguna Seca), Subsection 1",4.0E-6,0.002,0.0,0.0,0.0,1.6530508E-5
745,"Great Valley 09 (Laguna Seca), Subsection 2",4.0E-6,0.002,0.0,0.0,0.0,2.1763308E-5
746,"Great Valley 09 (Laguna Seca), Subsection 3",4.0E-6,0.002,0.0,0.0,0.0,2.7419394E-5
747,"Great Valley 09 (Laguna Seca), Subsection 4",4.0E-6,0.002,0.0,0.0,0.0,3.3044646E-5
748,"Great Valley 09 (Laguna Seca), Subsection 5",4.0E-6,0.002,0.0,0.0,0.0,3.8889073E-5
749,"Great Valley 09 (Laguna Seca), Subsection 6",6.0E-6,0.003,0.0,0.0,0.0,4.543847E-5
750,"Great Valley 09 (Laguna Seca), Subsection 7",8.0E-6,0.004,0.0,0.0,0.0,5.1829833E-5
751,"Great Valley 09 (Laguna Seca), Subsection 8",8.0E-6,0.004,0.0,0.0,0.0,5.717539E-5
752,"Great Valley 09 (Laguna Seca), Subsection 9",8.0E-6,0.004,0.0,0.0,0.0,6.190112E-5
753,"Great Valley 09 (Laguna Seca), Subsection 10",1.0E-5,0.005,0.0,0.0,0.0,6.646566E-5
754,"Great Valley 09 (Laguna Seca), Subsection 11",1.2E-5,0.006,0.0,0.0,0.0,7.203176E-5
755,"Great Valley 09 (Laguna Seca), Subsection 12",1.2E-5,0.006,0.0,0.0,0.0,7.203176E-5
756,"Great Valley 10 (Panoche), Subsection 0",1.2E-5,0.006,0.0,0.0,0.0,7.510839E-5
757,"Great Valley 10 (Panoche), Subsection 1",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
758,"Great Valley 10 (Panoche), Subsection 2",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
759,"Great Valley 10 (Panoche), Subsection 3",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
760,"Great Valley 10 (Panoche), Subsection 4",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
761,"Great Valley 11, Subsection 0",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
762,"Great Valley 11, Subsection 1",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
763,"Great Valley 11, Subsection 2",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
764,"Great Valley 11, Subsection 3",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
765,"Great Valley 11, Subsection 4",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
766,"Great Valley 12, Subsection 0",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
767,"Great Valley 12, Subsection 1",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
768,"Great Valley 12, Subsection 2",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
769,"Great Valley 12, Subsection 3",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
770,"Great Valley 13 (Coalinga), Subsection 0",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
771,"Great Valley 13 (Coalinga), Subsection 1",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
772,"Great Valley 13 (Coalinga), Subsection 2",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
773,"Great Valley 14 (Kettleman Hills), Subsection 0",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
774,"Great Valley 14 (Kettleman Hills), Subsection 1",1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
775,"Green Valley 2011 CFM, Subsection 0",1.44E-4,0.072,0.0,0.0,0.0,2.9735503E-4
776,"Green Valley 2011 CFM, Subsection 1",1.44E-4,0.072,0.0,0.0,0.0,2.9735503E-4
777,"Green Valley 2011 CFM, Subsection 2",1.36E-4,0.068,0.0,0.0,0.0,2.773979E-4
778,"Green Valley 2011 CFM, Subsection 3",1.26E-4,0.063,0.0,0.0,0.0,2.6673073E-4
779,"Green Valley 2011 CFM, Subsection 4",1.24E-4,0.062,0.0,0.0,0.0,2.5086288E-4
780,"Green Valley 2011 CFM, Subsection 5",1.12E-4,0.056,0.0,0.0,0.0,2.186126E-4
781,"Green Valley 2011 CFM, Subsection 6",8.8E-5,0.044,0.0,0.0,0.0,1.6773024E-4
782,"Greenville (No) 2011 CFM, Subsection 0",4.6E-5,0.022,0.0,0.0,0.0,6.050394E-5
783,"Greenville (No) 2011 CFM, Subsection 1",4.8E-5,0.023,0.0,0.0,0.0,6.456271E-5
784,"Greenville (No) 2011 CFM, Subsection 2",5.0E-5,0.024,0.0,0.0,0.0,7.052513E-5
785,"Greenville (No) 2011 CFM, Subsection 3",5.0E-5,0.024,0.0,0.0,0.0,7.440383E-5
786,"Greenville (No) 2011 CFM, Subsection 4",5.6E-5,0.027,0.0,0.0,0.0,7.994821E-5
787,"Greenville (No) 2011 CFM, Subsection 5",5.6E-5,0.027,0.0,0.0,0.0,8.746919E-5
788,"Greenville (No) 2011 CFM, Subsection 6",5.2E-5,0.026,0.0,0.0,0.0,8.022362E-5
789,"Greenville (So) 2011 CFM, Subsection 0",1.6E-5,0.008,0.0,0.0,0.0,2.6153244E-5
790,"Greenville (So) 2011 CFM, Subsection 1",2.0E-5,0.01,0.0,0.0,0.0,3.3949673E-5
791,"Greenville (So) 2011 CFM, Subsection 2",2.6E-5,0.013,0.0,0.0,0.0,4.1628275E-5
792,"Greenville (So) 2011 CFM, Subsection 3",3.0E-5,0.015,0.0,0.0,0.0,4.782874E-5
793,"Greenville (So) 2011 CFM, Subsection 4",3.4E-5,0.017,0.0,0.0,0.0,5.4072374E-5
794,"Greenville (So) 2011 CFM, Subsection 5",3.4E-5,0.017,0.0,0.0,0.0,5.4072374E-5
795,"Hartley Springs 2011 CFM, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
796,"Hartley Springs 2011 CFM, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
797,"Hartley Springs 2011 CFM, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
798,"Hat Creek-McArthur-Mayfield, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
799,"Hat Creek-McArthur-Mayfield, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
800,"Hat Creek-McArthur-Mayfield, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
801,"Hat Creek-McArthur-Mayfield, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
802,"Hat Creek-McArthur-Mayfield, Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
803,"Hat Creek-McArthur-Mayfield, Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
804,"Hat Creek-McArthur-Mayfield, Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
805,"Hat Creek-McArthur-Mayfield, Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
806,"Hat Creek-McArthur-Mayfield, Subsection 8",0.0,0.0,0.0,0.0,0.0,0.0
807,"Hat Creek-McArthur-Mayfield, Subsection 9",0.0,0.0,0.0,0.0,0.0,0.0
808,"Hat Creek-McArthur-Mayfield, Subsection 10",0.0,0.0,0.0,0.0,0.0,0.0
809,"Hat Creek-McArthur-Mayfield, Subsection 11",0.0,0.0,0.0,0.0,0.0,0.0
810,"Hat Creek-McArthur-Mayfield, Subsection 12",0.0,0.0,0.0,0.0,0.0,0.0
811,"Hat Creek-McArthur-Mayfield, Subsection 13",0.0,0.0,0.0,0.0,0.0,0.0
812,"Hat Creek-McArthur-Mayfield, Subsection 14",0.0,0.0,0.0,0.0,0.0,0.0
813,"Hat Creek-McArthur-Mayfield, Subsection 15",0.0,0.0,0.0,0.0,0.0,0.0
814,"Hat Creek-McArthur-Mayfield, Subsection 16",0.0,0.0,0.0,0.0,0.0,0.0
815,"Hat Creek-McArthur-Mayfield, Subsection 17",0.0,0.0,0.0,0.0,0.0,0.0
816,"Hat Creek-McArthur-Mayfield, Subsection 18",0.0,0.0,0.0,0.0,0.0,0.0
817,"Hat Creek-McArthur-Mayfield, Subsection 19",0.0,0.0,0.0,0.0,0.0,0.0
818,"Hayward (No) 2011 CFM, Subsection 0",5.0E-4,0.239,1.2E-5,0.006,4.0E-6,6.5389695E-4
819,"Hayward (No) 2011 CFM, Subsection 1",5.0E-4,0.239,1.2E-5,0.006,4.0E-6,6.546716E-4
820,"Hayward (No) 2011 CFM, Subsection 2",5.0E-4,0.239,1.2E-5,0.006,4.0E-6,6.5378763E-4
821,"Hayward (No) 2011 CFM, Subsection 3",4.96E-4,0.237,1.2E-5,0.006,4.0E-6,6.531502E-4
822,"Hayward (No) 2011 CFM, Subsection 4",4.94E-4,0.236,1.2E-5,0.006,4.0E-6,6.520811E-4
823,"Hayward (No) 2011 CFM, Subsection 5",4.94E-4,0.236,1.2E-5,0.006,4.0E-6,6.511956E-4
824,"Hayward (No) 2011 CFM, Subsection 6",4.92E-4,0.235,1.2E-5,0.006,4.0E-6,6.505639E-4
825,"Hayward (No) 2011 CFM, Subsection 7",4.9E-4,0.234,1.2E-5,0.006,4.0E-6,6.50447E-4
826,"Hayward (No) 2011 CFM, Subsection 8",4.88E-4,0.233,1.0E-5,0.005,2.0E-6,6.4998126E-4
827,"Hayward (No) 2011 CFM, Subsection 9",4.86E-4,0.233,1.0E-5,0.005,2.0E-6,6.487785E-4
828,"Hayward (So) 2011 CFM, Subsection 0",5.0E-4,0.24,1.2E-5,0.006,4.0E-6,6.517083E-4
829,"Hayward (So) 2011 CFM, Subsection 1",5.0E-4,0.24,1.2E-5,0.006,4.0E-6,6.521732E-4
830,"Hayward (So) 2011 CFM, Subsection 2",5.04E-4,0.241,1.2E-5,0.006,4.0E-6,6.5698003E-4
831,"Hayward (So) 2011 CFM, Subsection 3",5.04E-4,0.241,1.2E-5,0.006,4.0E-6,6.557397E-4
832,"Hayward (So) 2011 CFM, Subsection 4",5.06E-4,0.242,1.2E-5,0.006,4.0E-6,6.609811E-4
833,"Hayward (So) 2011 CFM, Subsection 5",5.06E-4,0.242,1.2E-5,0.006,4.0E-6,6.5936986E-4
834,"Hayward (So) 2011 CFM, Subsection 6",5.04E-4,0.241,1.2E-5,0.006,4.0E-6,6.576449E-4
835,"Hayward (So) 2011 CFM, Subsection 7",5.02E-4,0.24,1.2E-5,0.006,4.0E-6,6.55394E-4
836,"Hayward (So) extension 2011 CFM, Subsection 0",3.2E-5,0.016,0.0,0.0,0.0,4.7189907E-5
837,"Hayward (So) extension 2011 CFM, Subsection 1",5.6E-5,0.028,4.0E-6,0.002,2.0E-6,6.9847396E-5
838,"Hayward (So) extension 2011 CFM, Subsection 2",6.6E-5,0.033,4.0E-6,0.002,2.0E-6,8.502283E-5
839,"Hayward (So) extension 2011 CFM, Subsection 3",7.4E-5,0.037,4.0E-6,0.002,2.0E-6,9.540493E-5
840,"Hayward (So) extension 2011 CFM, Subsection 4",7.8E-5,0.039,4.0E-6,0.002,2.0E-6,1.05490384E-4
841,"Hayward (So) extension 2011 CFM, Subsection 5",9.4E-5,0.047,4.0E-6,0.002,2.0E-6,1.1546082E-4
842,"Hayward (So) extension 2011 CFM, Subsection 6",9.4E-5,0.047,4.0E-6,0.002,2.0E-6,1.1546082E-4
843,"Hector Mine, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
844,"Hector Mine, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
845,"Hector Mine, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
846,"Hector Mine, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
847,"Helendale-So Lockhart, Subsection 0",0.0,0.0,0.0,0.0,0.0,2.971169E-6
848,"Helendale-So Lockhart, Subsection 1",0.0,0.0,0.0,0.0,0.0,2.971169E-6
849,"Helendale-So Lockhart, Subsection 2",0.0,0.0,0.0,0.0,0.0,2.971169E-6
850,"Helendale-So Lockhart, Subsection 3",0.0,0.0,0.0,0.0,0.0,2.971169E-6
851,"Helendale-So Lockhart, Subsection 4",0.0,0.0,0.0,0.0,0.0,2.971169E-6
852,"Helendale-So Lockhart, Subsection 5",0.0,0.0,0.0,0.0,0.0,2.971169E-6
853,"Helendale-So Lockhart, Subsection 6",0.0,0.0,0.0,0.0,0.0,2.971169E-6
854,"Helendale-So Lockhart, Subsection 7",0.0,0.0,0.0,0.0,0.0,2.971169E-6
855,"Helendale-So Lockhart, Subsection 8",0.0,0.0,0.0,0.0,0.0,2.971169E-6
856,"Helendale-So Lockhart, Subsection 9",0.0,0.0,0.0,0.0,0.0,2.971169E-6
857,"Helendale-So Lockhart, Subsection 10",0.0,0.0,0.0,0.0,0.0,2.971169E-6
858,"Helendale-So Lockhart, Subsection 11",0.0,0.0,0.0,0.0,0.0,2.971169E-6
859,"Helendale-So Lockhart, Subsection 12",0.0,0.0,0.0,0.0,0.0,2.971169E-6
860,"Helendale-So Lockhart, Subsection 13",0.0,0.0,0.0,0.0,0.0,2.971169E-6
861,"Helendale-So Lockhart, Subsection 14",0.0,0.0,0.0,0.0,0.0,2.971169E-6
862,"Helendale-So Lockhart, Subsection 15",0.0,0.0,0.0,0.0,0.0,2.971169E-6
863,"Helendale-So Lockhart, Subsection 16",0.0,0.0,0.0,0.0,0.0,2.971169E-6
864,"Helendale-So Lockhart, Subsection 17",0.0,0.0,0.0,0.0,0.0,2.971169E-6
865,"Hilton Creek 2011 CFM, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
866,"Hilton Creek 2011 CFM, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
867,"Hilton Creek 2011 CFM, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
868,"Hilton Creek 2011 CFM, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
869,"Hollywood, Subsection 0",6.6E-5,0.032,0.0,0.0,0.0,8.770454E-5
870,"Hollywood, Subsection 1",7.2E-5,0.035,0.0,0.0,0.0,1.0397658E-4
871,"Hollywood, Subsection 2",7.0E-5,0.034,0.0,0.0,0.0,9.537045E-5
872,"Holser alt 1, Subsection 0",3.6E-5,0.018,2.0E-6,0.001,0.0,1.2698815E-4
873,"Holser alt 1, Subsection 1",3.0E-5,0.015,2.0E-6,0.001,0.0,9.334415E-5
874,"Holser alt 1, Subsection 2",2.4E-5,0.012,2.0E-6,0.001,0.0,6.847E-5
875,"Homestead Valley 2011, Subsection 0",0.0,0.0,0.0,0.0,0.0,8.432401E-6
876,"Homestead Valley 2011, Subsection 1",0.0,0.0,0.0,0.0,0.0,1.1068575E-5
877,"Homestead Valley 2011, Subsection 2",0.0,0.0,0.0,0.0,0.0,1.1068575E-5
878,"Homestead Valley 2011, Subsection 3",0.0,0.0,0.0,0.0,0.0,2.8995184E-5
879,"Homestead Valley 2011, Subsection 4",0.0,0.0,0.0,0.0,0.0,2.8995184E-5
880,"Homestead Valley 2011, Subsection 5",0.0,0.0,0.0,0.0,0.0,2.8995184E-5
881,"Honey Lake 2011 CFM, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
882,"Honey Lake 2011 CFM, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
883,"Honey Lake 2011 CFM, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
884,"Honey Lake 2011 CFM, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
885,"Honey Lake 2011 CFM, Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
886,"Honey Lake 2011 CFM, Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
887,"Honey Lake 2011 CFM, Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
888,"Honey Lake 2011 CFM, Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
889,"Honey Lake 2011 CFM, Subsection 8",0.0,0.0,0.0,0.0,0.0,0.0
890,"Honey Lake 2011 CFM, Subsection 9",0.0,0.0,0.0,0.0,0.0,0.0
891,"Honey Lake 2011 CFM, Subsection 10",0.0,0.0,0.0,0.0,0.0,0.0
892,"Honey Lake 2011 CFM, Subsection 11",0.0,0.0,0.0,0.0,0.0,0.0
893,"Honey Lake 2011 CFM, Subsection 12",0.0,0.0,0.0,0.0,0.0,0.0
894,"Honey Lake 2011 CFM, Subsection 13",0.0,0.0,0.0,0.0,0.0,0.0
895,"Honey Lake 2011 CFM, Subsection 14",0.0,0.0,0.0,0.0,0.0,0.0
896,"Hosgri, Subsection 0",4.2E-5,0.021,0.0,0.0,0.0,7.8276695E-5
897,"Hosgri, Subsection 1",6.2E-5,0.031,2.0E-6,0.001,2.0E-6,1.2142853E-4
898,"Hosgri, Subsection 2",6.2E-5,0.031,2.0E-6,0.001,2.0E-6,1.2610534E-4
899,"Hosgri, Subsection 3",6.0E-5,0.03,2.0E-6,0.001,2.0E-6,1.30259E-4
900,"Hosgri, Subsection 4",6.2E-5,0.031,2.0E-6,0.001,2.0E-6,1.3385489E-4
901,"Hosgri, Subsection 5",6.2E-5,0.031,2.0E-6,0.001,2.0E-6,1.3635705E-4
902,"Hosgri, Subsection 6",6.6E-5,0.033,2.0E-6,0.001,2.0E-6,1.4201726E-4
903,"Hosgri, Subsection 7",6.6E-5,0.033,2.0E-6,0.001,2.0E-6,1.5828582E-4
904,"Hosgri, Subsection 8",6.6E-5,0.033,2.0E-6,0.001,2.0E-6,1.6138953E-4
905,"Hosgri, Subsection 9",8.4E-5,0.041,2.0E-6,0.001,2.0E-6,1.9809589E-4
906,"Hosgri, Subsection 10",8.6E-5,0.042,2.0E-6,0.001,2.0E-6,2.0504696E-4
907,"Hosgri, Subsection 11",8.6E-5,0.042,2.0E-6,0.001,2.0E-6,2.0857879E-4
908,"Hosgri, Subsection 12",8.8E-5,0.043,2.0E-6,0.001,2.0E-6,2.1275699E-4
909,"Hosgri, Subsection 13",9.2E-5,0.045,2.0E-6,0.001,2.0E-6,2.1652011E-4
910,"Hosgri, Subsection 14",9.6E-5,0.047,4.0E-6,0.002,2.0E-6,2.196795E-4
911,"Hosgri, Subsection 15",9.2E-5,0.045,4.0E-6,0.002,2.0E-6,2.2236425E-4
912,"Hosgri, Subsection 16",1.2E-4,0.058,4.0E-6,0.002,2.0E-6,2.7884377E-4
913,"Hosgri, Subsection 17",1.26E-4,0.061,4.0E-6,0.002,2.0E-6,2.8050784E-4
914,"Hosgri, Subsection 18",1.26E-4,0.061,4.0E-6,0.002,2.0E-6,2.836524E-4
915,"Hosgri, Subsection 19",1.26E-4,0.062,4.0E-6,0.002,2.0E-6,2.8738036E-4
916,"Hosgri, Subsection 20",1.22E-4,0.06,4.0E-6,0.002,2.0E-6,2.907146E-4
917,"Hosgri, Subsection 21",1.24E-4,0.061,6.0E-6,0.003,4.0E-6,2.9474267E-4
918,"Hosgri, Subsection 22",1.24E-4,0.061,4.0E-6,0.002,2.0E-6,2.9838466E-4
919,"Hosgri, Subsection 23",1.3E-4,0.064,6.0E-6,0.003,2.0E-6,3.0247393E-4
920,"Hosgri, Subsection 24",1.28E-4,0.063,6.0E-6,0.003,2.0E-6,3.0690993E-4
921,"Hosgri, Subsection 25",1.28E-4,0.063,6.0E-6,0.003,2.0E-6,3.1437085E-4
922,"Hosgri, Subsection 26",1.4E-4,0.069,6.0E-6,0.003,2.0E-6,3.2527358E-4
923,"Hosgri, Subsection 27",1.38E-4,0.068,6.0E-6,0.003,2.0E-6,3.2145085E-4
924,"Hosgri (Extension), Subsection 0",8.0E-6,0.004,0.0,0.0,0.0,1.2899894E-5
925,"Hosgri (Extension), Subsection 1",8.0E-6,0.004,0.0,0.0,0.0,1.7385968E-5
926,"Hosgri (Extension), Subsection 2",1.4E-5,0.007,0.0,0.0,0.0,2.3038825E-5
927,"Hosgri (Extension), Subsection 3",2.4E-5,0.012,0.0,0.0,0.0,3.073956E-5
928,"Hosgri (Extension), Subsection 4",2.6E-5,0.013,0.0,0.0,0.0,3.905115E-5
929,"Hosgri (Extension), Subsection 5",3.0E-5,0.015,0.0,0.0,0.0,4.561745E-5
930,"Hosgri (Extension), Subsection 6",3.0E-5,0.015,0.0,0.0,0.0,5.2706244E-5
931,"Hosgri (Extension), Subsection 7",3.0E-5,0.015,0.0,0.0,0.0,5.2706244E-5
932,"Hunter Mountain-Saline Valley, Subsection 0",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
933,"Hunter Mountain-Saline Valley, Subsection 1",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
934,"Hunter Mountain-Saline Valley, Subsection 2",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
935,"Hunter Mountain-Saline Valley, Subsection 3",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
936,"Hunter Mountain-Saline Valley, Subsection 4",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
937,"Hunter Mountain-Saline Valley, Subsection 5",1.9E-4,0.095,8.0E-6,0.004,4.0E-6,3.3217017E-4
938,"Hunter Mountain-Saline Valley, Subsection 6",1.28E-4,0.064,2.0E-6,0.001,0.0,2.3274335E-4
939,"Hunter Mountain-Saline Valley, Subsection 7",1.28E-4,0.064,2.0E-6,0.001,0.0,2.3274335E-4
940,"Hunter Mountain-Saline Valley, Subsection 8",1.28E-4,0.064,2.0E-6,0.001,0.0,2.3274335E-4
941,"Hunter Mountain-Saline Valley, Subsection 9",1.26E-4,0.063,2.0E-6,0.001,0.0,2.2790807E-4
942,"Hunter Mountain-Saline Valley, Subsection 10",1.1E-4,0.055,2.0E-6,0.001,0.0,2.170442E-4
943,"Hunter Mountain-Saline Valley, Subsection 11",1.0E-4,0.05,2.0E-6,0.001,0.0,2.0231259E-4
944,"Hunter Mountain-Saline Valley, Subsection 12",8.6E-5,0.043,2.0E-6,0.001,0.0,1.6718285E-4
945,"Hunting Creek - Bartlett Springs connector 2011, Subsection 0",3.58E-4,0.178,2.0E-6,0.001,0.0,7.1313325E-4
946,"Hunting Creek - Bartlett Springs connector 2011, Subsection 1",3.76E-4,0.187,2.0E-6,0.001,0.0,7.7777443E-4
947,"Hunting Creek - Bartlett Springs connector 2011, Subsection 2",3.86E-4,0.191,2.0E-6,0.001,0.0,8.1771775E-4
