Subsection Index,Subsection Name,Total Mean Annual Rate,Total 500 Year Prob,Triggered Mean Annual Rate,Triggered 500 Year Prob,Triggered Primary Mean Annual Rate,Long-Term Fault System Solution Rate
1397,"North Frontal  (East), Subsection 2",1.2E-5,0.006,4.0E-6,0.002,0.0,2.1210073E-5
1398,"North Frontal  (West), Subsection 0",2.6E-5,0.013,4.0E-6,0.002,0.0,3.3058786E-5
1399,"North Frontal  (West), Subsection 1",2.6E-5,0.013,4.0E-6,0.002,0.0,3.3058786E-5
1400,"North Frontal  (West), Subsection 2",2.6E-5,0.013,4.0E-6,0.002,0.0,3.2514858E-5
1401,"North Frontal  (West), Subsection 3",2.4E-5,0.012,4.0E-6,0.002,0.0,3.093917E-5
1402,"North Frontal  (West), Subsection 4",2.4E-5,0.012,4.0E-6,0.002,0.0,2.8464161E-5
1403,"North Salt Lake, Subsection 0",0.0,0.0,0.0,0.0,0.0,2.8593402E-7
1404,"North Salt Lake, Subsection 1",0.0,0.0,0.0,0.0,0.0,2.8593402E-7
1405,"North Tahoe 2011 CFM, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
1406,"North Tahoe 2011 CFM, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
1407,"North Tahoe 2011 CFM, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
1408,"North Tahoe 2011 CFM, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
1409,"Northridge, Subsection 0",1.02E-4,0.051,1.2E-5,0.006,2.0E-6,2.6372238E-4
1410,"Northridge, Subsection 1",1.02E-4,0.051,1.2E-5,0.006,2.0E-6,2.6393615E-4
1411,"Northridge, Subsection 2",8.2E-5,0.041,1.0E-5,0.005,2.0E-6,2.2005684E-4
1412,"Northridge, Subsection 3",1.08E-4,0.054,1.0E-5,0.005,2.0E-6,2.723839E-4
1413,"Northridge, Subsection 4",9.2E-5,0.046,6.0E-6,0.003,2.0E-6,2.4028975E-4
1414,"Northridge Hills, Subsection 0",5.8E-5,0.029,4.0E-6,0.002,2.0E-6,1.8511481E-4
1415,"Northridge Hills, Subsection 1",5.8E-5,0.029,4.0E-6,0.002,2.0E-6,1.8511481E-4
1416,"Oak Ridge (Onshore), Subsection 0",1.28E-4,0.064,6.0E-6,0.003,2.0E-6,2.5635157E-4
1417,"Oak Ridge (Onshore), Subsection 1",1.96E-4,0.098,1.0E-5,0.005,6.0E-6,4.189777E-4
1418,"Oak Ridge (Onshore), Subsection 2",1.96E-4,0.098,1.0E-5,0.005,6.0E-6,4.2048199E-4
1419,"Oak Ridge (Onshore), Subsection 3",3.44E-4,0.164,1.6E-5,0.008,6.0E-6,6.950418E-4
1420,"Oak Ridge (Onshore), Subsection 4",3.4E-4,0.162,1.4E-5,0.007,4.0E-6,6.884579E-4
1421,"Oceanic - West Huasna, Subsection 0",4.0E-6,0.002,0.0,0.0,0.0,1.2625144E-5
1422,"Oceanic - West Huasna, Subsection 1",6.0E-6,0.003,0.0,0.0,0.0,1.625796E-5
1423,"Oceanic - West Huasna, Subsection 2",6.0E-6,0.003,0.0,0.0,0.0,2.0169207E-5
1424,"Oceanic - West Huasna, Subsection 3",8.0E-6,0.004,0.0,0.0,0.0,2.3558949E-5
1425,"Oceanic - West Huasna, Subsection 4",1.0E-5,0.005,0.0,0.0,0.0,2.6924274E-5
1426,"Oceanic - West Huasna, Subsection 5",1.0E-5,0.005,0.0,0.0,0.0,3.0417243E-5
1427,"Oceanic - West Huasna, Subsection 6",1.0E-5,0.005,0.0,0.0,0.0,3.1988875E-5
1428,"Oceanic - West Huasna, Subsection 7",6.0E-6,0.003,0.0,0.0,0.0,2.2333503E-5
1429,"Oceanic - West Huasna, Subsection 8",6.0E-6,0.003,0.0,0.0,0.0,2.4316363E-5
1430,"Oceanic - West Huasna, Subsection 9",8.0E-6,0.004,0.0,0.0,0.0,2.6639094E-5
1431,"Oceanic - West Huasna, Subsection 10",8.0E-6,0.004,0.0,0.0,0.0,2.8182369E-5
1432,"Oceanic - West Huasna, Subsection 11",1.0E-5,0.005,0.0,0.0,0.0,2.6590063E-5
1433,"Oceanic - West Huasna, Subsection 12",1.2E-5,0.006,0.0,0.0,0.0,2.819414E-5
1434,"Oceanic - West Huasna, Subsection 13",1.2E-5,0.006,0.0,0.0,0.0,2.9859571E-5
1435,"Oceanic - West Huasna, Subsection 14",1.4E-5,0.007,0.0,0.0,0.0,3.1648833E-5
1436,"Oceanic - West Huasna, Subsection 15",1.6E-5,0.008,0.0,0.0,0.0,3.3446093E-5
1437,"Oceanic - West Huasna, Subsection 16",1.6E-5,0.008,0.0,0.0,0.0,3.491542E-5
1438,"Oceanic - West Huasna, Subsection 17",1.6E-5,0.008,0.0,0.0,0.0,3.6041118E-5
1439,"Oceanic - West Huasna, Subsection 18",1.8E-5,0.009,0.0,0.0,0.0,3.7542337E-5
1440,"Oceanic - West Huasna, Subsection 19",1.8E-5,0.009,0.0,0.0,0.0,3.905151E-5
1441,"Oceanic - West Huasna, Subsection 20",2.2E-5,0.011,0.0,0.0,0.0,4.097392E-5
1442,"Oceanic - West Huasna, Subsection 21",2.2E-5,0.011,0.0,0.0,0.0,4.2311993E-5
1443,"Oceanic - West Huasna, Subsection 22",2.2E-5,0.011,0.0,0.0,0.0,4.4126016E-5
1444,"Oceanic - West Huasna, Subsection 23",2.2E-5,0.011,0.0,0.0,0.0,4.5996378E-5
1445,"Oceanic - West Huasna, Subsection 24",2.6E-5,0.013,0.0,0.0,0.0,4.7577705E-5
1446,"Oceanic - West Huasna, Subsection 25",2.8E-5,0.014,0.0,0.0,0.0,4.9604547E-5
1447,"Oceanic - West Huasna, Subsection 26",2.8E-5,0.014,0.0,0.0,0.0,5.13151E-5
1448,"Oceanic - West Huasna, Subsection 27",2.8E-5,0.014,0.0,0.0,0.0,5.3265918E-5
1449,"Oceanic - West Huasna, Subsection 28",2.8E-5,0.014,0.0,0.0,0.0,5.5029734E-5
1450,"Oceanic - West Huasna, Subsection 29",2.8E-5,0.014,0.0,0.0,0.0,5.5029734E-5
1451,"Oceanside alt1, Subsection 0",2.0E-5,0.01,2.0E-6,0.001,0.0,5.8242837E-5
1452,"Oceanside alt1, Subsection 1",2.2E-5,0.011,2.0E-6,0.001,0.0,7.131468E-5
1453,"Oceanside alt1, Subsection 2",2.4E-5,0.012,2.0E-6,0.001,0.0,8.059798E-5
1454,"Oceanside alt1, Subsection 3",2.6E-5,0.013,2.0E-6,0.001,0.0,8.389261E-5
1455,"Oceanside alt1, Subsection 4",3.0E-5,0.015,2.0E-6,0.001,0.0,8.91241E-5
1456,"Oceanside alt1, Subsection 5",3.0E-5,0.015,2.0E-6,0.001,0.0,9.199357E-5
1457,"Oceanside alt1, Subsection 6",3.0E-5,0.015,2.0E-6,0.001,0.0,9.199357E-5
1458,"Ortigalita (North), Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
1459,"Ortigalita (North), Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
1460,"Ortigalita (North), Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
1461,"Ortigalita (North), Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
1462,"Ortigalita (North), Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
1463,"Ortigalita (North), Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
1464,"Ortigalita (North), Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
1465,"Ortigalita (North), Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
1466,"Ortigalita (South), Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
1467,"Ortigalita (South), Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
1468,"Ortigalita (South), Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
1469,"Ortigalita (South), Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
1470,"Ortigalita (South), Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
1471,"Ortigalita (South), Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
1472,"Ortigalita (South), Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
1473,"Ortigalita (South), Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
1474,"Ortigalita (South), Subsection 8",0.0,0.0,0.0,0.0,0.0,0.0
1475,"Ortigalita (South), Subsection 9",0.0,0.0,0.0,0.0,0.0,0.0
1476,"Ortigalita (South), Subsection 10",0.0,0.0,0.0,0.0,0.0,0.0
1477,"Ortigalita (South), Subsection 11",0.0,0.0,0.0,0.0,0.0,0.0
1478,"Owens Valley, Subsection 0",3.2E-5,0.016,0.0,0.0,0.0,8.8357425E-5
1479,"Owens Valley, Subsection 1",3.6E-5,0.018,2.0E-6,0.001,0.0,1.00271165E-4
1480,"Owens Valley, Subsection 2",3.8E-5,0.019,2.0E-6,0.001,0.0,1.0761558E-4
1481,"Owens Valley, Subsection 3",3.8E-5,0.019,2.0E-6,0.001,0.0,1.132535E-4
1482,"Owens Valley, Subsection 4",3.8E-5,0.019,2.0E-6,0.001,0.0,1.17618634E-4
1483,"Owens Valley, Subsection 5",3.8E-5,0.019,2.0E-6,0.001,0.0,1.156488E-4
1484,"Owens Valley, Subsection 6",3.8E-5,0.019,2.0E-6,0.001,0.0,1.1725091E-4
1485,"Owens Valley, Subsection 7",3.8E-5,0.019,2.0E-6,0.001,0.0,1.1726673E-4
1486,"Owens Valley, Subsection 8",3.8E-5,0.019,2.0E-6,0.001,0.0,1.16277864E-4
1487,"Owens Valley, Subsection 9",3.6E-5,0.018,2.0E-6,0.001,0.0,1.1478866E-4
1488,"Owens Valley, Subsection 10",3.2E-5,0.016,2.0E-6,0.001,0.0,1.1296621E-4
1489,"Owens Valley, Subsection 11",3.2E-5,0.016,2.0E-6,0.001,0.0,1.1057352E-4
1490,"Owens Valley, Subsection 12",3.2E-5,0.016,2.0E-6,0.001,0.0,1.08370215E-4
1491,"Owens Valley, Subsection 13",3.2E-5,0.016,2.0E-6,0.001,0.0,1.0469578E-4
1492,"Owens Valley, Subsection 14",3.2E-5,0.016,2.0E-6,0.001,0.0,1.0133441E-4
1493,"Owens Valley, Subsection 15",3.2E-5,0.016,2.0E-6,0.001,0.0,9.723085E-5
1494,"Owens Valley, Subsection 16",2.8E-5,0.014,2.0E-6,0.001,0.0,9.159242E-5
1495,"Owens Valley Keough Hot Springs, Subsection 0",2.6E-5,0.013,2.0E-6,0.001,0.0,8.4490974E-5
1496,"Owens Valley Keough Hot Springs, Subsection 1",2.6E-5,0.013,2.0E-6,0.001,0.0,8.4490974E-5
1497,"Owens Valley Keough Hot Springs, Subsection 2",2.4E-5,0.012,2.0E-6,0.001,0.0,7.855893E-5
1498,"Owl Lake, Subsection 0",9.4E-5,0.047,0.0,0.0,0.0,1.3613632E-4
1499,"Owl Lake, Subsection 1",9.4E-5,0.047,0.0,0.0,0.0,1.3613632E-4
1500,"Owl Lake, Subsection 2",8.8E-5,0.044,0.0,0.0,0.0,1.2378908E-4
1501,"Owl Lake, Subsection 3",7.4E-5,0.037,0.0,0.0,0.0,1.0341706E-4
1502,"Owl Lake, Subsection 4",5.4E-5,0.027,0.0,0.0,0.0,7.7075856E-5
1503,"Ozena, Subsection 0",8.0E-6,0.004,0.0,0.0,0.0,1.5336978E-5
1504,"Ozena, Subsection 1",8.0E-6,0.004,0.0,0.0,0.0,1.5336978E-5
1505,"Ozena, Subsection 2",8.0E-6,0.004,0.0,0.0,0.0,1.4212769E-5
1506,"Ozena, Subsection 3",8.0E-6,0.004,0.0,0.0,0.0,1.21231E-5
1507,"Palos Verdes, Subsection 0",1.6E-5,0.008,0.0,0.0,0.0,1.9515624E-5
1508,"Palos Verdes, Subsection 1",1.8E-5,0.009,0.0,0.0,0.0,2.3480952E-5
1509,"Palos Verdes, Subsection 2",2.4E-5,0.012,0.0,0.0,0.0,2.598865E-5
1510,"Palos Verdes, Subsection 3",2.4E-5,0.012,0.0,0.0,0.0,2.7516993E-5
1511,"Palos Verdes, Subsection 4",2.6E-5,0.013,0.0,0.0,0.0,2.8551096E-5
1512,"Palos Verdes, Subsection 5",2.6E-5,0.013,0.0,0.0,0.0,2.9670835E-5
1513,"Palos Verdes, Subsection 6",3.0E-5,0.015,0.0,0.0,0.0,3.031604E-5
1514,"Palos Verdes, Subsection 7",3.0E-5,0.015,0.0,0.0,0.0,3.0950265E-5
1515,"Palos Verdes, Subsection 8",3.2E-5,0.016,0.0,0.0,0.0,3.1456362E-5
1516,"Palos Verdes, Subsection 9",3.2E-5,0.016,0.0,0.0,0.0,3.1895423E-5
1517,"Palos Verdes, Subsection 10",3.2E-5,0.016,0.0,0.0,0.0,3.2393877E-5
1518,"Palos Verdes, Subsection 11",3.2E-5,0.016,0.0,0.0,0.0,3.2931024E-5
1519,"Palos Verdes, Subsection 12",3.2E-5,0.016,0.0,0.0,0.0,3.337654E-5
1520,"Palos Verdes, Subsection 13",3.2E-5,0.016,0.0,0.0,0.0,3.3855555E-5
1521,"Palos Verdes, Subsection 14",1.2E-5,0.006,0.0,0.0,0.0,1.285671E-5
1522,"Palos Verdes, Subsection 15",1.2E-5,0.006,0.0,0.0,0.0,1.285671E-5
1523,"Panamint Valley, Subsection 0",3.28E-4,0.164,1.0E-5,0.005,4.0E-6,4.99639E-4
1524,"Panamint Valley, Subsection 1",3.48E-4,0.173,1.0E-5,0.005,4.0E-6,5.40765E-4
1525,"Panamint Valley, Subsection 2",3.74E-4,0.186,1.0E-5,0.005,4.0E-6,5.7763775E-4
1526,"Panamint Valley, Subsection 3",3.74E-4,0.186,1.0E-5,0.005,4.0E-6,5.758928E-4
1527,"Panamint Valley, Subsection 4",3.74E-4,0.186,1.0E-5,0.005,4.0E-6,5.758928E-4
1528,"Panamint Valley, Subsection 5",3.74E-4,0.186,1.0E-5,0.005,4.0E-6,5.758928E-4
1529,"Panamint Valley, Subsection 6",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1530,"Panamint Valley, Subsection 7",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1531,"Panamint Valley, Subsection 8",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1532,"Panamint Valley, Subsection 9",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1533,"Panamint Valley, Subsection 10",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1534,"Panamint Valley, Subsection 11",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1535,"Panamint Valley, Subsection 12",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1536,"Panamint Valley, Subsection 13",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1537,"Panamint Valley, Subsection 14",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1538,"Panamint Valley, Subsection 15",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1539,"Panamint Valley, Subsection 16",3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
1540,"Paradise, Subsection 0",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1541,"Paradise, Subsection 1",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1542,"Paradise, Subsection 2",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1543,"Paradise, Subsection 3",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1544,"Paradise, Subsection 4",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1545,"Paradise, Subsection 5",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1546,"Paradise, Subsection 6",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1547,"Paradise, Subsection 7",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1548,"Paradise, Subsection 8",3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
1549,"Peralta Hills, Subsection 0",1.2E-5,0.006,0.0,0.0,0.0,2.1024121E-5
1550,"Peralta Hills, Subsection 1",1.2E-5,0.006,0.0,0.0,0.0,2.1024121E-5
1551,"Pilarcitos 2011 CFM, Subsection 0",8.8E-5,0.044,6.0E-6,0.003,4.0E-6,9.483733E-5
1552,"Pilarcitos 2011 CFM, Subsection 1",8.8E-5,0.044,6.0E-6,0.003,4.0E-6,9.6942924E-5
1553,"Pilarcitos 2011 CFM, Subsection 2",7.6E-5,0.038,6.0E-6,0.003,4.0E-6,9.255533E-5
1554,"Pilarcitos 2011 CFM, Subsection 3",6.6E-5,0.033,6.0E-6,0.003,4.0E-6,9.1900314E-5
1555,"Pilarcitos 2011 CFM, Subsection 4",6.8E-5,0.034,6.0E-6,0.003,4.0E-6,9.233226E-5
1556,"Pilarcitos 2011 CFM, Subsection 5",7.0E-5,0.035,6.0E-6,0.003,4.0E-6,9.153784E-5
1557,"Pilarcitos 2011 CFM, Subsection 6",7.0E-5,0.035,6.0E-6,0.003,4.0E-6,9.1245376E-5
1558,"Pilarcitos 2011 CFM, Subsection 7",7.0E-5,0.035,6.0E-6,0.003,4.0E-6,9.136998E-5
1559,"Pilarcitos 2011 CFM, Subsection 8",7.2E-5,0.036,6.0E-6,0.003,4.0E-6,9.162044E-5
1560,"Pilarcitos 2011 CFM, Subsection 9",7.0E-5,0.035,4.0E-6,0.002,4.0E-6,9.2081755E-5
1561,"Pilarcitos 2011 CFM, Subsection 10",7.0E-5,0.035,4.0E-6,0.002,4.0E-6,9.0997615E-5
1562,"Pine Mtn, Subsection 0",2.4E-5,0.012,0.0,0.0,0.0,3.0300309E-5
1563,"Pine Mtn, Subsection 1",2.4E-5,0.012,0.0,0.0,0.0,3.1804546E-5
1564,"Pine Mtn, Subsection 2",8.0E-6,0.004,0.0,0.0,0.0,1.0308399E-5
1565,"Pine Mtn, Subsection 3",8.0E-6,0.004,0.0,0.0,0.0,1.1513618E-5
1566,"Pine Mtn, Subsection 4",2.0E-5,0.01,0.0,0.0,0.0,1.8883575E-5
1567,"Pine Mtn, Subsection 5",2.0E-5,0.01,0.0,0.0,0.0,1.8883575E-5
1568,"Pinto Mtn, Subsection 0",1.48E-4,0.072,1.4E-5,0.007,8.0E-6,2.3604951E-4
1569,"Pinto Mtn, Subsection 1",1.62E-4,0.078,1.8E-5,0.009,1.0E-5,2.7150073E-4
1570,"Pinto Mtn, Subsection 2",1.64E-4,0.079,1.8E-5,0.009,1.0E-5,2.886435E-4
1571,"Pinto Mtn, Subsection 3",1.96E-4,0.095,1.8E-5,0.009,1.0E-5,3.511546E-4
1572,"Pinto Mtn, Subsection 4",2.0E-4,0.097,1.8E-5,0.009,1.0E-5,3.6275614E-4
1573,"Pinto Mtn, Subsection 5",2.0E-4,0.096,2.0E-5,0.01,1.2E-5,3.7129887E-4
1574,"Pinto Mtn, Subsection 6",2.02E-4,0.097,2.2E-5,0.011,1.4E-5,3.7423163E-4
1575,"Pinto Mtn, Subsection 7",1.96E-4,0.095,2.0E-5,0.01,1.2E-5,3.497685E-4
1576,"Pinto Mtn, Subsection 8",9.0E-5,0.045,4.0E-6,0.002,4.0E-6,1.5423087E-4
1577,"Pinto Mtn, Subsection 9",8.2E-5,0.041,4.0E-6,0.002,4.0E-6,1.3941339E-4
1578,"Pinto Mtn, Subsection 10",7.2E-5,0.036,4.0E-6,0.002,4.0E-6,1.2070997E-4
1579,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
1580,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
1581,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
1582,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
1583,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
1584,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
1585,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
1586,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
1587,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 8",0.0,0.0,0.0,0.0,0.0,0.0
1588,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 9",0.0,0.0,0.0,0.0,0.0,0.0
1589,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 10",0.0,0.0,0.0,0.0,0.0,0.0
1590,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 11",0.0,0.0,0.0,0.0,0.0,0.0
1591,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 12",0.0,0.0,0.0,0.0,0.0,0.0
1592,"Pisgah-Bullion Mtn-Mesquite Lk, Subsection 13",0.0,0.0,0.0,0.0,0.0,0.0
1593,"Pitas Point (Lower West), Subsection 0",2.64E-4,0.131,1.8E-5,0.009,1.0E-5,3.1938253E-4
1594,"Pitas Point (Lower West), Subsection 1",2.94E-4,0.145,2.0E-5,0.01,1.0E-5,3.471193E-4
1595,"Pitas Point (Lower West), Subsection 2",1.86E-4,0.092,1.0E-5,0.005,8.0E-6,2.0255835E-4
1596,"Pitas Point (Lower)-Montalvo, Subsection 0",2.14E-4,0.107,1.4E-5,0.007,8.0E-6,2.672907E-4
1597,"Pitas Point (Lower)-Montalvo, Subsection 1",2.14E-4,0.107,1.4E-5,0.007,8.0E-6,2.672907E-4
1598,"Pittville 2011 CFM, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
1599,"Pittville 2011 CFM, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
1600,"Pittville 2011 CFM, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
1601,"Pittville 2011 CFM, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
1602,"Pittville 2011 CFM, Subsection 4",0.0,0.0,0.0,0.0,0.0,0.0
1603,"Pittville 2011 CFM, Subsection 5",0.0,0.0,0.0,0.0,0.0,0.0
1604,"Pittville 2011 CFM, Subsection 6",0.0,0.0,0.0,0.0,0.0,0.0
1605,"Pittville 2011 CFM, Subsection 7",0.0,0.0,0.0,0.0,0.0,0.0
1606,"Pleito, Subsection 0",4.2E-5,0.02,2.0E-6,0.001,0.0,5.3667813E-5
1607,"Pleito, Subsection 1",2.92E-4,0.141,2.0E-5,0.01,6.0E-6,3.3479245E-4
1608,"Pleito, Subsection 2",2.7E-4,0.133,2.0E-5,0.01,6.0E-6,3.1700742E-4
1609,"Pleito, Subsection 3",2.9E-4,0.143,2.2E-5,0.011,8.0E-6,3.289169E-4
1610,"Pleito, Subsection 4",2.84E-4,0.14,2.0E-5,0.01,6.0E-6,3.230745E-4
1611,"Point Reyes 2011 CFM, Subsection 0",2.0E-6,0.001,2.0E-6,0.001,0.0,6.6319935E-6
1612,"Point Reyes 2011 CFM, Subsection 1",2.0E-6,0.001,2.0E-6,0.001,0.0,6.6319935E-6
1613,"Point Reyes 2011 CFM, Subsection 2",2.0E-6,0.001,2.0E-6,0.001,0.0,6.1840756E-6
1614,"Point Reyes 2011 CFM, Subsection 3",2.0E-6,0.001,2.0E-6,0.001,0.0,5.7718985E-6
1615,"Point Reyes 2011 CFM, Subsection 4",2.0E-6,0.001,2.0E-6,0.001,0.0,5.3489653E-6
1616,"Point Reyes 2011 CFM, Subsection 5",0.0,0.0,0.0,0.0,0.0,4.9119935E-6
1617,"Point Reyes 2011 CFM, Subsection 6",0.0,0.0,0.0,0.0,0.0,4.404448E-6
1618,"Point Reyes 2011 CFM, Subsection 7",0.0,0.0,0.0,0.0,0.0,3.8744197E-6
1619,"Point Reyes 2011 CFM, Subsection 8",0.0,0.0,0.0,0.0,0.0,3.300116E-6
1620,"Point Reyes 2011 CFM, Subsection 9",0.0,0.0,0.0,0.0,0.0,2.4488183E-6
1621,"Point Reyes 2011 CFM, Subsection 10",0.0,0.0,0.0,0.0,0.0,1.6524535E-6
1622,"Point Reyes 2011 CFM, Subsection 11",0.0,0.0,0.0,0.0,0.0,8.7711066E-7
1623,"Point Reyes 2011 connector, Subsection 0",0.0,0.0,0.0,0.0,0.0,5.4158095E-6
1624,"Point Reyes 2011 connector, Subsection 1",1.0E-5,0.005,2.0E-6,0.001,0.0,1.7749262E-5
1625,"Point Reyes 2011 connector, Subsection 2",1.0E-5,0.005,2.0E-6,0.001,0.0,1.5612488E-5
1626,"Point Reyes 2011 connector, Subsection 3",1.0E-5,0.005,2.0E-6,0.001,0.0,1.6156366E-5
1627,"Point Reyes 2011 connector, Subsection 4",8.0E-6,0.004,2.0E-6,0.001,0.0,1.5747213E-5
1628,"Point Reyes 2011 connector, Subsection 5",4.0E-6,0.002,2.0E-6,0.001,0.0,7.218504E-6
1629,"Point Reyes 2011 connector, Subsection 6",4.0E-6,0.002,2.0E-6,0.001,0.0,6.9435123E-6
1630,"Polaris 2011 CFM, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0
1631,"Polaris 2011 CFM, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0
1632,"Polaris 2011 CFM, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0
1633,"Polaris 2011 CFM, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0
1634,"Puente Hills, Subsection 0",3.2E-5,0.016,0.0,0.0,0.0,1.0497412E-4
1635,"Puente Hills, Subsection 1",3.2E-5,0.016,0.0,0.0,0.0,1.0570453E-4
1636,"Puente Hills, Subsection 2",2.6E-5,0.013,0.0,0.0,0.0,8.776325E-5
1637,"Puente Hills, Subsection 3",2.0E-5,0.01,0.0,0.0,0.0,5.9076985E-5
1638,"Puente Hills, Subsection 4",1.4E-5,0.007,0.0,0.0,0.0,4.1934596E-5
1639,"Quien Sabe 2011 CFM, Subsection 0",0.0,0.0,0.0,0.0,0.0,7.53083E-7
1640,"Quien Sabe 2011 CFM, Subsection 1",0.0,0.0,0.0,0.0,0.0,7.53083E-7
1641,"Quien Sabe 2011 CFM, Subsection 2",0.0,0.0,0.0,0.0,0.0,6.695242E-7
1642,"Quien Sabe 2011 CFM, Subsection 3",0.0,0.0,0.0,0.0,0.0,5.3534217E-7
1643,"Quien Sabe 2011 CFM, Subsection 4",0.0,0.0,0.0,0.0,0.0,4.7501592E-7
1644,"Raymond, Subsection 0",6.6E-5,0.033,0.0,0.0,0.0,1.3494662E-4
1645,"Raymond, Subsection 1",8.4E-5,0.042,0.0,0.0,0.0,1.4286602E-4
1646,"Raymond, Subsection 2",6.6E-5,0.033,0.0,0.0,0.0,8.2333274E-5
1647,"Red Mountain, Subsection 0",4.0E-5,0.02,2.0E-6,0.001,2.0E-6,4.6726364E-5
1648,"Red Mountain, Subsection 1",4.2E-5,0.021,2.0E-6,0.001,2.0E-6,5.2346662E-5
1649,"Red Mountain, Subsection 2",4.8E-5,0.024,2.0E-6,0.001,2.0E-6,5.714176E-5
1650,"Red Mountain, Subsection 3",5.0E-5,0.025,2.0E-6,0.001,2.0E-6,5.7248206E-5
1651,"Red Mountain, Subsection 4",1.2E-5,0.006,0.0,0.0,0.0,7.76558E-6
1652,"Red Mountain, Subsection 5",6.0E-5,0.03,6.0E-6,0.003,0.0,1.308739E-4
1653,"Red Mountain, Subsection 6",4.8E-5,0.024,6.0E-6,0.003,0.0,1.2310832E-4
1654,"Red Mountain, Subsection 7",4.6E-5,0.023,6.0E-6,0.003,0.0,1.1872247E-4
