Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob
2.5,31.864407,17.0,58.0,29.0,25.0,1.0,0.0
2.6,25.457626,15.0,46.0,23.0,26.0,1.0,0.0
2.7,20.152542,11.0,34.0,18.0,21.0,1.0,0.0
2.8,16.101694,8.0,26.0,14.0,17.0,1.0,0.0
2.9,12.661017,6.0,21.0,11.0,9.0,1.0,0.0
3.0,10.322034,3.0,17.0,9.0,7.0,1.0,0.0
3.1,8.169492,1.0,13.0,7.0,6.0,0.9830508,0.0
3.2,6.3050847,1.0,12.0,5.0,5.0,0.9830508,0.0
3.3,5.2033896,1.0,11.0,4.0,3.0,0.9830508,0.0
3.4,4.1525426,0.0,9.0,3.0,3.0,0.9661017,0.0
3.5,3.2542372,0.0,9.0,3.0,3.0,0.89830506,0.0
3.6,2.5932202,0.0,9.0,2.0,2.0,0.8305085,0.0
3.7,2.0338984,0.0,9.0,2.0,2.0,0.7966102,0.0
3.8,1.6440678,0.0,6.0,1.0,1.0,0.7457627,0.0
3.9,1.3050847,0.0,5.0,1.0,0.0,0.66101694,0.0
4.0,1.0,0.0,4.0,1.0,0.0,0.55932206,0.0
4.1,0.7966102,0.0,4.0,0.0,0.0,0.45762712,0.0
4.2,0.59322035,0.0,4.0,0.0,0.0,0.30508474,0.0
4.3,0.44067797,0.0,3.0,0.0,0.0,0.22033899,0.0
4.4,0.33898306,0.0,3.0,0.0,0.0,0.18644068,0.0
4.5,0.20338982,0.0,2.0,0.0,0.0,0.13559322,0.0
4.6,0.15254237,0.0,1.0,0.0,0.0,0.13559322,0.0
4.7,0.15254237,0.0,1.0,0.0,0.0,0.13559322,0.0
4.8,0.13559322,0.0,1.0,0.0,0.0,0.118644066,0.0
4.9,0.084745765,0.0,1.0,0.0,0.0,0.084745765,0.0
5.0,0.06779661,0.0,1.0,0.0,0.0,0.06779661,0.0
5.1,0.050847456,0.0,1.0,0.0,0.0,0.050847456,0.0
5.2,0.016949153,0.0,0.0,0.0,0.0,0.016949153,0.0
5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
