Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,208.5178,126.0,518.0,168.0,153.0,1.0,0.00408,122.93276
2.6,165.57668,98.0,412.0,133.0,121.0,1.0,0.00408,97.63204
2.7,131.47948,76.0,328.0,106.0,102.0,1.0,0.00408,77.53388
2.8,104.43548,58.0,262.0,85.0,77.0,1.0,0.00408,61.56088
2.9,82.98572,45.0,210.0,67.0,61.0,1.0,0.00408,48.90416
3.0,65.90552,34.0,167.0,54.0,53.0,1.0,0.00408,38.84208
3.1,52.34552,26.0,133.0,43.0,39.0,1.0,0.00408,30.85852
3.2,41.58852,19.0,107.0,34.0,32.0,1.0,0.00408,24.52284
3.3,33.00712,14.0,86.0,27.0,26.0,1.0,0.00408,19.45648
3.4,26.21332,11.0,69.0,21.0,20.0,1.0,0.00408,15.44208
3.5,20.82208,8.0,55.0,17.0,14.0,1.0,0.00408,12.26988
3.6,16.54624,6.0,44.0,13.0,11.0,0.99992,0.00408,9.76056
3.7,13.13608,4.0,35.0,11.0,9.0,0.99972,0.00408,7.75396
3.8,10.43084,3.0,29.0,8.0,7.0,0.99856,0.00408,6.15372
3.9,8.2792,2.0,23.0,7.0,6.0,0.99572,0.00408,4.88616
4.0,6.57824,1.0,19.0,5.0,4.0,0.9882,0.00408,3.88
4.1,5.22852,0.0,15.0,4.0,3.0,0.97188,0.00408,3.0854
4.2,4.14984,0.0,13.0,3.0,2.0,0.94324,0.00408,2.44756
4.3,3.28648,0.0,11.0,2.0,2.0,0.8988,0.00408,1.93664
4.4,2.6044,0.0,9.0,2.0,1.0,0.8404,0.00408,1.53248
4.5,2.05876,0.0,7.0,1.0,1.0,0.77028,0.00408,1.21468
4.6,1.62688,0.0,6.0,1.0,0.0,0.69108,0.00408,0.95772
4.7,1.29028,0.0,5.0,1.0,0.0,0.60932,0.00408,0.75604
4.8,1.02284,0.0,5.0,1.0,0.0,0.52968,0.00408,0.59988
4.9,0.80852,0.0,4.0,0.0,0.0,0.45356,0.00408,0.4748
5.0,0.63856,0.0,3.0,0.0,0.0,0.38176,0.00408,0.37412
5.1,0.5054,0.0,3.0,0.0,0.0,0.31844,0.00408,0.29664
5.2,0.39884,0.0,2.0,0.0,0.0,0.26368,0.00408,0.23348
5.3,0.31332,0.0,2.0,0.0,0.0,0.21512,0.00408,0.1838
5.4,0.24452,0.0,2.0,0.0,0.0,0.17452,0.00408,0.1428
5.5,0.19064,0.0,2.0,0.0,0.0,0.14092,0.00408,0.10996
5.6,0.1494,0.0,1.0,0.0,0.0,0.11284,0.00408,0.08548
5.7,0.11628,0.0,1.0,0.0,0.0,0.09076,0.00408,0.06656
5.8,0.08948,0.0,1.0,0.0,0.0,0.07144,0.00408,0.0514
5.9,0.06904,0.0,1.0,0.0,0.0,0.05624,0.00404,0.0398
6.0,0.05492,0.0,1.0,0.0,0.0,0.0454,0.00404,0.03084
6.1,0.0436,0.0,1.0,0.0,0.0,0.03676,0.00396,0.02428
6.2,0.03404,0.0,1.0,0.0,0.0,0.02888,0.00384,0.01872
6.3,0.02644,0.0,0.0,0.0,0.0,0.02272,0.00364,0.01472
6.4,0.01872,0.0,0.0,0.0,0.0,0.01672,0.00264,0.0106
6.5,0.013,0.0,0.0,0.0,0.0,0.0116,0.00136,0.00768
6.6,0.00872,0.0,0.0,0.0,0.0,0.00808,0.0012,0.0054
6.7,0.00628,0.0,0.0,0.0,0.0,0.00588,0.00104,0.00384
6.8,0.0048,0.0,0.0,0.0,0.0,0.0046,9.2E-4,0.00284
6.9,0.00332,0.0,0.0,0.0,0.0,0.0032,8.4E-4,0.00192
7.0,0.00232,0.0,0.0,0.0,0.0,0.0022,8.0E-4,0.00132
7.1,0.00168,0.0,0.0,0.0,0.0,0.00164,7.6E-4,8.8E-4
7.2,0.00112,0.0,0.0,0.0,0.0,0.00112,6.4E-4,6.4E-4
7.3,7.6E-4,0.0,0.0,0.0,0.0,7.6E-4,5.6E-4,4.0E-4
7.4,6.0E-4,0.0,0.0,0.0,0.0,6.0E-4,4.8E-4,2.8E-4
7.5,4.8E-4,0.0,0.0,0.0,0.0,4.8E-4,4.0E-4,2.8E-4
7.6,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,3.6E-4,2.0E-4
7.7,2.8E-4,0.0,0.0,0.0,0.0,2.8E-4,2.8E-4,1.2E-4
7.8,2.8E-4,0.0,0.0,0.0,0.0,2.8E-4,2.8E-4,1.2E-4
7.9,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,4.0E-5
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
