Subsection Index,Subsection Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
335,"Collayami 2011 CFM, Subsection 1",6.0E-5,0.03,1.8422506E-4
336,"Collayami 2011 CFM, Subsection 2",6.0E-5,0.03,1.8422506E-4
337,"Collayami 2011 CFM, Subsection 3",6.0E-5,0.03,1.8422506E-4
338,"Collayami 2011 CFM, Subsection 4",6.0E-5,0.03,1.8422506E-4
339,"Collayami 2011 CFM, Subsection 5",6.0E-5,0.03,1.8422506E-4
340,"Collayami 2011 CFM, Subsection 6",5.4E-5,0.027,1.5610512E-4
341,"Compton, Subsection 0",1.14E-4,0.057,2.9637513E-4
342,"Compton, Subsection 1",1.28E-4,0.064,3.261526E-4
343,"Compton, Subsection 2",1.46E-4,0.072,3.9639024E-4
344,"Compton, Subsection 3",1.14E-4,0.057,3.2806586E-4
345,"Compton, Subsection 4",9.4E-5,0.047,2.732054E-4
346,"Concord 2011 CFM, Subsection 0",8.9E-4,0.383,0.0015113495
347,"Concord 2011 CFM, Subsection 1",9.08E-4,0.388,0.001544427
348,"Concord 2011 CFM, Subsection 2",8.4E-4,0.362,0.0014332115
349,"Contra Costa (Lafayette) 2011 CFM, Subsection 0",1.76E-4,0.086,3.4471598E-4
350,"Contra Costa (Lafayette) 2011 CFM, Subsection 1",1.76E-4,0.086,3.4471598E-4
351,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 0",1.82E-4,0.09,3.4530208E-4
352,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 1",1.94E-4,0.096,3.6907877E-4
353,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 2",1.82E-4,0.09,3.6428764E-4
354,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 3",2.06E-4,0.102,4.062603E-4
355,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 4",1.78E-4,0.088,3.569509E-4
356,"Coronado Bank alt1, Subsection 0",2.48E-4,0.123,5.04851E-4
357,"Coronado Bank alt1, Subsection 1",3.22E-4,0.16,6.7259755E-4
358,"Coronado Bank alt1, Subsection 2",3.38E-4,0.167,7.264141E-4
359,"Coronado Bank alt1, Subsection 3",3.54E-4,0.175,7.7170756E-4
360,"Coronado Bank alt1, Subsection 4",3.6E-4,0.178,8.0250396E-4
361,"Coronado Bank alt1, Subsection 5",3.7E-4,0.183,8.200953E-4
362,"Coronado Bank alt1, Subsection 6",3.72E-4,0.184,8.3360425E-4
363,"Coronado Bank alt1, Subsection 7",3.76E-4,0.186,8.493986E-4
364,"Coronado Bank alt1, Subsection 8",3.54E-4,0.175,8.126416E-4
365,"Coronado Bank alt1, Subsection 9",3.38E-4,0.167,7.912114E-4
366,"Coronado Bank alt1, Subsection 10",3.28E-4,0.162,7.851774E-4
367,"Coronado Bank alt1, Subsection 11",3.28E-4,0.163,7.7850424E-4
368,"Coronado Bank alt1, Subsection 12",3.3E-4,0.164,7.8203E-4
369,"Coronado Bank alt1, Subsection 13",3.4E-4,0.169,7.8398857E-4
370,"Coronado Bank alt1, Subsection 14",3.34E-4,0.166,7.731402E-4
371,"Coronado Bank alt1, Subsection 15",3.38E-4,0.168,7.814932E-4
372,"Coronado Bank alt1, Subsection 16",3.32E-4,0.166,7.779178E-4
373,"Coronado Bank alt1, Subsection 17",3.34E-4,0.167,7.914982E-4
374,"Coronado Bank alt1, Subsection 18",3.34E-4,0.167,7.9255155E-4
375,"Coronado Bank alt1, Subsection 19",3.38E-4,0.168,7.984839E-4
376,"Coronado Bank alt1, Subsection 20",3.46E-4,0.171,8.081481E-4
377,"Coronado Bank alt1, Subsection 21",3.38E-4,0.168,8.1237557E-4
378,"Coronado Bank alt1, Subsection 22",3.42E-4,0.17,8.3359564E-4
379,"Coronado Bank alt1, Subsection 23",3.7E-4,0.183,8.7571377E-4
380,"Coronado Bank alt1, Subsection 24",3.58E-4,0.177,8.5460575E-4
381,"Coronado Bank alt1, Subsection 25",3.54E-4,0.175,8.3499914E-4
382,"Coronado Bank alt1, Subsection 26",3.46E-4,0.171,8.0965844E-4
383,"Coronado Bank alt1, Subsection 27",3.32E-4,0.164,7.7476347E-4
384,"Coronado Bank alt1, Subsection 28",3.04E-4,0.151,7.262151E-4
385,"Coronado Bank alt1, Subsection 29",2.8E-4,0.139,6.66403E-4
386,"Coronado Bank alt1, Subsection 30",2.44E-4,0.121,5.7210017E-4
387,"Coyote Canyon, Subsection 0",5.06E-4,0.238,6.2330294E-4
388,"Coyote Canyon, Subsection 1",5.64E-4,0.262,6.891869E-4
389,"Coyote Canyon, Subsection 2",6.26E-4,0.283,7.693753E-4
390,"Coyote Canyon, Subsection 3",3.96E-4,0.196,4.793813E-4
391,"Coyote Canyon, Subsection 4",3.96E-4,0.196,4.793813E-4
392,"Coyote Canyon, Subsection 5",3.74E-4,0.185,4.5395657E-4
393,"Coyote Canyon, Subsection 6",3.48E-4,0.172,4.297971E-4
394,"Coyote Lake, Subsection 0",2.16E-4,0.108,4.4132478E-4
395,"Coyote Lake, Subsection 1",2.32E-4,0.116,4.780789E-4
396,"Coyote Lake, Subsection 2",2.42E-4,0.121,4.962441E-4
397,"Coyote Lake, Subsection 3",2.48E-4,0.124,5.094704E-4
398,"Coyote Lake, Subsection 4",2.38E-4,0.119,4.9197266E-4
399,"Coyote Lake, Subsection 5",3.42E-4,0.165,6.153569E-4
400,"Coyote Lake, Subsection 6",3.18E-4,0.156,5.575959E-4
401,"Coyote Lake, Subsection 7",2.88E-4,0.143,4.956994E-4
402,"Cucamonga, Subsection 0",2.48E-4,0.122,4.998312E-4
403,"Cucamonga, Subsection 1",2.62E-4,0.128,5.4238254E-4
404,"Cucamonga, Subsection 2",2.4E-4,0.118,5.45553E-4
405,"Cucamonga, Subsection 3",1.76E-4,0.088,4.313025E-4
406,"Davis Creek, Subsection 0",5.2E-5,0.026,1.0789595E-4
407,"Davis Creek, Subsection 1",5.8E-5,0.029,1.2964533E-4
408,"Davis Creek, Subsection 2",5.6E-5,0.028,1.2801526E-4
409,"Davis Creek, Subsection 3",5.4E-5,0.027,1.2574346E-4
410,"Davis Creek, Subsection 4",5.4E-5,0.027,1.233613E-4
411,"Davis Creek, Subsection 5",3.8E-5,0.019,1.0065078E-4
412,"Death Valley (Black Mtns Frontal), Subsection 0",2.82E-4,0.141,6.759399E-4
413,"Death Valley (Black Mtns Frontal), Subsection 1",2.84E-4,0.142,6.8015495E-4
414,"Death Valley (Black Mtns Frontal), Subsection 2",2.88E-4,0.144,6.703084E-4
415,"Death Valley (Black Mtns Frontal), Subsection 3",2.9E-4,0.145,6.662171E-4
416,"Death Valley (Black Mtns Frontal), Subsection 4",2.94E-4,0.147,6.6852185E-4
417,"Death Valley (Black Mtns Frontal), Subsection 5",3.0E-4,0.15,6.819681E-4
418,"Death Valley (Black Mtns Frontal), Subsection 6",3.06E-4,0.152,6.977899E-4
419,"Death Valley (Black Mtns Frontal), Subsection 7",3.16E-4,0.156,7.037579E-4
420,"Death Valley (Black Mtns Frontal), Subsection 8",3.22E-4,0.159,7.160533E-4
421,"Death Valley (Black Mtns Frontal), Subsection 9",3.04E-4,0.15,7.064082E-4
422,"Death Valley (Black Mtns Frontal), Subsection 10",2.86E-4,0.141,6.6520326E-4
423,"Death Valley (Fish Lake Valley), Subsection 0",2.62E-4,0.131,6.610236E-4
424,"Death Valley (Fish Lake Valley), Subsection 1",2.62E-4,0.131,6.633739E-4
425,"Death Valley (Fish Lake Valley), Subsection 2",2.6E-4,0.13,6.7047804E-4
426,"Death Valley (Fish Lake Valley), Subsection 3",2.68E-4,0.133,6.754223E-4
427,"Death Valley (Fish Lake Valley), Subsection 4",2.8E-4,0.139,7.352786E-4
428,"Death Valley (Fish Lake Valley), Subsection 5",3.26E-4,0.16,8.416631E-4
429,"Death Valley (Fish Lake Valley), Subsection 6",3.72E-4,0.18,9.4827235E-4
430,"Death Valley (Fish Lake Valley), Subsection 7",4.18E-4,0.202,0.0010405855
431,"Death Valley (Fish Lake Valley), Subsection 8",4.76E-4,0.226,0.0011702031
432,"Death Valley (Fish Lake Valley), Subsection 9",4.64E-4,0.22,0.0011140675
433,"Death Valley (Fish Lake Valley), Subsection 10",4.28E-4,0.205,0.0010350249
434,"Death Valley (Fish Lake Valley), Subsection 11",3.74E-4,0.18,9.096753E-4
435,"Death Valley (No), Subsection 0",3.2E-4,0.16,7.475093E-4
436,"Death Valley (No), Subsection 1",3.38E-4,0.169,7.797211E-4
437,"Death Valley (No), Subsection 2",3.4E-4,0.17,7.8741723E-4
438,"Death Valley (No), Subsection 3",3.42E-4,0.171,7.9765567E-4
439,"Death Valley (No), Subsection 4",3.38E-4,0.169,7.9765235E-4
440,"Death Valley (No), Subsection 5",3.38E-4,0.169,7.948619E-4
441,"Death Valley (No), Subsection 6",3.36E-4,0.168,7.9443766E-4
442,"Death Valley (No), Subsection 7",3.36E-4,0.168,7.967819E-4
443,"Death Valley (No), Subsection 8",3.36E-4,0.167,7.951854E-4
444,"Death Valley (No), Subsection 9",3.3E-4,0.164,7.9450005E-4
445,"Death Valley (No), Subsection 10",3.3E-4,0.164,7.927251E-4
446,"Death Valley (No), Subsection 11",3.56E-4,0.175,8.4376143E-4
447,"Death Valley (No), Subsection 12",3.66E-4,0.18,8.533001E-4
448,"Death Valley (No), Subsection 13",3.6E-4,0.178,8.494029E-4
449,"Death Valley (No), Subsection 14",3.5E-4,0.175,8.3189673E-4
450,"Death Valley (No), Subsection 15",3.46E-4,0.173,8.098182E-4
451,"Death Valley (No), Subsection 16",3.24E-4,0.162,7.740015E-4
452,"Death Valley (So), Subsection 0",5.9E-4,0.273,7.662926E-4
453,"Death Valley (So), Subsection 1",6.12E-4,0.282,8.440985E-4
454,"Death Valley (So), Subsection 2",4.6E-4,0.22,7.232225E-4
455,"Death Valley (So), Subsection 3",3.32E-4,0.162,6.3905516E-4
456,"Death Valley (So), Subsection 4",2.94E-4,0.145,5.8175996E-4
457,"Death Valley (So), Subsection 5",2.46E-4,0.123,5.446582E-4
458,"Death Valley (So), Subsection 6",2.16E-4,0.108,5.115047E-4
459,"Deep Springs, Subsection 0",4.4E-4,0.216,8.969784E-4
460,"Deep Springs, Subsection 1",4.4E-4,0.216,8.969784E-4
461,"Deep Springs, Subsection 2",4.4E-4,0.216,8.969784E-4
462,"Del Valle, Subsection 0",1.44E-4,0.071,3.720021E-4
463,"Del Valle, Subsection 1",1.44E-4,0.071,3.720021E-4
464,"Dog Valley, Subsection 0",5.6E-5,0.028,1.7383683E-4
465,"Dog Valley, Subsection 1",6.6E-5,0.033,2.0112601E-4
466,"Dog Valley, Subsection 2",8.0E-5,0.04,2.328282E-4
467,"Dog Valley, Subsection 3",7.0E-5,0.035,2.154165E-4
468,"Dry Mountain, Subsection 0",6.6E-5,0.033,1.4129929E-4
469,"Dry Mountain, Subsection 1",6.6E-5,0.033,1.4885848E-4
470,"Dry Mountain, Subsection 2",6.6E-5,0.033,1.4885848E-4
471,"Dry Mountain, Subsection 3",6.6E-5,0.033,1.4014512E-4
472,"Earthquake Valley, Subsection 0",3.06E-4,0.151,7.8043784E-4
473,"Earthquake Valley, Subsection 1",4.12E-4,0.2,0.0010117083
474,"Earthquake Valley, Subsection 2",3.72E-4,0.182,9.1298204E-4
475,"Earthquake Valley (No  Extension), Subsection 0",4.1E-4,0.199,9.123055E-4
476,"Earthquake Valley (No  Extension), Subsection 1",4.48E-4,0.216,0.0010212158
477,"Earthquake Valley (No  Extension), Subsection 2",3.46E-4,0.171,8.3467877E-4
478,"Earthquake Valley (No  Extension), Subsection 3",3.24E-4,0.161,7.997235E-4
479,"Earthquake Valley (So Extension), Subsection 0",3.42E-4,0.168,8.2418293E-4
480,"Earthquake Valley (So Extension), Subsection 1",3.42E-4,0.168,8.2418293E-4
481,"East Huasna 2011 CFM, Subsection 0",1.6E-5,0.008,2.469675E-5
482,"East Huasna 2011 CFM, Subsection 1",1.6E-5,0.008,2.8529952E-5
483,"East Huasna 2011 CFM, Subsection 2",1.0E-5,0.005,2.2162449E-5
484,"East Huasna 2011 CFM, Subsection 3",1.0E-5,0.005,2.223282E-5
485,"East Huasna 2011 CFM, Subsection 4",1.0E-5,0.005,2.337689E-5
486,"East Huasna 2011 CFM, Subsection 5",1.2E-5,0.006,2.1543648E-5
487,"East Huasna 2011 CFM, Subsection 6",1.2E-5,0.006,2.034334E-5
488,"East Huasna 2011 CFM, Subsection 7",1.0E-5,0.005,2.0592803E-5
489,"East Huasna 2011 CFM, Subsection 8",1.2E-5,0.006,2.2904309E-5
490,"East Huasna 2011 CFM, Subsection 9",1.0E-5,0.005,2.1783742E-5
491,"Eaton Roughs 2011 CFM, Subsection 0",9.08E-4,0.395,0.0012913974
492,"Eaton Roughs 2011 CFM, Subsection 1",9.26E-4,0.399,0.0013227145
493,"Eaton Roughs 2011 CFM, Subsection 2",9.38E-4,0.404,0.0013443442
494,"Eaton Roughs 2011 CFM, Subsection 3",6.28E-4,0.285,0.0011656763
495,"Eaton Roughs 2011 CFM, Subsection 4",3.68E-4,0.177,8.3037536E-4
496,"Eaton Roughs 2011 CFM, Subsection 5",3.88E-4,0.188,8.801548E-4
497,"Eaton Roughs 2011 CFM, Subsection 6",3.98E-4,0.192,8.978437E-4
498,"Eaton Roughs 2011 CFM, Subsection 7",4.04E-4,0.194,9.0805395E-4
499,"Eaton Roughs 2011 CFM, Subsection 8",4.04E-4,0.198,9.159877E-4
500,"Eaton Roughs 2011 CFM, Subsection 9",4.2E-4,0.205,9.150476E-4
501,"Eaton Roughs 2011 CFM, Subsection 10",4.24E-4,0.203,9.2153926E-4
502,"Eaton Roughs 2011 CFM, Subsection 11",4.34E-4,0.205,9.089995E-4
503,"Eaton Roughs 2011 CFM, Subsection 12",4.58E-4,0.216,9.041625E-4
504,"Eaton Roughs 2011 CFM, Subsection 13",4.46E-4,0.212,8.5139944E-4
505,"Elmore Ranch, Subsection 0",7.18E-4,0.322,0.0011960283
506,"Elmore Ranch, Subsection 1",7.72E-4,0.343,0.0013122535
507,"Elmore Ranch, Subsection 2",7.72E-4,0.343,0.0013122535
508,"Elmore Ranch, Subsection 3",7.72E-4,0.343,0.0013122535
509,"Elmore Ranch, Subsection 4",7.72E-4,0.343,0.0013122535
510,"Elmore Ranch, Subsection 5",7.14E-4,0.321,0.0011994396
511,"Elsinore (Coyote Mountains), Subsection 0",2.72E-4,0.131,5.8581034E-4
512,"Elsinore (Coyote Mountains), Subsection 1",3.06E-4,0.146,6.970452E-4
513,"Elsinore (Coyote Mountains), Subsection 2",3.56E-4,0.169,8.228424E-4
514,"Elsinore (Coyote Mountains), Subsection 3",3.64E-4,0.173,8.5712306E-4
515,"Elsinore (Coyote Mountains), Subsection 4",2.68E-4,0.133,7.0507696E-4
516,"Elsinore (Coyote Mountains), Subsection 5",2.18E-4,0.109,5.791586E-4
517,"Elsinore (Glen Ivy) rev, Subsection 0",0.001094,0.43,0.0017337232
518,"Elsinore (Glen Ivy) rev, Subsection 1",0.001188,0.458,0.0018803829
519,"Elsinore (Glen Ivy) rev, Subsection 2",9.66E-4,0.394,0.001589776
520,"Elsinore (Glen Ivy) rev, Subsection 3",7.8E-4,0.333,0.0013256279
521,"Elsinore (Julian), Subsection 0",1.4E-4,0.069,4.3274582E-4
522,"Elsinore (Julian), Subsection 1",1.42E-4,0.07,4.39794E-4
523,"Elsinore (Julian), Subsection 2",1.32E-4,0.065,4.301217E-4
524,"Elsinore (Julian), Subsection 3",1.24E-4,0.062,4.20057E-4
525,"Elsinore (Julian), Subsection 4",1.2E-4,0.06,4.0773102E-4
526,"Elsinore (Julian), Subsection 5",1.58E-4,0.079,5.0117023E-4
527,"Elsinore (Julian), Subsection 6",1.82E-4,0.091,5.5165467E-4
528,"Elsinore (Julian), Subsection 7",1.82E-4,0.091,5.5039936E-4
529,"Elsinore (Stepovers Combined), Subsection 0",4.16E-4,0.199,0.0010306181
530,"Elsinore (Stepovers Combined), Subsection 1",4.16E-4,0.199,0.0010306181
531,"Elsinore (Temecula) rev, Subsection 0",3.04E-4,0.151,9.016909E-4
532,"Elsinore (Temecula) rev, Subsection 1",3.14E-4,0.156,9.255294E-4
533,"Elsinore (Temecula) rev, Subsection 2",3.16E-4,0.157,9.3110546E-4
534,"Elsinore (Temecula) rev, Subsection 3",3.16E-4,0.157,9.235071E-4
535,"Elsinore (Temecula) rev, Subsection 4",2.98E-4,0.149,9.0341154E-4
536,"Elsinore (Temecula) rev, Subsection 5",2.72E-4,0.136,8.071259E-4
537,"Elysian Park (Lower CFM), Subsection 0",2.0E-6,0.001,3.2682046E-6
538,"Elysian Park (Lower CFM), Subsection 1",6.0E-6,0.003,6.751871E-6
539,"Elysian Park (Lower CFM), Subsection 2",1.2E-5,0.006,2.1777965E-5
540,"Elysian Park (Lower CFM), Subsection 3",1.0E-5,0.005,2.7467304E-5
541,"Elysian Park (Lower CFM), Subsection 4",1.0E-5,0.005,2.0315618E-5
542,"Elysian Park (Lower CFM), Subsection 5",1.2E-5,0.006,1.9291892E-5
543,"Elysian Park (Lower CFM), Subsection 6",8.0E-6,0.004,1.966566E-5
544,"Elysian Park (Upper), Subsection 0",3.82E-4,0.186,5.735373E-4
545,"Elysian Park (Upper), Subsection 1",5.86E-4,0.261,0.0010056715
546,"Elysian Park (Upper), Subsection 2",5.86E-4,0.261,0.0010056715
547,"Emerson-Copper Mtn 2011, Subsection 0",2.3E-4,0.113,5.071432E-4
548,"Emerson-Copper Mtn 2011, Subsection 1",2.48E-4,0.122,5.3554954E-4
549,"Emerson-Copper Mtn 2011, Subsection 2",2.48E-4,0.123,5.416522E-4
550,"Emerson-Copper Mtn 2011, Subsection 3",2.54E-4,0.126,5.621475E-4
551,"Emerson-Copper Mtn 2011, Subsection 4",2.38E-4,0.118,5.432792E-4
552,"Emerson-Copper Mtn 2011, Subsection 5",2.34E-4,0.115,5.423469E-4
553,"Emerson-Copper Mtn 2011, Subsection 6",2.08E-4,0.102,5.131171E-4
554,"Emerson-Copper Mtn 2011, Subsection 7",2.16E-4,0.106,5.100515E-4
555,"Emerson-Copper Mtn 2011, Subsection 8",2.76E-4,0.134,6.345185E-4
556,"Emerson-Copper Mtn 2011, Subsection 9",2.7E-4,0.131,6.1657344E-4
557,"Emerson-Copper Mtn 2011, Subsection 10",2.4E-4,0.117,5.486686E-4
558,"Eureka Peak, Subsection 0",4.0E-6,0.002,5.0813524E-6
559,"Eureka Peak, Subsection 1",4.0E-6,0.002,5.0813524E-6
560,"Eureka Peak, Subsection 2",2.0E-6,0.001,3.1810525E-6
561,"Fickle Hill (alt1), Subsection 0",1.34E-4,0.065,2.195164E-4
562,"Fickle Hill (alt1), Subsection 1",1.66E-4,0.081,2.8655992E-4
563,"Fickle Hill (alt1), Subsection 2",1.3E-4,0.065,2.2593637E-4
564,"Fish Slough 2011 CFM, Subsection 0",4.6E-5,0.023,1.3509265E-4
565,"Fish Slough 2011 CFM, Subsection 1",4.6E-5,0.023,1.4476315E-4
566,"Fish Slough 2011 CFM, Subsection 2",4.2E-5,0.02,1.4313051E-4
567,"Fish Slough 2011 CFM, Subsection 3",3.6E-5,0.017,1.3291952E-4
568,"Fitzhugh Creek, Subsection 0",2.4E-5,0.012,2.3340775E-5
569,"Fitzhugh Creek, Subsection 1",2.6E-5,0.013,3.0057328E-5
570,"Fitzhugh Creek, Subsection 2",2.8E-5,0.014,3.865849E-5
571,"Fitzhugh Creek, Subsection 3",3.2E-5,0.016,4.3825978E-5
572,"Fitzhugh Creek, Subsection 4",3.8E-5,0.018,4.9661856E-5
573,"Fitzhugh Creek, Subsection 5",3.6E-5,0.017,4.362412E-5
574,"Fitzhugh Creek, Subsection 6",3.0E-5,0.015,3.7978174E-5
575,"Fitzhugh Creek, Subsection 7",2.4E-5,0.012,2.9205867E-5
576,"Fitzhugh Creek, Subsection 8",2.2E-5,0.011,2.4313023E-5
577,"Fontana (Seismicity), Subsection 0",1.04E-4,0.052,2.7451906E-4
578,"Fontana (Seismicity), Subsection 1",1.04E-4,0.052,2.7451906E-4
579,"Fontana (Seismicity), Subsection 2",1.04E-4,0.052,2.7451906E-4
580,"Franklin 2011 CFM, Subsection 0",2.96E-4,0.145,4.8758523E-4
581,"Franklin 2011 CFM, Subsection 1",3.2E-4,0.157,5.3326786E-4
582,"Franklin 2011 CFM, Subsection 2",3.2E-4,0.155,5.490817E-4
583,"Franklin 2011 CFM, Subsection 3",2.64E-4,0.128,4.6155252E-4
584,"Franklin 2011 CFM, Subsection 4",1.58E-4,0.077,2.759717E-4
585,"Franklin 2011 CFM, Subsection 5",1.46E-4,0.071,2.539934E-4
586,"Garberville - Briceland 2011 CFM, Subsection 0",9.54E-4,0.415,0.0017630657
587,"Garberville - Briceland 2011 CFM, Subsection 1",0.00108,0.464,0.0020003128
588,"Garberville - Briceland 2011 CFM, Subsection 2",9.06E-4,0.4,0.0017877716
589,"Garberville - Briceland 2011 CFM, Subsection 3",9.28E-4,0.406,0.0018918405
590,"Garberville - Briceland 2011 CFM, Subsection 4",8.08E-4,0.367,0.0016560783
591,"Garlic Springs, Subsection 0",1.48E-4,0.074,2.218496E-4
592,"Garlic Springs, Subsection 1",1.52E-4,0.076,2.2524351E-4
593,"Garlic Springs, Subsection 2",1.52E-4,0.076,2.2524351E-4
594,"Garlock (Central), Subsection 0",5.34E-4,0.262,9.6713053E-4
595,"Garlock (Central), Subsection 1",5.42E-4,0.266,9.878052E-4
596,"Garlock (Central), Subsection 2",5.44E-4,0.267,9.79516E-4
597,"Garlock (Central), Subsection 3",5.5E-4,0.27,9.723776E-4
598,"Garlock (Central), Subsection 4",5.52E-4,0.271,9.5933484E-4
599,"Garlock (Central), Subsection 5",5.4E-4,0.264,9.292964E-4
600,"Garlock (Central), Subsection 6",5.44E-4,0.264,8.971535E-4
601,"Garlock (Central), Subsection 7",6.72E-4,0.317,0.0010904862
602,"Garlock (Central), Subsection 8",7.56E-4,0.351,0.0012237087
603,"Garlock (Central), Subsection 9",8.06E-4,0.37,0.0013111595
604,"Garlock (Central), Subsection 10",8.14E-4,0.375,0.0013402294
605,"Garlock (Central), Subsection 11",8.24E-4,0.381,0.0013657082
606,"Garlock (Central), Subsection 12",8.42E-4,0.391,0.0013904402
607,"Garlock (Central), Subsection 13",8.56E-4,0.399,0.0014052514
608,"Garlock (Central), Subsection 14",8.58E-4,0.401,0.0014078716
609,"Garlock (Central), Subsection 15",8.66E-4,0.403,0.0014173397
610,"Garlock (Central), Subsection 16",8.76E-4,0.405,0.0014186939
611,"Garlock (Central), Subsection 17",8.8E-4,0.407,0.0014208764
612,"Garlock (Central), Subsection 18",8.82E-4,0.402,0.0014217942
613,"Garlock (Central), Subsection 19",8.6E-4,0.391,0.0013932483
614,"Garlock (East), Subsection 0",5.32E-4,0.254,7.190982E-4
615,"Garlock (East), Subsection 1",6.2E-4,0.294,7.947567E-4
616,"Garlock (East), Subsection 2",7.26E-4,0.342,9.0119336E-4
617,"Garlock (East), Subsection 3",8.04E-4,0.369,9.892832E-4
618,"Garlock (East), Subsection 4",8.78E-4,0.398,0.0010679543
619,"Garlock (East), Subsection 5",9.3E-4,0.418,0.0010929719
620,"Garlock (East), Subsection 6",9.26E-4,0.407,0.0010811882
621,"Garlock (East), Subsection 7",8.42E-4,0.377,9.77648E-4
622,"Garlock (West), Subsection 0",4.72E-4,0.23,7.452827E-4
623,"Garlock (West), Subsection 1",4.84E-4,0.236,7.77839E-4
624,"Garlock (West), Subsection 2",4.84E-4,0.235,7.8453793E-4
625,"Garlock (West), Subsection 3",4.32E-4,0.21,7.6182815E-4
626,"Garlock (West), Subsection 4",4.1E-4,0.2,7.695373E-4
627,"Garlock (West), Subsection 5",4.14E-4,0.201,8.0899935E-4
628,"Garlock (West), Subsection 6",4.34E-4,0.211,8.908947E-4
629,"Garlock (West), Subsection 7",4.28E-4,0.208,9.029203E-4
630,"Garlock (West), Subsection 8",4.32E-4,0.21,8.992932E-4
631,"Garlock (West), Subsection 9",4.32E-4,0.21,8.7953E-4
632,"Garlock (West), Subsection 10",4.22E-4,0.205,8.4575237E-4
633,"Garlock (West), Subsection 11",4.28E-4,0.21,8.472901E-4
634,"Garlock (West), Subsection 12",4.52E-4,0.222,8.7212166E-4
635,"Garlock (West), Subsection 13",4.44E-4,0.218,8.484711E-4
636,"Gillem - Big Crack 2011 CFM, Subsection 0",5.8E-5,0.029,9.208521E-5
637,"Gillem - Big Crack 2011 CFM, Subsection 1",6.6E-5,0.033,1.085767E-4
638,"Gillem - Big Crack 2011 CFM, Subsection 2",8.4E-5,0.042,1.4175435E-4
639,"Gillem - Big Crack 2011 CFM, Subsection 3",8.4E-5,0.042,1.4175435E-4
640,"Gillem - Big Crack 2011 CFM, Subsection 4",8.4E-5,0.042,1.4175435E-4
641,"Gillem - Big Crack 2011 CFM, Subsection 5",6.6E-5,0.033,1.0765344E-4
642,"Gillem - Big Crack 2011 CFM, Subsection 6",5.0E-5,0.025,9.136571E-5
643,"Goldstone Lake, Subsection 0",4.3E-4,0.213,5.1499304E-4
644,"Goldstone Lake, Subsection 1",5.04E-4,0.249,5.785839E-4
645,"Goldstone Lake, Subsection 2",5.3E-4,0.26,6.031824E-4
646,"Goldstone Lake, Subsection 3",5.3E-4,0.26,6.031824E-4
647,"Goldstone Lake, Subsection 4",5.5E-4,0.263,6.3623267E-4
648,"Goldstone Lake, Subsection 5",4.96E-4,0.239,5.6631473E-4
649,"Goose Lake 2011 CFM, Subsection 0",4.0E-6,0.002,1.13150245E-5
650,"Goose Lake 2011 CFM, Subsection 1",8.0E-6,0.004,1.5516822E-5
651,"Goose Lake 2011 CFM, Subsection 2",1.0E-5,0.005,2.0293925E-5
652,"Goose Lake 2011 CFM, Subsection 3",1.2E-5,0.006,2.4084831E-5
653,"Goose Lake 2011 CFM, Subsection 4",1.2E-5,0.006,2.7603977E-5
654,"Goose Lake 2011 CFM, Subsection 5",1.2E-5,0.006,3.1079995E-5
655,"Goose Lake 2011 CFM, Subsection 6",1.2E-5,0.006,3.242405E-5
656,"Goose Lake 2011 CFM, Subsection 7",1.0E-5,0.005,3.3794342E-5
657,"Goose Lake 2011 CFM, Subsection 8",1.2E-5,0.006,3.4808232E-5
658,"Goose Lake 2011 CFM, Subsection 9",8.0E-6,0.004,2.764208E-5
659,"Goose Lake 2011 CFM, Subsection 10",8.0E-6,0.004,2.9983226E-5
660,"Goose Lake 2011 CFM, Subsection 11",8.0E-6,0.004,3.3891363E-5
661,"Goose Lake 2011 CFM, Subsection 12",6.0E-6,0.003,3.2713688E-5
662,"Gravel Hills-Harper Lk, Subsection 0",1.28E-4,0.063,3.374923E-4
663,"Gravel Hills-Harper Lk, Subsection 1",1.42E-4,0.07,3.7978057E-4
664,"Gravel Hills-Harper Lk, Subsection 2",1.34E-4,0.066,3.8428113E-4
665,"Gravel Hills-Harper Lk, Subsection 3",1.4E-4,0.07,3.96482E-4
666,"Gravel Hills-Harper Lk, Subsection 4",1.64E-4,0.082,4.094261E-4
667,"Gravel Hills-Harper Lk, Subsection 5",1.82E-4,0.091,4.2981954E-4
668,"Gravel Hills-Harper Lk, Subsection 6",1.82E-4,0.091,4.336745E-4
669,"Gravel Hills-Harper Lk, Subsection 7",2.12E-4,0.106,4.6291391E-4
670,"Gravel Hills-Harper Lk, Subsection 8",2.02E-4,0.101,4.3627326E-4
671,"Gravel Hills-Harper Lk, Subsection 9",1.84E-4,0.092,4.017088E-4
672,"Gravel Hills-Harper Lk, Subsection 10",1.6E-4,0.08,3.4241754E-4
673,"Gravel Hills-Harper Lk, Subsection 11",1.3E-4,0.065,2.8714092E-4
674,"Great Valley 01, Subsection 0",4.0E-6,0.002,9.433776E-6
