Subsection Index,Subsection Name,Total Mean Annual Rate,Total 100 Year Prob
0,"Airport Lake, Subsection 0",1.2E-4,0.012
1,"Airport Lake, Subsection 1",1.5E-4,0.015
2,"Airport Lake, Subsection 2",1.9E-4,0.019
3,"Airport Lake, Subsection 3",1.7E-4,0.017
4,"Airport Lake, Subsection 4",2.0E-4,0.02
5,"Airport Lake, Subsection 5",2.0E-4,0.02
6,"Almanor 2011 CFM, Subsection 0",0.00119,0.115
7,"Almanor 2011 CFM, Subsection 1",0.00123,0.119
8,"Almanor 2011 CFM, Subsection 2",0.00103,0.102
9,"Almanor 2011 CFM, Subsection 3",9.2E-4,0.091
10,"Almanor 2011 CFM, Subsection 4",9.7E-4,0.096
11,"Almanor 2011 CFM, Subsection 5",0.00109,0.106
12,"Almanor 2011 CFM, Subsection 6",0.00101,0.098
13,"Anacapa-Dume alt 1, Subsection 0",1.3E-4,0.013
14,"Anacapa-Dume alt 1, Subsection 1",1.4E-4,0.014
15,"Anacapa-Dume alt 1, Subsection 2",1.3E-4,0.013
16,"Anacapa-Dume alt 1, Subsection 3",1.4E-4,0.014
17,"Anacapa-Dume alt 1, Subsection 4",1.2E-4,0.012
18,"Anaheim, Subsection 0",1.1E-4,0.011
19,"Anaheim, Subsection 1",1.4E-4,0.014
20,"Anaheim, Subsection 2",9.0E-5,0.009
21,"Antelope Valley 2011, Subsection 0",5.5E-4,0.055
22,"Antelope Valley 2011, Subsection 1",5.9E-4,0.059
23,"Antelope Valley 2011, Subsection 2",3.9E-4,0.039
24,"Antelope Valley 2011, Subsection 3",3.6E-4,0.036
25,"Antelope Valley 2011, Subsection 4",5.1E-4,0.05
26,"Antelope Valley 2011, Subsection 5",4.8E-4,0.047
27,"Ash Hill, Subsection 0",4.1E-4,0.04
28,"Ash Hill, Subsection 1",4.3E-4,0.042
29,"Ash Hill, Subsection 2",4.3E-4,0.043
30,"Ash Hill, Subsection 3",4.2E-4,0.042
31,"Ash Hill, Subsection 4",3.5E-4,0.035
32,"Ash Hill, Subsection 5",3.6E-4,0.036
33,"Ash Hill, Subsection 6",4.8E-4,0.047
34,"Ash Hill, Subsection 7",4.5E-4,0.044
35,"Baker, Subsection 0",8.0E-5,0.008
36,"Baker, Subsection 1",9.0E-5,0.009
37,"Baker, Subsection 2",9.0E-5,0.009
38,"Baker, Subsection 3",9.0E-5,0.009
39,"Baker, Subsection 4",8.0E-5,0.008
40,"Baker, Subsection 5",7.0E-5,0.007
41,"Baker, Subsection 6",7.0E-5,0.007
42,"Baker, Subsection 7",7.0E-5,0.007
43,"Baker, Subsection 8",8.0E-5,0.008
44,"Baker, Subsection 9",9.0E-5,0.009
