Subsection Index,Subsection Name,Total Mean Annual Rate,Total 100 Year Prob
0,"Airport Lake, Subsection 0",1.0E-4,0.01
1,"Airport Lake, Subsection 1",1.3E-4,0.013
2,"Airport Lake, Subsection 2",1.5E-4,0.015
3,"Airport Lake, Subsection 3",1.3E-4,0.013
4,"Airport Lake, Subsection 4",9.0E-5,0.009
5,"Airport Lake, Subsection 5",9.0E-5,0.009
6,"Almanor 2011 CFM, Subsection 0",3.8E-4,0.038
7,"Almanor 2011 CFM, Subsection 1",4.1E-4,0.041
8,"Almanor 2011 CFM, Subsection 2",4.2E-4,0.042
9,"Almanor 2011 CFM, Subsection 3",4.2E-4,0.042
10,"Almanor 2011 CFM, Subsection 4",4.2E-4,0.042
11,"Almanor 2011 CFM, Subsection 5",4.2E-4,0.042
12,"Almanor 2011 CFM, Subsection 6",3.5E-4,0.035
13,"Anacapa-Dume alt 1, Subsection 0",1.3E-4,0.013
14,"Anacapa-Dume alt 1, Subsection 1",1.4E-4,0.014
15,"Anacapa-Dume alt 1, Subsection 2",1.3E-4,0.013
16,"Anacapa-Dume alt 1, Subsection 3",1.4E-4,0.014
17,"Anacapa-Dume alt 1, Subsection 4",1.2E-4,0.012
18,"Anaheim, Subsection 0",2.0E-5,0.002
19,"Anaheim, Subsection 1",5.0E-5,0.005
20,"Anaheim, Subsection 2",5.0E-5,0.005
21,"Antelope Valley 2011, Subsection 0",3.0E-4,0.03
22,"Antelope Valley 2011, Subsection 1",3.4E-4,0.034
23,"Antelope Valley 2011, Subsection 2",3.8E-4,0.038
24,"Antelope Valley 2011, Subsection 3",3.5E-4,0.035
25,"Antelope Valley 2011, Subsection 4",3.0E-4,0.03
26,"Antelope Valley 2011, Subsection 5",2.7E-4,0.027
27,"Ash Hill, Subsection 0",1.9E-4,0.019
28,"Ash Hill, Subsection 1",2.1E-4,0.021
29,"Ash Hill, Subsection 2",2.4E-4,0.024
30,"Ash Hill, Subsection 3",2.7E-4,0.027
31,"Ash Hill, Subsection 4",2.7E-4,0.027
32,"Ash Hill, Subsection 5",2.7E-4,0.027
33,"Ash Hill, Subsection 6",2.1E-4,0.021
34,"Ash Hill, Subsection 7",1.8E-4,0.018
35,"Baker, Subsection 0",5.0E-5,0.005
36,"Baker, Subsection 1",6.0E-5,0.006
37,"Baker, Subsection 2",8.0E-5,0.008
38,"Baker, Subsection 3",8.0E-5,0.008
39,"Baker, Subsection 4",8.0E-5,0.008
40,"Baker, Subsection 5",7.0E-5,0.007
41,"Baker, Subsection 6",7.0E-5,0.007
42,"Baker, Subsection 7",7.0E-5,0.007
43,"Baker, Subsection 8",7.0E-5,0.007
44,"Baker, Subsection 9",7.0E-5,0.007
45,"Baker, Subsection 10",7.0E-5,0.007
46,"Baker, Subsection 11",8.0E-5,0.008
47,"Baker, Subsection 12",9.0E-5,0.009
48,"Baker, Subsection 13",9.0E-5,0.009
49,"Bartlett Springs 2011 CFM, Subsection 0",7.0E-4,0.069
50,"Bartlett Springs 2011 CFM, Subsection 1",7.3E-4,0.072
51,"Bartlett Springs 2011 CFM, Subsection 2",7.1E-4,0.07
52,"Bartlett Springs 2011 CFM, Subsection 3",7.0E-4,0.07
53,"Bartlett Springs 2011 CFM, Subsection 4",6.7E-4,0.067
54,"Bartlett Springs 2011 CFM, Subsection 5",6.3E-4,0.063
55,"Bartlett Springs 2011 CFM, Subsection 6",6.3E-4,0.063
56,"Bartlett Springs 2011 CFM, Subsection 7",6.6E-4,0.066
57,"Bartlett Springs 2011 CFM, Subsection 8",6.5E-4,0.065
58,"Bartlett Springs 2011 CFM, Subsection 9",6.6E-4,0.066
59,"Bartlett Springs 2011 CFM, Subsection 10",5.6E-4,0.056
60,"Bartlett Springs 2011 CFM, Subsection 11",5.9E-4,0.059
61,"Bartlett Springs 2011 CFM, Subsection 12",7.7E-4,0.077
62,"Bartlett Springs 2011 CFM, Subsection 13",8.3E-4,0.083
63,"Bartlett Springs 2011 CFM, Subsection 14",8.8E-4,0.088
64,"Bartlett Springs 2011 CFM, Subsection 15",9.0E-4,0.09
65,"Bartlett Springs 2011 CFM, Subsection 16",9.6E-4,0.096
66,"Bartlett Springs 2011 CFM, Subsection 17",0.00101,0.101
67,"Bartlett Springs 2011 CFM, Subsection 18",0.0011,0.11
68,"Bartlett Springs 2011 CFM, Subsection 19",0.00117,0.116
69,"Bartlett Springs 2011 CFM, Subsection 20",0.00124,0.123
70,"Bartlett Springs 2011 CFM, Subsection 21",0.00123,0.122
71,"Bartlett Springs 2011 CFM, Subsection 22",0.00113,0.112
72,"Battle Creek 2011 CFM, Subsection 0",1.1E-4,0.011
73,"Battle Creek 2011 CFM, Subsection 1",1.3E-4,0.012
74,"Battle Creek 2011 CFM, Subsection 2",1.0E-4,0.01
75,"Battle Creek 2011 CFM, Subsection 3",1.0E-4,0.01
76,"Battle Creek 2011 CFM, Subsection 4",1.0E-4,0.01
77,"Battle Creek 2011 CFM, Subsection 5",1.2E-4,0.012
78,"Battle Creek 2011 CFM, Subsection 6",1.2E-4,0.012
79,"Bear River fault zone, Subsection 0",2.7E-4,0.027
80,"Bear River fault zone, Subsection 1",2.8E-4,0.028
81,"Bear River fault zone, Subsection 2",2.7E-4,0.027
82,"Bear River fault zone, Subsection 3",2.5E-4,0.025
83,"Bear River fault zone, Subsection 4",2.3E-4,0.023
84,"Bear River fault zone, Subsection 5",2.7E-4,0.027
85,"Bear River fault zone, Subsection 6",2.6E-4,0.026
86,"Bear River fault zone, Subsection 7",2.5E-4,0.025
87,"Bear River fault zone, Subsection 8",2.3E-4,0.023
88,"Bear River fault zone, Subsection 9",2.2E-4,0.022
89,"Bear River fault zone, Subsection 10",1.8E-4,0.018
90,"Bennett Valley 2011 CFM, Subsection 0",5.3E-4,0.053
91,"Bennett Valley 2011 CFM, Subsection 1",5.5E-4,0.055
92,"Bennett Valley 2011 CFM, Subsection 2",5.5E-4,0.055
93,"Bennett Valley 2011 CFM, Subsection 3",5.3E-4,0.053
94,"Bennett Valley 2011 CFM, Subsection 4",5.3E-4,0.053
95,"Bennett Valley 2011 CFM, Subsection 5",5.2E-4,0.052
96,"Bennett Valley 2011 CFM, Subsection 6",5.0E-4,0.05
97,"Bicycle Lake, Subsection 0",3.5E-4,0.035
98,"Bicycle Lake, Subsection 1",3.5E-4,0.035
99,"Bicycle Lake, Subsection 2",2.5E-4,0.025
100,"Bicycle Lake, Subsection 3",2.5E-4,0.025
101,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 0",2.3E-4,0.023
102,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 1",2.3E-4,0.023
103,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 2",2.0E-4,0.02
104,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 3",1.8E-4,0.018
105,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 4",1.9E-4,0.019
106,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 5",1.9E-4,0.019
107,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 6",1.9E-4,0.019
108,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 7",1.9E-4,0.019
109,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 8",1.7E-4,0.017
110,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 9",1.6E-4,0.016
111,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 10",1.6E-4,0.016
112,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 11",1.5E-4,0.015
113,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 12",1.8E-4,0.018
114,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 13",2.0E-4,0.02
115,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 14",2.5E-4,0.025
116,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 15",2.8E-4,0.027
117,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 16",3.7E-4,0.037
118,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 17",3.4E-4,0.034
119,"Big Pine (Central), Subsection 0",3.0E-5,0.003
120,"Big Pine (Central), Subsection 1",3.0E-5,0.003
121,"Big Pine (Central), Subsection 2",3.0E-5,0.003
122,"Big Pine (Central), Subsection 3",2.0E-5,0.002
123,"Big Pine (Central), Subsection 4",2.0E-5,0.002
124,"Big Pine (Central), Subsection 5",0.0,0.0
125,"Big Pine (Central), Subsection 6",0.0,0.0
126,"Big Pine (East), Subsection 0",1.3E-4,0.013
127,"Big Pine (East), Subsection 1",1.3E-4,0.013
128,"Big Pine (East), Subsection 2",1.0E-4,0.01
129,"Big Pine (East), Subsection 3",1.0E-4,0.01
130,"Big Pine (West), Subsection 0",1.0E-5,0.001
131,"Big Pine (West), Subsection 1",1.0E-5,0.001
132,"Big Pine (West), Subsection 2",1.0E-5,0.001
133,"Blackwater, Subsection 0",8.0E-5,0.008
134,"Blackwater, Subsection 1",1.2E-4,0.012
135,"Blackwater, Subsection 2",1.8E-4,0.018
136,"Blackwater, Subsection 3",2.0E-4,0.02
137,"Blackwater, Subsection 4",2.6E-4,0.026
138,"Blackwater, Subsection 5",2.3E-4,0.023
139,"Blackwater, Subsection 6",2.4E-4,0.024
140,"Blackwater, Subsection 7",2.2E-4,0.022
141,"Blackwater, Subsection 8",2.2E-4,0.022
142,"Blackwater, Subsection 9",1.6E-4,0.016
143,"Blackwater, Subsection 10",1.3E-4,0.013
144,"Blue Cut, Subsection 0",2.6E-4,0.026
145,"Blue Cut, Subsection 1",2.8E-4,0.028
146,"Blue Cut, Subsection 2",3.2E-4,0.032
147,"Blue Cut, Subsection 3",3.3E-4,0.033
148,"Blue Cut, Subsection 4",3.1E-4,0.031
149,"Blue Cut, Subsection 5",3.2E-4,0.032
150,"Blue Cut, Subsection 6",3.4E-4,0.034
151,"Blue Cut, Subsection 7",3.3E-4,0.033
152,"Blue Cut, Subsection 8",3.5E-4,0.035
153,"Blue Cut, Subsection 9",3.5E-4,0.035
154,"Blue Cut, Subsection 10",3.1E-4,0.031
155,"Blue Cut, Subsection 11",3.0E-4,0.03
156,"Blue Cut, Subsection 12",2.3E-4,0.023
157,"Brawley (Seismic Zone) alt 1, Subsection 0",0.00633,0.564
158,"Brawley (Seismic Zone) alt 1, Subsection 1",0.00669,0.588
159,"Brawley (Seismic Zone) alt 1, Subsection 2",0.00693,0.599
160,"Brawley (Seismic Zone) alt 1, Subsection 3",0.00705,0.608
161,"Brawley (Seismic Zone) alt 1, Subsection 4",0.00711,0.612
162,"Brawley (Seismic Zone) alt 1, Subsection 5",0.00714,0.614
163,"Brawley (Seismic Zone) alt 1, Subsection 6",0.0072,0.617
164,"Brawley (Seismic Zone) alt 1, Subsection 7",0.00723,0.62
165,"Brawley (Seismic Zone) alt 1, Subsection 8",0.00729,0.625
166,"Brawley (Seismic Zone) alt 1, Subsection 9",0.00728,0.624
167,"Breckenridge 2011, Subsection 0",0.0,0.0
168,"Breckenridge 2011, Subsection 1",0.0,0.0
169,"Bullion Mountains, Subsection 0",2.4E-4,0.024
170,"Bullion Mountains, Subsection 1",2.5E-4,0.025
171,"Bullion Mountains, Subsection 2",2.7E-4,0.027
172,"Bullion Mountains, Subsection 3",2.8E-4,0.028
173,"Bullion Mountains, Subsection 4",2.5E-4,0.025
174,"Bullion Mountains, Subsection 5",2.5E-4,0.025
175,"Burnt Mtn, Subsection 0",4.0E-4,0.04
176,"Burnt Mtn, Subsection 1",4.0E-4,0.04
177,"Burnt Mtn, Subsection 2",4.0E-4,0.04
178,"Butano 2011 CFM, Subsection 0",8.0E-5,0.008
179,"Butano 2011 CFM, Subsection 1",8.0E-5,0.008
180,"Butano 2011 CFM, Subsection 2",1.1E-4,0.011
181,"Butano 2011 CFM, Subsection 3",1.4E-4,0.014
182,"Butano 2011 CFM, Subsection 4",1.4E-4,0.014
183,"Butano 2011 CFM, Subsection 5",1.6E-4,0.016
184,"Butano 2011 CFM, Subsection 6",1.5E-4,0.015
185,"Butano 2011 CFM, Subsection 7",1.4E-4,0.014
186,"Cady, Subsection 0",2.2E-4,0.022
187,"Cady, Subsection 1",2.5E-4,0.025
188,"Cady, Subsection 2",2.4E-4,0.024
189,"Cady, Subsection 3",2.3E-4,0.023
190,"Cady, Subsection 4",2.0E-4,0.02
191,"Calaveras (Central) 2011 CFM, Subsection 0",0.00208,0.203
192,"Calaveras (Central) 2011 CFM, Subsection 1",0.00222,0.214
193,"Calaveras (Central) 2011 CFM, Subsection 2",0.00226,0.217
194,"Calaveras (Central) 2011 CFM, Subsection 3",0.00233,0.221
195,"Calaveras (Central) 2011 CFM, Subsection 4",0.0024,0.227
196,"Calaveras (Central) 2011 CFM, Subsection 5",0.00231,0.22
197,"Calaveras (Central) 2011 CFM, Subsection 6",0.00233,0.22
198,"Calaveras (Central) 2011 CFM, Subsection 7",0.00239,0.224
199,"Calaveras (Central) 2011 CFM, Subsection 8",0.00263,0.244
200,"Calaveras (Central) 2011 CFM, Subsection 9",0.00156,0.154
201,"Calaveras (No) 2011 CFM, Subsection 0",0.00144,0.142
202,"Calaveras (No) 2011 CFM, Subsection 1",0.00147,0.145
203,"Calaveras (No) 2011 CFM, Subsection 2",0.0015,0.148
204,"Calaveras (No) 2011 CFM, Subsection 3",0.00152,0.15
205,"Calaveras (No) 2011 CFM, Subsection 4",0.00153,0.15
206,"Calaveras (No) 2011 CFM, Subsection 5",0.00163,0.159
207,"Calaveras (No) 2011 CFM, Subsection 6",0.00118,0.117
208,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 0",0.00243,0.237
209,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 1",0.00247,0.241
210,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 2",0.00243,0.237
211,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 3",0.00233,0.228
212,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 4",0.00218,0.213
213,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 5",0.00207,0.205
214,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 6",0.00147,0.145
215,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 7",0.00212,0.198
216,"Calaveras (So) - Paicines extension 2011 CFM, Subsection 8",0.00127,0.119
217,"Calaveras (So) 2011 CFM, Subsection 0",0.00255,0.247
218,"Calaveras (So) 2011 CFM, Subsection 1",0.00271,0.258
219,"Calaveras (So) 2011 CFM, Subsection 2",0.00262,0.251
220,"Calaveras (So) 2011 CFM, Subsection 3",0.00251,0.241
221,"Calaveras (So) 2011 CFM, Subsection 4",0.00231,0.224
222,"Calaveras (So) 2011 CFM, Subsection 5",0.00221,0.216
223,"Calico-Hidalgo, Subsection 0",4.9E-4,0.049
224,"Calico-Hidalgo, Subsection 1",5.2E-4,0.052
225,"Calico-Hidalgo, Subsection 2",5.6E-4,0.056
226,"Calico-Hidalgo, Subsection 3",6.0E-4,0.06
227,"Calico-Hidalgo, Subsection 4",5.8E-4,0.058
228,"Calico-Hidalgo, Subsection 5",6.0E-4,0.06
229,"Calico-Hidalgo, Subsection 6",5.8E-4,0.058
230,"Calico-Hidalgo, Subsection 7",5.8E-4,0.058
231,"Calico-Hidalgo, Subsection 8",5.9E-4,0.059
232,"Calico-Hidalgo, Subsection 9",5.8E-4,0.058
233,"Calico-Hidalgo, Subsection 10",6.0E-4,0.06
234,"Calico-Hidalgo, Subsection 11",6.2E-4,0.062
235,"Calico-Hidalgo, Subsection 12",6.2E-4,0.062
236,"Calico-Hidalgo, Subsection 13",6.1E-4,0.061
237,"Calico-Hidalgo, Subsection 14",6.3E-4,0.063
238,"Calico-Hidalgo, Subsection 15",6.2E-4,0.061
239,"Calico-Hidalgo, Subsection 16",3.7E-4,0.036
240,"Calico-Hidalgo, Subsection 17",2.9E-4,0.028
241,"Camp Rock 2011, Subsection 0",4.0E-5,0.004
242,"Camp Rock 2011, Subsection 1",1.2E-4,0.012
243,"Camp Rock 2011, Subsection 2",1.8E-4,0.018
244,"Camp Rock 2011, Subsection 3",1.9E-4,0.019
245,"Camp Rock 2011, Subsection 4",2.1E-4,0.021
246,"Camp Rock 2011, Subsection 5",2.0E-4,0.02
247,"Canada David (Detachment), Subsection 0",9.0E-5,0.009
248,"Canada David (Detachment), Subsection 1",1.2E-4,0.012
249,"Canada David (Detachment), Subsection 2",1.2E-4,0.012
250,"Carlsbad, Subsection 0",9.0E-5,0.009
251,"Carlsbad, Subsection 1",9.0E-5,0.009
252,"Carlsbad, Subsection 2",7.0E-5,0.007
253,"Carlsbad, Subsection 3",6.0E-5,0.006
254,"Carlsbad, Subsection 4",8.0E-5,0.008
255,"Carlsbad, Subsection 5",8.0E-5,0.008
256,"Carlsbad, Subsection 6",6.0E-5,0.006
257,"Carson Range (Genoa), Subsection 0",3.3E-4,0.033
258,"Carson Range (Genoa), Subsection 1",4.2E-4,0.042
259,"Carson Range (Genoa), Subsection 2",5.1E-4,0.051
260,"Carson Range (Genoa), Subsection 3",4.8E-4,0.048
261,"Carson Range (Genoa), Subsection 4",5.6E-4,0.056
262,"Carson Range (Genoa), Subsection 5",5.4E-4,0.054
263,"Carson Range (Genoa), Subsection 6",5.0E-4,0.05
264,"Casmalia 2011 CFM, Subsection 0",8.0E-5,0.008
265,"Casmalia 2011 CFM, Subsection 1",9.0E-5,0.009
266,"Casmalia 2011 CFM, Subsection 2",9.0E-5,0.009
267,"Casmalia 2011 CFM, Subsection 3",1.1E-4,0.011
268,"Casmalia 2011 CFM, Subsection 4",1.1E-4,0.011
269,"Casmalia 2011 CFM, Subsection 5",1.1E-4,0.011
270,"Casmalia 2011 CFM, Subsection 6",1.3E-4,0.013
271,"Casmalia 2011 CFM, Subsection 7",1.3E-4,0.013
272,"Cedar Mtn-Mahogany Mtn, Subsection 0",8.0E-5,0.008
273,"Cedar Mtn-Mahogany Mtn, Subsection 1",8.0E-5,0.008
