Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,738.1852,451.0,987.0,552.0,518.0,1.0,0.01696,388.26147
2.6,586.4004,355.0,788.0,439.0,410.0,1.0,0.01696,308.4107
2.7,465.7705,280.0,624.0,349.0,333.0,1.0,0.01696,244.94272
2.8,370.0582,219.0,499.0,278.0,260.0,1.0,0.01696,194.64256
2.9,293.91617,171.0,397.0,221.0,202.0,1.0,0.01696,154.61232
3.0,233.40312,133.0,315.0,176.0,169.0,1.0,0.01696,122.7968
3.1,185.39436,104.0,254.0,140.0,130.0,1.0,0.01696,97.53436
3.2,147.2412,81.0,203.0,111.0,107.0,1.0,0.01696,77.4504
3.3,116.92084,62.0,163.0,88.0,85.0,1.0,0.01696,61.51324
3.4,92.85976,48.0,131.0,70.0,67.0,1.0,0.01696,48.84776
3.5,73.72456,36.0,106.0,56.0,53.0,1.0,0.01696,38.76804
3.6,58.54584,28.0,85.0,44.0,41.0,1.0,0.01696,30.77304
3.7,46.48844,21.0,68.0,35.0,34.0,1.0,0.01696,24.4398
3.8,36.88416,15.0,55.0,28.0,27.0,1.0,0.01696,19.378
3.9,29.28688,11.0,45.0,22.0,21.0,1.0,0.01696,15.38936
4.0,23.24212,8.0,37.0,18.0,16.0,1.0,0.01696,12.21152
4.1,18.44064,6.0,31.0,14.0,13.0,0.99996,0.01696,9.69032
4.2,14.60524,4.0,25.0,11.0,10.0,0.99988,0.01696,7.67728
4.3,11.56328,3.0,21.0,9.0,7.0,0.99916,0.01696,6.07584
4.4,9.16996,2.0,17.0,7.0,6.0,0.99704,0.01696,4.82508
4.5,7.26108,1.0,14.0,5.0,5.0,0.99072,0.01696,3.822
4.6,5.73784,1.0,12.0,4.0,4.0,0.97516,0.01696,3.0244
4.7,4.53176,0.0,10.0,3.0,3.0,0.9476,0.01696,2.38788
4.8,3.57348,0.0,9.0,2.0,2.0,0.90432,0.01696,1.8828
4.9,2.82324,0.0,7.0,2.0,1.0,0.8452,0.01696,1.48748
5.0,2.2216,0.0,6.0,1.0,1.0,0.7742,0.01696,1.16656
5.1,1.74628,0.0,5.0,1.0,1.0,0.69372,0.01696,0.91828
5.2,1.36408,0.0,5.0,1.0,0.0,0.61028,0.01696,0.71964
5.3,1.06264,0.0,4.0,1.0,0.0,0.52468,0.01696,0.56068
5.4,0.81816,0.0,3.0,0.0,0.0,0.44096,0.01696,0.4314
5.5,0.626,0.0,3.0,0.0,0.0,0.35928,0.01696,0.32824
5.6,0.47088,0.0,2.0,0.0,0.0,0.28884,0.01696,0.24612
5.7,0.35228,0.0,2.0,0.0,0.0,0.22704,0.01696,0.18444
5.8,0.25336,0.0,2.0,0.0,0.0,0.17128,0.01696,0.13172
5.9,0.17632,0.0,1.0,0.0,0.0,0.1238,0.01692,0.09068
6.0,0.11576,0.0,1.0,0.0,0.0,0.08348,0.01692,0.05992
6.1,0.07036,0.0,1.0,0.0,0.0,0.05152,0.01672,0.03524
6.2,0.04336,0.0,1.0,0.0,0.0,0.03224,0.0166,0.02052
6.3,0.03036,0.0,0.0,0.0,0.0,0.02312,0.01636,0.01448
6.4,0.02284,0.0,0.0,0.0,0.0,0.01772,0.01536,0.01124
6.5,0.01932,0.0,0.0,0.0,0.0,0.01516,0.01352,0.0096
6.6,0.01636,0.0,0.0,0.0,0.0,0.01428,0.01308,0.00932
6.7,0.01476,0.0,0.0,0.0,0.0,0.0134,0.01256,0.00888
6.8,0.01392,0.0,0.0,0.0,0.0,0.01296,0.01248,0.0086
6.9,0.01308,0.0,0.0,0.0,0.0,0.01244,0.01216,0.00836
7.0,0.01264,0.0,0.0,0.0,0.0,0.01212,0.01196,0.00816
7.1,0.01224,0.0,0.0,0.0,0.0,0.01184,0.0118,0.00812
7.2,0.01184,0.0,0.0,0.0,0.0,0.01156,0.01152,0.00788
7.3,0.01096,0.0,0.0,0.0,0.0,0.01084,0.01084,0.00752
7.4,0.01076,0.0,0.0,0.0,0.0,0.01064,0.01064,0.00748
7.5,0.01052,0.0,0.0,0.0,0.0,0.01044,0.01044,0.00736
7.6,0.00992,0.0,0.0,0.0,0.0,0.00988,0.00988,0.007
7.7,0.00896,0.0,0.0,0.0,0.0,0.00892,0.00892,0.0064
7.8,0.00744,0.0,0.0,0.0,0.0,0.00744,0.00744,0.00532
7.9,0.00432,0.0,0.0,0.0,0.0,0.00432,0.00432,0.00332
8.0,0.00184,0.0,0.0,0.0,0.0,0.00184,0.00184,0.00136
8.1,3.2E-4,0.0,0.0,0.0,0.0,3.2E-4,3.2E-4,2.4E-4
8.2,1.6E-4,0.0,0.0,0.0,0.0,1.6E-4,1.6E-4,1.2E-4
8.3,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,4.0E-5
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
