Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob
2.5,2796.2075,1749.0,8144.0,2200.0,2005.0,1.0,0.3332
2.6,2221.1238,1384.0,6495.0,1746.0,1633.0,1.0,0.3332
2.7,1764.5237,1096.0,5146.0,1388.0,1263.0,1.0,0.3332
2.8,1401.5887,867.0,4106.0,1102.0,984.0,1.0,0.3332
2.9,1113.4377,685.0,3274.0,876.0,749.0,1.0,0.3332
3.0,884.4055,540.0,2594.0,697.0,670.0,1.0,0.3332
3.1,702.4967,425.0,2060.0,555.0,525.0,1.0,0.3332
3.2,557.8247,334.0,1632.0,442.0,382.0,1.0,0.3332
3.3,442.9427,262.0,1298.0,351.0,334.0,1.0,0.3332
3.4,351.8853,206.0,1034.0,279.0,262.0,1.0,0.3332
3.5,279.4325,160.0,816.0,222.0,194.0,1.0,0.3332
3.6,221.9916,125.0,652.0,176.0,160.0,1.0,0.3332
3.7,176.2027,97.0,520.0,141.0,127.0,1.0,0.3332
3.8,140.0015,75.0,411.0,112.0,95.0,1.0,0.3332
3.9,111.1705,58.0,328.0,89.0,78.0,1.0,0.3332
4.0,88.2418,45.0,260.0,71.0,61.0,1.0,0.3332
4.1,70.0721,34.0,205.0,56.0,50.0,1.0,0.3332
4.2,55.6211,26.0,165.0,45.0,39.0,1.0,0.3332
4.3,44.1675,19.0,132.0,36.0,31.0,1.0,0.3332
4.4,35.0857,15.0,104.0,28.0,26.0,1.0,0.3332
4.5,27.8132,11.0,83.0,23.0,19.0,1.0,0.3332
4.6,22.0579,8.0,67.0,18.0,14.0,1.0,0.3332
4.7,17.5188,5.0,54.0,14.0,11.0,1.0,0.3332
4.8,13.907,4.0,43.0,11.0,9.0,1.0,0.3332
4.9,11.0305,3.0,34.0,9.0,8.0,0.999,0.3332
5.0,8.7284,1.0,27.0,7.0,6.0,0.9957,0.3332
5.1,6.9326,1.0,22.0,6.0,5.0,0.9868,0.3332
5.2,5.5013,0.0,18.0,4.0,4.0,0.9689,0.3332
5.3,4.3525,0.0,14.0,3.0,3.0,0.9419,0.3332
5.4,3.4433,0.0,12.0,3.0,2.0,0.903,0.3332
5.5,2.7225,0.0,10.0,2.0,1.0,0.8521,0.3332
5.6,2.1538,0.0,8.0,2.0,1.0,0.79,0.3332
5.7,1.6934,0.0,7.0,1.0,1.0,0.7155,0.3331
5.8,1.3315,0.0,5.0,1.0,0.0,0.6363,0.3329
5.9,1.0375,0.0,4.0,1.0,0.0,0.5556,0.3235
6.0,0.8334,0.0,4.0,0.0,0.0,0.4865,0.3144
6.1,0.645,0.0,3.0,0.0,0.0,0.4081,0.2773
6.2,0.5023,0.0,3.0,0.0,0.0,0.3429,0.2489
6.3,0.3961,0.0,2.0,0.0,0.0,0.288,0.2188
6.4,0.3074,0.0,2.0,0.0,0.0,0.237,0.1874
6.5,0.235,0.0,2.0,0.0,0.0,0.1912,0.1554
6.6,0.1841,0.0,1.0,0.0,0.0,0.1551,0.1305
6.7,0.1435,0.0,1.0,0.0,0.0,0.1246,0.1067
6.8,0.1146,0.0,1.0,0.0,0.0,0.1019,0.0898
6.9,0.0874,0.0,1.0,0.0,0.0,0.0792,0.0712
7.0,0.0686,0.0,1.0,0.0,0.0,0.0636,0.0579
7.1,0.0537,0.0,1.0,0.0,0.0,0.0506,0.0469
7.2,0.0403,0.0,1.0,0.0,0.0,0.0386,0.0366
7.3,0.0321,0.0,1.0,0.0,0.0,0.0311,0.0301
7.4,0.0246,0.0,0.0,0.0,0.0,0.0238,0.0236
7.5,0.0159,0.0,0.0,0.0,0.0,0.0157,0.0157
7.6,0.0121,0.0,0.0,0.0,0.0,0.012,0.012
7.7,0.0069,0.0,0.0,0.0,0.0,0.0069,0.0069
7.8,0.0048,0.0,0.0,0.0,0.0,0.0048,0.0048
7.9,0.0029,0.0,0.0,0.0,0.0,0.0029,0.0029
8.0,0.0015,0.0,0.0,0.0,0.0,0.0015,0.0015
8.1,9.0E-4,0.0,0.0,0.0,0.0,9.0E-4,9.0E-4
8.2,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
