Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1025.1191,620.0,2820.0,783.0,680.0,1.0,0.1154,499.6851
2.6,814.3043,488.0,2233.0,621.0,566.0,1.0,0.1154,396.9014
2.7,646.8319,384.0,1783.0,494.0,449.0,1.0,0.1154,315.3
2.8,513.7656,301.0,1417.0,394.0,344.0,1.0,0.1154,250.4866
2.9,408.1232,236.0,1135.0,313.0,296.0,1.0,0.1154,198.9524
3.0,324.1541,185.0,905.0,249.0,230.0,1.0,0.1154,158.0311
3.1,257.3801,144.0,724.0,198.0,183.0,1.0,0.1154,125.4949
3.2,204.3454,112.0,571.0,158.0,152.0,1.0,0.1154,99.6578
3.3,162.2878,87.0,452.0,126.0,109.0,1.0,0.1154,79.1047
3.4,128.9162,67.0,362.0,100.0,92.0,1.0,0.1154,62.8459
3.5,102.3837,52.0,289.0,80.0,70.0,1.0,0.1154,49.9222
3.6,81.3355,39.0,227.0,63.0,58.0,1.0,0.1154,39.6911
3.7,64.5471,30.0,183.0,50.0,45.0,1.0,0.1154,31.4697
3.8,51.265,22.0,145.0,40.0,37.0,1.0,0.1154,24.9922
3.9,40.7084,17.0,116.0,32.0,28.0,1.0,0.1154,19.8592
4.0,32.3122,13.0,92.0,25.0,23.0,1.0,0.1154,15.7676
4.1,25.6452,9.0,73.0,20.0,18.0,1.0,0.1154,12.5265
4.2,20.3386,7.0,58.0,16.0,15.0,1.0,0.1154,9.9426
4.3,16.1086,5.0,46.0,13.0,11.0,1.0,0.1154,7.8734
4.4,12.7791,3.0,37.0,10.0,8.0,0.9994,0.1154,6.2507
4.5,10.1368,2.0,30.0,8.0,8.0,0.9974,0.1154,4.9551
4.6,8.0339,1.0,24.0,6.0,5.0,0.9927,0.1154,3.9207
4.7,6.3872,1.0,20.0,5.0,4.0,0.9826,0.1154,3.1246
4.8,5.0392,0.0,16.0,4.0,3.0,0.9606,0.1154,2.4706
4.9,3.9881,0.0,13.0,3.0,2.0,0.9267,0.1154,1.9609
5.0,3.1525,0.0,11.0,2.0,1.0,0.8723,0.1154,1.5483
5.1,2.501,0.0,9.0,2.0,1.0,0.8105,0.1154,1.2294
5.2,1.9769,0.0,8.0,1.0,1.0,0.7384,0.1154,0.9756
5.3,1.5626,0.0,7.0,1.0,0.0,0.6668,0.1154,0.7729
5.4,1.2219,0.0,6.0,1.0,0.0,0.5847,0.1154,0.6068
5.5,0.9599,0.0,5.0,1.0,0.0,0.505,0.1154,0.4792
5.6,0.7532,0.0,4.0,0.0,0.0,0.4315,0.1154,0.382
5.7,0.5846,0.0,3.0,0.0,0.0,0.3592,0.1154,0.2974
5.8,0.4537,0.0,3.0,0.0,0.0,0.2969,0.1154,0.2343
5.9,0.3498,0.0,2.0,0.0,0.0,0.2421,0.1108,0.1788
6.0,0.2795,0.0,2.0,0.0,0.0,0.2015,0.1078,0.1455
6.1,0.2111,0.0,2.0,0.0,0.0,0.1588,0.0926,0.1098
6.2,0.154,0.0,1.0,0.0,0.0,0.1218,0.0802,0.0804
6.3,0.118,0.0,1.0,0.0,0.0,0.0971,0.0684,0.0638
6.4,0.0902,0.0,1.0,0.0,0.0,0.0758,0.0573,0.0478
6.5,0.0689,0.0,1.0,0.0,0.0,0.0595,0.0474,0.0366
6.6,0.0542,0.0,1.0,0.0,0.0,0.0482,0.0397,0.0298
6.7,0.0423,0.0,1.0,0.0,0.0,0.0377,0.0316,0.0233
6.8,0.034,0.0,1.0,0.0,0.0,0.0307,0.0269,0.0196
6.9,0.0265,0.0,0.0,0.0,0.0,0.0241,0.0217,0.0159
7.0,0.0203,0.0,0.0,0.0,0.0,0.0188,0.0174,0.0121
7.1,0.0163,0.0,0.0,0.0,0.0,0.0155,0.0147,0.0099
7.2,0.0123,0.0,0.0,0.0,0.0,0.0118,0.0113,0.0073
7.3,0.01,0.0,0.0,0.0,0.0,0.0097,0.0095,0.0061
7.4,0.008,0.0,0.0,0.0,0.0,0.0078,0.0077,0.0048
7.5,0.0057,0.0,0.0,0.0,0.0,0.0057,0.0057,0.0031
7.6,0.0039,0.0,0.0,0.0,0.0,0.0039,0.0039,0.0025
7.7,0.002,0.0,0.0,0.0,0.0,0.002,0.002,0.0014
7.8,0.0014,0.0,0.0,0.0,0.0,0.0014,0.0014,9.0E-4
7.9,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,8.0E-4,5.0E-4
8.0,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,5.0E-4,3.0E-4
8.1,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4,2.0E-4
8.2,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
