Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob
2.5,6.6105,1.0,15.0,5.0,4.0,0.995,0.001
2.6,5.2678,1.0,12.0,4.0,4.0,0.9818,0.001
2.7,4.1828,0.0,10.0,3.0,3.0,0.9586,0.001
2.8,3.3182,0.0,9.0,3.0,2.0,0.922,0.001
2.9,2.6349,0.0,7.0,2.0,1.0,0.8708,0.001
3.0,2.0779,0.0,6.0,2.0,1.0,0.7991,0.001
3.1,1.6378,0.0,5.0,1.0,1.0,0.7192,0.001
3.2,1.308,0.0,5.0,1.0,0.0,0.6401,0.001
3.3,1.0349,0.0,4.0,1.0,0.0,0.5554,0.001
3.4,0.8206,0.0,3.0,0.0,0.0,0.4795,0.001
3.5,0.6478,0.0,3.0,0.0,0.0,0.4073,0.001
3.6,0.5132,0.0,3.0,0.0,0.0,0.3412,0.001
3.7,0.4051,0.0,2.0,0.0,0.0,0.2805,0.001
3.8,0.3198,0.0,2.0,0.0,0.0,0.2306,0.001
3.9,0.2573,0.0,2.0,0.0,0.0,0.1912,0.001
4.0,0.2023,0.0,2.0,0.0,0.0,0.1537,0.001
4.1,0.1601,0.0,1.0,0.0,0.0,0.1245,0.001
4.2,0.1301,0.0,1.0,0.0,0.0,0.1031,0.001
4.3,0.1036,0.0,1.0,0.0,0.0,0.0843,0.001
4.4,0.0826,0.0,1.0,0.0,0.0,0.0684,0.001
4.5,0.0655,0.0,1.0,0.0,0.0,0.056,0.001
4.6,0.0512,0.0,1.0,0.0,0.0,0.0439,0.001
4.7,0.0411,0.0,1.0,0.0,0.0,0.0352,0.001
4.8,0.0323,0.0,1.0,0.0,0.0,0.028,0.001
4.9,0.0257,0.0,0.0,0.0,0.0,0.023,0.001
5.0,0.0199,0.0,0.0,0.0,0.0,0.0178,0.001
5.1,0.0165,0.0,0.0,0.0,0.0,0.0147,0.001
5.2,0.0143,0.0,0.0,0.0,0.0,0.0127,0.001
5.3,0.0114,0.0,0.0,0.0,0.0,0.01,0.001
5.4,0.0088,0.0,0.0,0.0,0.0,0.0081,0.001
5.5,0.0073,0.0,0.0,0.0,0.0,0.0067,0.001
5.6,0.0058,0.0,0.0,0.0,0.0,0.0054,0.001
5.7,0.0043,0.0,0.0,0.0,0.0,0.0041,0.001
5.8,0.0036,0.0,0.0,0.0,0.0,0.0035,0.001
5.9,0.0028,0.0,0.0,0.0,0.0,0.0027,0.001
6.0,0.0023,0.0,0.0,0.0,0.0,0.0022,0.001
6.1,0.0021,0.0,0.0,0.0,0.0,0.0021,0.001
6.2,0.0018,0.0,0.0,0.0,0.0,0.0018,9.0E-4
6.3,0.0013,0.0,0.0,0.0,0.0,0.0013,7.0E-4
6.4,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,4.0E-4
6.5,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,4.0E-4
6.6,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4
6.7,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4
6.8,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,3.0E-4
6.9,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
