Parent ID,Parent Name,Total 10 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 10 Year Prob,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.0126,1.0E-4,2.0E-4,4.0E-4,0.0042,0.0126,0.0126,1.0E-4,2.0E-4,4.0E-4,0.0042,0.0126,0.0082
667,Almanor 2011 CFM,5.0E-4,0.0,0.0,0.0,1.0E-4,5.0E-4,5.0E-4,0.0,0.0,0.0,1.0E-4,5.0E-4,0.0
219,Anacapa-Dume alt 1,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
197,Anaheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,2.0E-4
845,Ash Hill,0.0019,0.0,0.0,0.0,0.001,0.0019,0.0019,0.0,0.0,0.0,0.001,0.0019,5.0E-4
881,Baker,2.0E-4,0.0,0.0,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0,0.0,1.0E-4,1.0E-4,2.0E-4,0.0
668,Bartlett Springs 2011 CFM,0.0015,0.0,0.0,0.0,1.0E-4,0.0015,0.0015,0.0,0.0,0.0,1.0E-4,0.0015,5.0E-4
669,Battle Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,6.0E-4
581,Bennett Valley 2011 CFM,8.0E-4,0.0,0.0,1.0E-4,2.0E-4,8.0E-4,8.0E-4,0.0,0.0,1.0E-4,2.0E-4,8.0E-4,3.0E-4
158,Bicycle Lake,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,1.0E-4
741,Big Lagoon - Bald Mtn 2011 CFM,6.0E-4,0.0,0.0,0.0,1.0E-4,6.0E-4,6.0E-4,0.0,0.0,0.0,1.0E-4,6.0E-4,1.0E-4
192,Big Pine (Central),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Big Pine (East),2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
200,Big Pine (West),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,9.0E-4,0.0,0.0,0.0,3.0E-4,9.0E-4,9.0E-4,0.0,0.0,0.0,3.0E-4,9.0E-4,3.0E-4
169,Blue Cut,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,3.0E-4
170,Brawley (Seismic Zone) alt 1,0.0198,0.0,0.0,2.0E-4,0.0021,0.0192,0.0198,0.0,0.0,2.0E-4,0.0021,0.0192,0.0117
541,Breckenridge 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,0.0018,0.0,0.0,1.0E-4,4.0E-4,0.0018,0.0018,0.0,0.0,1.0E-4,4.0E-4,0.0018,7.0E-4
94,Burnt Mtn,6.0E-4,0.0,0.0,0.0,1.0E-4,6.0E-4,6.0E-4,0.0,0.0,0.0,1.0E-4,6.0E-4,3.0E-4
561,Butano 2011 CFM,2.0E-4,0.0,0.0,0.0,1.0E-4,2.0E-4,2.0E-4,0.0,0.0,0.0,1.0E-4,2.0E-4,1.0E-4
165,Cady,0.0019,0.0,0.0,0.0,1.0E-4,0.0019,0.0019,0.0,0.0,0.0,1.0E-4,0.0019,0.0011
602,Calaveras (Central) 2011 CFM,0.008,1.0E-4,1.0E-4,3.0E-4,0.0011,0.0078,0.008,1.0E-4,1.0E-4,3.0E-4,0.0011,0.0078,0.0045
601,Calaveras (No) 2011 CFM,0.0033,0.0,1.0E-4,2.0E-4,8.0E-4,0.0033,0.0033,0.0,1.0E-4,2.0E-4,8.0E-4,0.0033,0.0011
621,Calaveras (So) - Paicines extension 2011 CFM,0.0078,1.0E-4,1.0E-4,4.0E-4,0.0015,0.0075,0.0078,1.0E-4,1.0E-4,4.0E-4,0.0015,0.0075,0.0039
603,Calaveras (So) 2011 CFM,0.0071,1.0E-4,1.0E-4,3.0E-4,0.0014,0.007,0.0071,1.0E-4,1.0E-4,3.0E-4,0.0014,0.007,0.0036
88,Calico-Hidalgo,0.0041,0.0,0.0,0.0,5.0E-4,0.004,0.0041,0.0,0.0,0.0,5.0E-4,0.004,0.0023
724,Camp Rock 2011,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
173,Canada David (Detachment),1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
176,Carlsbad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
670,Casmalia 2011 CFM,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0
34,Cedar Mtn-Mahogany Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Cerro Prieto,0.0314,0.0,2.0E-4,3.0E-4,0.005,0.0311,0.0314,0.0,2.0E-4,3.0E-4,0.005,0.0311,0.0179
129,Channel Islands Thrust,9.0E-4,0.0,0.0,0.0,2.0E-4,8.0E-4,9.0E-4,0.0,0.0,0.0,2.0E-4,8.0E-4,2.0E-4
214,Channel Islands Western Deep Ramp,5.0E-4,0.0,0.0,0.0,2.0E-4,5.0E-4,5.0E-4,0.0,0.0,0.0,2.0E-4,5.0E-4,2.0E-4
238,Chino alt 1,7.0E-4,0.0,0.0,0.0,2.0E-4,7.0E-4,7.0E-4,0.0,0.0,0.0,2.0E-4,7.0E-4,5.0E-4
124,Clamshell-Sawpit,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
844,Clayton,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
81,Cleghorn,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0
884,Cleghorn Lake,8.0E-4,0.0,0.0,0.0,1.0E-4,8.0E-4,8.0E-4,0.0,0.0,0.0,1.0E-4,8.0E-4,1.0E-4
883,Cleghorn Pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Collayami 2011 CFM,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
184,Compton,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
622,Concord 2011 CFM,0.0016,0.0,0.0,0.0,4.0E-4,0.0016,0.0016,0.0,0.0,0.0,4.0E-4,0.0016,6.0E-4
626,Contra Costa (Lafayette) 2011 CFM,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
633,Contra Costa Shear Zone (connector) 2011 CFM,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,2.0E-4
776,Coronado Bank alt1,6.0E-4,0.0,0.0,0.0,1.0E-4,6.0E-4,6.0E-4,0.0,0.0,0.0,1.0E-4,6.0E-4,2.0E-4
157,Coyote Canyon,0.0015,0.0,0.0,1.0E-4,1.0E-4,0.0015,0.0015,0.0,0.0,1.0E-4,1.0E-4,0.0015,1.0E-4
