Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,4460.5283,699.0,27403.0,2318.0,1180.0,1.0,0.22791767,2256.1145
2.6,3543.1538,554.0,21741.0,1841.0,958.0,1.0,0.22791767,1792.1188
2.7,2814.3062,439.0,17242.0,1463.0,761.0,1.0,0.22791767,1423.4905
2.8,2235.4365,348.0,13739.0,1163.0,590.0,1.0,0.22791767,1130.7184
2.9,1775.6421,276.0,10906.0,925.0,474.0,1.0,0.22791767,898.1725
3.0,1410.3645,218.0,8659.0,735.0,375.0,1.0,0.22791767,713.398
3.1,1120.2544,173.0,6876.0,585.0,297.0,1.0,0.22791767,566.643
3.2,889.6587,137.0,5478.0,465.0,248.0,1.0,0.22791767,450.01086
3.3,706.5544,108.0,4345.0,370.0,200.0,1.0,0.22791767,357.44208
3.4,561.13696,85.0,3441.0,294.0,152.0,1.0,0.22791767,283.9112
3.5,445.63025,67.0,2742.0,234.0,123.0,1.0,0.22791767,225.44044
3.6,353.90988,53.0,2174.0,186.0,95.0,1.0,0.22791767,179.02803
3.7,281.013,42.0,1728.0,148.0,75.0,1.0,0.22791767,142.15193
3.8,223.06453,33.0,1376.0,118.0,61.0,1.0,0.22791767,112.8404
3.9,177.09682,26.0,1093.0,94.0,50.0,1.0,0.22791767,89.60879
4.0,140.5849,20.0,869.0,74.0,38.0,1.0,0.22791767,71.12065
4.1,111.55558,15.0,686.0,59.0,35.0,1.0,0.22791767,56.4047
4.2,88.5309,12.0,545.0,47.0,23.0,1.0,0.22791767,44.782024
4.3,70.24348,9.0,434.0,37.0,24.0,1.0,0.22791767,35.53677
4.4,55.72602,7.0,343.0,30.0,16.0,0.9999001,0.22791767,28.201939
4.5,44.163467,5.0,272.0,23.0,13.0,0.9998251,0.22791767,22.358337
4.6,34.989906,4.0,216.0,19.0,10.0,0.99952537,0.22791767,17.707159
4.7,27.710482,3.0,171.0,15.0,8.0,0.99845123,0.22791767,14.027478
4.8,21.91442,2.0,134.0,12.0,8.0,0.9960282,0.22791767,11.096872
4.9,17.310276,1.0,106.0,9.0,5.0,0.99070746,0.22791767,8.760417
5.0,13.663769,1.0,83.0,7.0,4.0,0.9794165,0.22791767,6.9083233
5.1,10.7635145,0.0,66.0,6.0,3.0,0.9632544,0.22791767,5.4423213
5.2,8.469199,0.0,52.0,4.0,2.0,0.9392486,0.22791767,4.283523
5.3,6.638739,0.0,40.0,3.0,2.0,0.9043765,0.22791767,3.3617356
5.4,5.1892486,0.0,32.0,3.0,1.0,0.861211,0.22791767,2.6333184
5.5,4.035222,0.0,25.0,2.0,1.0,0.8076539,0.22791767,2.0466378
5.6,3.121128,0.0,19.0,2.0,0.0,0.7481515,0.22791767,1.5846323
