Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1605.0177,239.0,9663.0,858.0,421.0,1.0,0.10506595,1180.2749
2.6,1274.9675,190.0,7664.0,682.0,353.0,1.0,0.10506595,937.5817
2.7,1012.75635,152.0,6089.0,542.0,269.0,1.0,0.10506595,744.819
2.8,804.4378,121.0,4841.0,431.0,203.0,1.0,0.10506595,591.6028
2.9,638.9861,97.0,3844.0,342.0,173.0,1.0,0.10506595,469.92935
3.0,507.5102,76.0,3051.0,272.0,142.0,1.0,0.10506595,373.2421
3.1,403.05307,61.0,2424.0,216.0,113.0,1.0,0.10506595,296.43234
3.2,320.10715,48.0,1930.0,172.0,87.0,1.0,0.10506595,235.484
3.3,254.24455,38.0,1534.0,136.0,66.0,1.0,0.10506595,187.05199
3.4,201.96655,30.0,1223.0,108.0,51.0,1.0,0.10506595,148.585
3.5,160.38539,24.0,977.0,86.0,43.0,1.0,0.10506595,117.99673
3.6,127.37515,18.0,777.0,68.0,33.0,1.0,0.10506595,93.69577
3.7,101.13025,14.0,617.0,54.0,25.0,1.0,0.10506595,74.393036
3.8,80.283325,11.0,491.0,43.0,20.0,1.0,0.10506595,59.058205
3.9,63.742706,8.0,392.0,34.0,17.0,0.99995005,0.10506595,46.902554
4.0,50.607365,6.0,311.0,27.0,14.0,0.9999251,0.10506595,37.228092
4.1,40.15048,5.0,247.0,22.0,10.0,0.9996753,0.10506595,29.519434
4.2,31.868456,3.0,199.0,17.0,11.0,0.99910074,0.10506595,23.4387
4.3,25.279577,2.0,158.0,14.0,8.0,0.9976269,0.10506595,18.595623
4.4,20.065073,2.0,126.0,11.0,7.0,0.99487907,0.10506595,14.760442
4.5,15.901504,1.0,101.0,9.0,4.0,0.9883843,0.10506595,11.701289
4.6,12.592426,1.0,80.0,7.0,4.0,0.9786421,0.10506595,9.267886
4.7,9.974271,0.0,64.0,5.0,3.0,0.96248,0.10506595,7.3425508
4.8,7.8903627,0.0,51.0,4.0,2.0,0.93869907,0.10506595,5.8079786
4.9,6.2370105,0.0,40.0,3.0,2.0,0.90807354,0.10506595,4.590977
5.0,4.917416,0.0,31.0,3.0,1.0,0.86648184,0.10506595,3.6146333
5.1,3.8720274,0.0,25.0,2.0,1.0,0.81414866,0.10506595,2.8466728
5.2,3.048736,0.0,19.0,2.0,0.0,0.75519586,0.10506595,2.2422311
5.3,2.3953836,0.0,15.0,1.0,0.0,0.69134694,0.10506595,1.7609162
5.4,1.872477,0.0,12.0,1.0,0.0,0.6234013,0.10506595,1.378672
5.5,1.4554107,0.0,9.0,1.0,0.0,0.5521833,0.10506595,1.0720923
5.6,1.1285721,0.0,7.0,0.0,0.0,0.4836131,0.10506595,0.83280873
5.7,0.8659322,0.0,6.0,0.0,0.0,0.41634193,0.10506595,0.6411121
5.8,0.65507597,0.0,4.0,0.0,0.0,0.35146883,0.10506595,0.48591128
5.9,0.49373,0.0,3.0,0.0,0.0,0.29031774,0.10506595,0.36613208
6.0,0.37355116,0.0,3.0,0.0,0.0,0.23945843,0.104991004,0.27670363
6.1,0.27408072,0.0,2.0,0.0,0.0,0.19167167,0.09320044,0.20436151
6.2,0.17808254,0.0,2.0,0.0,0.0,0.13726519,0.073441245,0.13289368
6.3,0.13566646,0.0,1.0,0.0,0.0,0.11011191,0.06404876,0.10171863
6.4,0.10236811,0.0,1.0,0.0,0.0,0.08698042,0.055455636,0.07696343
6.5,0.07823741,0.0,1.0,0.0,0.0,0.068370305,0.04828637,0.059052758
6.6,0.066296965,0.0,1.0,0.0,0.0,0.0597522,0.04478917,0.051283974
6.7,0.054731216,0.0,1.0,0.0,0.0,0.050134894,0.039718226,0.042790767
6.8,0.044764187,0.0,1.0,0.0,0.0,0.041666668,0.03452238,0.035121903
6.9,0.034347523,0.0,1.0,0.0,0.0,0.03294864,0.02870204,0.027378097
7.0,0.026204037,0.0,1.0,0.0,0.0,0.025579536,0.023031576,0.021158073
7.1,0.021707634,0.0,0.0,0.0,0.0,0.021382894,0.019959033,0.017486012
7.2,0.016212031,0.0,0.0,0.0,0.0,0.01608713,0.01526279,0.0130145885
7.3,0.011315947,0.0,0.0,0.0,0.0,0.011241008,0.010841327,0.008942845
7.4,0.009742206,0.0,0.0,0.0,0.0,0.009692246,0.009517387,0.007793765
7.5,0.0074190646,0.0,0.0,0.0,0.0,0.0073940847,0.007319145,0.0061700637
7.6,0.0037719824,0.0,0.0,0.0,0.0,0.0037719824,0.0037470025,0.003072542
7.7,0.0010241807,0.0,0.0,0.0,0.0,0.0010241807,0.0010241807,7.743805E-4
7.8,6.994404E-4,0.0,0.0,0.0,0.0,6.994404E-4,6.994404E-4,4.996003E-4
7.9,3.7470023E-4,0.0,0.0,0.0,0.0,3.7470023E-4,3.7470023E-4,1.9984013E-4
8.0,2.4980016E-4,0.0,0.0,0.0,0.0,2.4980016E-4,2.4980016E-4,9.9920064E-5
8.1,2.4980016E-5,0.0,0.0,0.0,0.0,2.4980016E-5,2.4980016E-5,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
