Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,380.0,742.45135,674.0,634.0,468.0,3854.0,554.0,601.0,839.0,1463.0
2.65,297.0,589.8267,536.0,492.0,371.0,3083.0,438.0,477.0,668.0,1160.0
2.75,302.0,468.44608,426.0,405.0,283.0,2361.0,345.0,378.0,531.0,925.0
2.85,211.0,372.02805,339.0,315.0,219.0,1905.0,272.0,299.0,423.0,735.0
2.95,132.0,295.6275,270.0,256.0,167.0,1549.0,214.0,237.0,336.0,583.0
3.05,136.0,234.83075,214.0,198.0,124.0,1219.0,168.0,188.0,268.0,464.0
3.15,111.0,186.41064,170.0,160.0,102.0,1002.0,132.0,148.0,213.0,369.0
3.25,103.0,148.13599,136.0,130.0,79.0,788.0,103.0,117.0,170.0,293.0
3.35,94.0,117.70873,108.0,99.0,54.0,646.0,80.0,92.0,136.0,233.0
3.45,105.0,93.4862,86.0,82.0,40.0,458.0,62.0,73.0,109.0,186.0
3.55,94.0,74.24684,68.0,66.0,29.0,372.0,48.0,57.0,87.0,148.0
3.65,66.0,59.01133,55.0,52.0,21.0,311.0,37.0,45.0,70.0,118.0
3.75,29.0,46.84767,43.0,41.0,15.0,260.0,28.0,35.0,56.0,94.0
3.85,31.0,37.20276,35.0,33.0,8.0,190.0,21.0,27.0,45.0,75.0
3.95,27.0,29.54553,27.0,25.0,7.0,160.0,16.0,21.0,36.0,59.0
4.05,20.0,23.48486,22.0,21.0,4.0,114.0,12.0,16.0,29.0,48.0
4.15,13.0,18.64696,17.0,16.0,2.0,102.0,9.0,13.0,24.0,38.0
4.25,6.0,14.82071,14.0,13.0,0.0,75.0,6.0,10.0,19.0,30.0
4.35,9.0,11.75542,11.0,10.0,0.0,72.0,5.0,7.0,16.0,25.0
4.45,6.0,9.36434,9.0,8.0,0.0,50.0,3.0,6.0,13.0,20.0
4.55,10.0,7.43121,7.0,6.0,0.0,44.0,2.0,4.0,10.0,16.0
4.65,6.0,5.89158,5.0,5.0,0.0,33.0,1.0,3.0,9.0,13.0
4.75,3.0,4.67699,4.0,4.0,0.0,31.0,1.0,2.0,7.0,11.0
4.85,5.0,3.72598,3.0,3.0,0.0,23.0,0.0,2.0,6.0,9.0
