Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,4147.44,2954.0,10502.0,3578.0,3405.0,1.0,0.25361,2085.5283
2.6,3294.326,2341.0,8341.0,2844.0,2717.0,1.0,0.25361,1656.5187
2.7,2616.6418,1854.0,6622.0,2259.0,2060.0,1.0,0.25361,1315.7227
2.8,2078.369,1468.0,5249.0,1795.0,1649.0,1.0,0.25361,1045.0321
2.9,1650.865,1161.0,4170.0,1427.0,1315.0,1.0,0.25361,830.108
3.0,1311.2234,918.0,3320.0,1133.0,1035.0,1.0,0.25361,659.34686
3.1,1041.4047,724.0,2633.0,901.0,888.0,1.0,0.25361,523.6419
3.2,827.2383,572.0,2094.0,716.0,665.0,1.0,0.25361,415.97607
3.3,657.0279,451.0,1664.0,569.0,525.0,1.0,0.25361,330.3945
3.4,521.7773,355.0,1320.0,453.0,429.0,1.0,0.25361,262.3592
3.5,414.37918,279.0,1049.0,360.0,341.0,1.0,0.25361,208.35338
3.6,329.07193,218.0,833.0,286.0,273.0,1.0,0.25361,165.46123
3.7,261.28653,170.0,663.0,228.0,211.0,1.0,0.25361,131.37582
3.8,207.44781,133.0,528.0,181.0,168.0,1.0,0.25361,104.30838
3.9,164.69572,103.0,419.0,144.0,134.0,1.0,0.25361,82.8312
4.0,130.75314,80.0,334.0,114.0,105.0,1.0,0.25361,65.75963
4.1,103.77797,62.0,265.0,91.0,82.0,1.0,0.25361,52.19716
4.2,82.3564,47.0,211.0,72.0,66.0,1.0,0.25361,41.42427
4.3,65.33129,36.0,167.0,57.0,54.0,1.0,0.25361,32.8646
4.4,51.82964,27.0,133.0,46.0,40.0,1.0,0.25361,26.07507
4.5,41.07514,21.0,105.0,36.0,34.0,1.0,0.25361,20.66375
4.6,32.53875,15.0,83.0,29.0,25.0,1.0,0.25361,16.37207
4.7,25.76487,11.0,67.0,23.0,21.0,1.0,0.25361,12.96452
4.8,20.39453,8.0,53.0,18.0,16.0,1.0,0.25361,10.25963
4.9,16.11236,6.0,42.0,14.0,12.0,0.99997,0.25361,8.10726
5.0,12.7216,4.0,34.0,11.0,10.0,0.99988,0.25361,6.4023
5.1,10.02273,3.0,27.0,9.0,7.0,0.99904,0.25361,5.04636
5.2,7.88424,2.0,22.0,7.0,6.0,0.99624,0.25361,3.96944
5.3,6.18617,1.0,18.0,5.0,4.0,0.98822,0.25361,3.11616
5.4,4.83299,0.0,14.0,4.0,3.0,0.97074,0.25361,2.43351
5.5,3.76323,0.0,12.0,3.0,2.0,0.93925,0.25361,1.89591
5.6,2.91504,0.0,9.0,2.0,2.0,0.89061,0.2536,1.46795
5.7,2.23951,0.0,8.0,2.0,1.0,0.82218,0.2536,1.12754
5.8,1.7037,0.0,6.0,1.0,1.0,0.7384,0.2536,0.85724
5.9,1.28181,0.0,5.0,1.0,0.0,0.64253,0.25347,0.6468
6.0,0.98401,0.0,4.0,1.0,0.0,0.55043,0.25335,0.49143
6.1,0.71563,0.0,3.0,0.0,0.0,0.4491,0.21883,0.36393
6.2,0.47175,0.0,3.0,0.0,0.0,0.33191,0.17303,0.24139
6.3,0.35385,0.0,2.0,0.0,0.0,0.26507,0.14783,0.18288
6.4,0.26915,0.0,2.0,0.0,0.0,0.20864,0.12787,0.13657
6.5,0.20619,0.0,2.0,0.0,0.0,0.16556,0.11136,0.10515
6.6,0.16776,0.0,1.0,0.0,0.0,0.14193,0.10288,0.08944
6.7,0.13648,0.0,1.0,0.0,0.0,0.118,0.08996,0.07346
6.8,0.10882,0.0,1.0,0.0,0.0,0.09745,0.07805,0.06016
6.9,0.08315,0.0,1.0,0.0,0.0,0.07723,0.06441,0.04681
7.0,0.06395,0.0,1.0,0.0,0.0,0.06078,0.05281,0.03604
7.1,0.05333,0.0,1.0,0.0,0.0,0.05148,0.04679,0.02999
7.2,0.04,0.0,1.0,0.0,0.0,0.03882,0.0362,0.02204
7.3,0.02842,0.0,1.0,0.0,0.0,0.02768,0.02636,0.01541
7.4,0.02517,0.0,0.0,0.0,0.0,0.02462,0.02404,0.01375
7.5,0.01925,0.0,0.0,0.0,0.0,0.01893,0.01874,0.01054
7.6,0.0103,0.0,0.0,0.0,0.0,0.01014,0.01006,0.00575
7.7,0.00324,0.0,0.0,0.0,0.0,0.0032,0.00316,0.00174
7.8,0.00206,0.0,0.0,0.0,0.0,0.00205,0.00204,0.0011
7.9,0.0012,0.0,0.0,0.0,0.0,0.0012,0.0012,6.3E-4
8.0,4.4E-4,0.0,0.0,0.0,0.0,4.4E-4,4.4E-4,2.4E-4
8.1,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,4.0E-5
8.2,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
