Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,2980.6904,2040.0,6279.0,2532.0,2283.0,1.0,0.07956,1472.9938
2.6,2367.6257,1615.0,4985.0,2011.0,1791.0,1.0,0.07956,1170.0088
2.7,1880.6866,1281.0,3969.0,1598.0,1452.0,1.0,0.07956,929.39746
2.8,1493.9025,1013.0,3156.0,1270.0,1162.0,1.0,0.07956,738.2698
2.9,1186.6716,801.0,2501.0,1010.0,929.0,1.0,0.07956,586.45514
3.0,942.4881,631.0,1984.0,803.0,727.0,1.0,0.07956,465.8395
3.1,748.62366,498.0,1582.0,638.0,578.0,1.0,0.07956,370.01053
3.2,594.5384,392.0,1255.0,507.0,455.0,1.0,0.07956,293.8303
3.3,472.14584,308.0,995.0,403.0,357.0,1.0,0.07956,233.369
3.4,374.90063,242.0,791.0,321.0,301.0,1.0,0.07956,185.29544
3.5,297.7481,189.0,628.0,255.0,232.0,1.0,0.07956,147.1998
3.6,236.43164,148.0,502.0,203.0,188.0,1.0,0.07956,116.88812
3.7,187.806,115.0,401.0,162.0,150.0,1.0,0.07956,92.89432
3.8,149.11288,90.0,318.0,128.0,123.0,1.0,0.07956,73.75688
3.9,118.41464,69.0,253.0,102.0,88.0,1.0,0.07956,58.59292
4.0,93.98872,53.0,203.0,81.0,73.0,1.0,0.07956,46.47284
4.1,74.54612,41.0,161.0,65.0,58.0,1.0,0.07956,36.86104
4.2,59.16792,31.0,129.0,51.0,50.0,1.0,0.07956,29.26072
4.3,46.95876,23.0,102.0,41.0,36.0,1.0,0.07956,23.2292
4.4,37.25744,18.0,83.0,32.0,28.0,1.0,0.07956,18.44736
4.5,29.56184,13.0,66.0,26.0,24.0,1.0,0.07956,14.6258
4.6,23.43812,9.0,53.0,20.0,19.0,1.0,0.07956,11.59788
4.7,18.57144,7.0,43.0,16.0,13.0,1.0,0.07956,9.19364
4.8,14.69376,5.0,35.0,13.0,11.0,0.99996,0.07956,7.27608
4.9,11.65912,3.0,28.0,10.0,9.0,0.99952,0.07956,5.77064
5.0,9.21408,2.0,23.0,8.0,7.0,0.99808,0.07956,4.5566
5.1,7.28984,1.0,19.0,6.0,5.0,0.99256,0.07956,3.60744
5.2,5.75848,1.0,16.0,5.0,4.0,0.98156,0.07956,2.8506
5.3,4.53952,0.0,13.0,4.0,3.0,0.95988,0.07956,2.2488
5.4,3.56504,0.0,11.0,3.0,2.0,0.92372,0.07956,1.76656
5.5,2.78912,0.0,9.0,2.0,1.0,0.87084,0.07956,1.37992
5.6,2.17196,0.0,8.0,2.0,1.0,0.79964,0.07956,1.0726
5.7,1.68636,0.0,6.0,1.0,1.0,0.71848,0.07956,0.83188
5.8,1.30356,0.0,5.0,1.0,0.0,0.63172,0.07956,0.64076
5.9,1.00572,0.0,4.0,1.0,0.0,0.54488,0.07944,0.49088
6.0,0.79348,0.0,4.0,0.0,0.0,0.469,0.07932,0.38848
6.1,0.63772,0.0,3.0,0.0,0.0,0.4064,0.07864,0.31148
6.2,0.50504,0.0,3.0,0.0,0.0,0.33996,0.0756,0.24508
6.3,0.3908,0.0,2.0,0.0,0.0,0.27648,0.07056,0.18768
6.4,0.27104,0.0,2.0,0.0,0.0,0.2088,0.04824,0.13204
6.5,0.18484,0.0,2.0,0.0,0.0,0.15096,0.02764,0.09092
6.6,0.13536,0.0,1.0,0.0,0.0,0.11424,0.02572,0.06444
6.7,0.09336,0.0,1.0,0.0,0.0,0.08172,0.01816,0.04436
6.8,0.06644,0.0,1.0,0.0,0.0,0.05944,0.01656,0.0314
6.9,0.04664,0.0,1.0,0.0,0.0,0.04284,0.01484,0.02084
7.0,0.03296,0.0,1.0,0.0,0.0,0.03064,0.01316,0.01408
7.1,0.02348,0.0,0.0,0.0,0.0,0.0222,0.01196,0.00936
7.2,0.01684,0.0,0.0,0.0,0.0,0.01612,0.01052,0.00664
7.3,0.01156,0.0,0.0,0.0,0.0,0.01116,0.00828,0.00432
7.4,0.0086,0.0,0.0,0.0,0.0,0.00836,0.00744,0.00284
7.5,0.00684,0.0,0.0,0.0,0.0,0.0066,0.00644,0.00216
7.6,0.00612,0.0,0.0,0.0,0.0,0.006,0.00592,0.0018
7.7,0.00564,0.0,0.0,0.0,0.0,0.0056,0.0056,0.00168
7.8,0.00524,0.0,0.0,0.0,0.0,0.0052,0.0052,0.00156
7.9,0.0026,0.0,0.0,0.0,0.0,0.0026,0.0026,8.0E-4
8.0,0.0014,0.0,0.0,0.0,0.0,0.0014,0.0014,4.4E-4
8.1,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4,1.2E-4
8.2,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4,8.0E-5
8.3,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,4.0E-5
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
