Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,71.0,148.26672,127.0,116.0,57.0,2102.0,95.0,109.0,166.0,346.0
2.65,49.0,117.74853,101.0,97.0,52.0,1755.0,74.0,86.0,133.0,273.0
2.75,47.0,93.50664,81.0,75.0,35.0,1391.0,57.0,68.0,106.0,218.0
2.85,27.0,74.28138,64.0,59.0,26.0,1075.0,44.0,53.0,85.0,172.0
2.95,24.0,59.00782,51.0,48.0,20.0,868.0,34.0,42.0,68.0,138.0
3.05,14.0,46.87133,41.0,38.0,12.0,688.0,26.0,33.0,54.0,109.0
3.15,11.0,37.19807,32.0,30.0,9.0,537.0,20.0,25.0,44.0,87.0
3.25,12.0,29.5623,26.0,25.0,3.0,449.0,15.0,20.0,35.0,70.0
3.35,8.0,23.52052,21.0,19.0,3.0,339.0,11.0,15.0,28.0,56.0
3.45,12.0,18.63846,16.0,15.0,1.0,270.0,8.0,12.0,23.0,44.0
3.55,13.0,14.82732,13.0,12.0,0.0,230.0,6.0,9.0,19.0,36.0
3.65,3.0,11.75296,10.0,9.0,0.0,164.0,4.0,7.0,15.0,28.0
3.75,3.0,9.3484,8.0,8.0,0.0,135.0,3.0,5.0,12.0,23.0
3.85,1.0,7.4231,7.0,6.0,0.0,115.0,2.0,4.0,10.0,19.0
3.95,5.0,5.8994,5.0,4.0,0.0,97.0,1.0,3.0,8.0,15.0
4.05,0.0,4.68427,4.0,3.0,0.0,70.0,1.0,2.0,7.0,12.0
4.15,0.0,3.71891,3.0,3.0,0.0,61.0,0.0,1.0,6.0,10.0
4.25,0.0,2.95486,3.0,2.0,0.0,47.0,0.0,1.0,5.0,8.0
4.35,1.0,2.35285,2.0,1.0,0.0,42.0,0.0,1.0,4.0,7.0
4.45,0.0,1.86324,2.0,1.0,0.0,30.0,0.0,0.0,3.0,6.0
4.55,0.0,1.48688,1.0,1.0,0.0,26.0,0.0,0.0,3.0,5.0
4.65,0.0,1.17827,1.0,0.0,0.0,21.0,0.0,0.0,2.0,4.0
4.75,0.0,0.93744,1.0,0.0,0.0,18.0,0.0,0.0,2.0,4.0
4.85,0.0,0.74049,0.0,0.0,0.0,16.0,0.0,0.0,2.0,3.0
4.95,0.0,0.58693,0.0,0.0,0.0,17.0,0.0,0.0,1.0,3.0
5.05,1.0,0.46765,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0
5.15,0.0,0.37189,0.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0
5.25,0.0,0.29384,0.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0
5.35,0.0,0.2355,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
5.45,0.0,0.187,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0
5.55,0.0,0.14796,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
5.65,0.0,0.1168,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
5.75,0.0,0.09311,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
5.85,0.0,0.07278,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
5.95,0.0,0.05142,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.05,0.0,0.04626,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.15,0.0,0.0389,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.25,0.0,0.02478,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
