Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,378.0,925.64136,786.0,729.0,532.0,11674.0,629.0,688.0,1039.0,2221.0
2.6,286.0,735.20856,625.0,587.0,407.0,9306.0,496.0,545.0,826.0,1764.0
2.7,224.0,583.95557,497.0,453.0,319.0,7368.0,391.0,431.0,658.0,1403.0
2.8,168.0,463.83768,395.0,369.0,244.0,5817.0,307.0,341.0,523.0,1118.0
2.9,136.0,368.40826,314.0,286.0,195.0,4660.0,241.0,270.0,417.0,888.0
3.0,108.0,292.61902,250.0,234.0,145.0,3681.0,189.0,213.0,332.0,705.0
3.1,87.0,232.38397,199.0,184.0,97.0,2931.0,147.0,168.0,265.0,560.0
3.2,73.0,184.59059,158.0,146.0,73.0,2339.0,115.0,133.0,211.0,447.0
3.3,57.0,146.62221,126.0,116.0,55.0,1845.0,89.0,104.0,168.0,354.0
3.4,47.0,116.41057,100.0,93.0,45.0,1475.0,69.0,82.0,135.0,282.0
3.5,32.0,92.45311,80.0,74.0,32.0,1175.0,53.0,64.0,108.0,225.0
3.6,17.0,73.41177,63.0,58.0,25.0,927.0,41.0,50.0,86.0,179.0
3.7,14.0,58.30486,50.0,47.0,16.0,746.0,31.0,39.0,69.0,143.0
3.8,10.0,46.2984,40.0,37.0,10.0,604.0,23.0,31.0,56.0,114.0
3.9,8.0,36.766,32.0,30.0,6.0,484.0,18.0,24.0,45.0,91.0
4.0,4.0,29.18538,25.0,23.0,5.0,393.0,13.0,18.0,36.0,73.0
4.1,3.0,23.17395,20.0,18.0,2.0,321.0,9.0,14.0,29.0,59.0
4.2,3.0,18.39709,16.0,14.0,1.0,252.0,7.0,11.0,24.0,47.0
4.3,3.0,14.60174,13.0,11.0,0.0,204.0,5.0,8.0,19.0,38.0
4.4,1.0,11.57298,10.0,8.0,0.0,157.0,3.0,6.0,16.0,31.0
4.5,1.0,9.17721,8.0,7.0,0.0,131.0,2.0,4.0,13.0,25.0
4.6,1.0,7.27126,6.0,5.0,0.0,102.0,1.0,3.0,10.0,20.0
4.7,1.0,5.75745,5.0,4.0,0.0,83.0,1.0,2.0,9.0,17.0
4.8,1.0,4.55228,4.0,3.0,0.0,71.0,0.0,2.0,7.0,14.0
4.9,0.0,3.59896,3.0,2.0,0.0,57.0,0.0,1.0,6.0,11.0
5.0,0.0,2.84323,2.0,1.0,0.0,43.0,0.0,1.0,5.0,9.0
5.1,0.0,2.24258,2.0,1.0,0.0,36.0,0.0,0.0,4.0,8.0
5.2,0.0,1.76451,1.0,1.0,0.0,32.0,0.0,0.0,3.0,7.0
5.3,0.0,1.38707,1.0,0.0,0.0,27.0,0.0,0.0,3.0,6.0
5.4,0.0,1.08604,1.0,0.0,0.0,19.0,0.0,0.0,2.0,5.0
5.5,0.0,0.84568,0.0,0.0,0.0,18.0,0.0,0.0,2.0,4.0
5.6,0.0,0.65565,0.0,0.0,0.0,14.0,0.0,0.0,1.0,3.0
5.7,0.0,0.50589,0.0,0.0,0.0,13.0,0.0,0.0,1.0,3.0
5.8,0.0,0.38586,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0
5.9,0.0,0.29261,0.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0
6.0,0.0,0.22664,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0
6.1,0.0,0.16682,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
6.2,0.0,0.11782,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
