Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.41180977,0.53224635,0.33939394
6.1,0.41180977,0.53224635,0.33939394
6.2,0.41180977,0.53224635,0.33939394
6.3,0.41180977,0.53224635,0.33939394
6.4,0.36651555,0.49247965,0.310101
6.5,0.36651555,0.49247965,0.310101
