Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,3212.3174,391.0,13532.0,1893.0,839.0,1.0,0.18938874,1899.6514
2.6,2551.4495,311.0,10744.0,1505.0,521.0,1.0,0.18938874,1508.7382
2.7,2026.6143,249.0,8522.0,1198.0,510.0,1.0,0.18938874,1198.4507
2.8,1609.9214,199.0,6823.0,952.0,371.0,1.0,0.18938874,952.0212
2.9,1278.848,158.0,5396.0,756.0,286.0,1.0,0.18938874,756.214
3.0,1015.7977,126.0,4305.0,600.0,241.0,1.0,0.18938874,600.6442
3.1,806.8567,100.0,3413.0,477.0,170.0,1.0,0.18938874,477.16705
3.2,640.90753,80.0,2707.0,379.0,135.0,1.0,0.18938874,378.98123
3.3,508.95557,63.0,2159.0,302.0,119.0,1.0,0.18938874,300.96054
3.4,404.1781,50.0,1708.0,240.0,95.0,1.0,0.18938874,239.02493
3.5,321.0114,40.0,1359.0,190.0,75.0,1.0,0.18938874,189.8388
3.6,254.94952,31.0,1082.0,151.0,51.0,1.0,0.18938874,150.79198
3.7,202.4411,24.0,859.0,120.0,41.0,1.0,0.18938874,119.75914
3.8,160.73682,19.0,680.0,96.0,32.0,1.0,0.18938874,95.123886
3.9,127.59615,14.0,543.0,76.0,27.0,1.0,0.18938874,75.51301
4.0,101.32984,11.0,435.0,60.0,21.0,1.0,0.18938874,59.981113
4.1,80.46141,8.0,345.0,48.0,17.0,0.9999571,0.18938874,47.632812
4.2,63.87732,6.0,275.0,38.0,14.0,0.9998283,0.18938874,37.820312
4.3,50.717678,5.0,219.0,31.0,10.0,0.999442,0.18938874,30.018244
4.4,40.2066,4.0,175.0,24.0,11.0,0.99871224,0.18938874,23.798334
4.5,31.856413,2.0,140.0,19.0,6.0,0.99708104,0.18938874,18.869034
4.6,25.22021,2.0,111.0,15.0,5.0,0.99446255,0.18938874,14.920373
4.7,19.967806,1.0,88.0,12.0,5.0,0.9892256,0.18938874,11.814861
4.8,15.80765,1.0,70.0,10.0,3.0,0.98012537,0.18938874,9.356756
4.9,12.500086,0.0,55.0,8.0,3.0,0.9676339,0.18938874,7.3978796
5.0,9.867102,0.0,44.0,6.0,2.0,0.94870365,0.18938874,5.8434496
5.1,7.781164,0.0,35.0,5.0,2.0,0.9220038,0.18938874,4.6095037
