Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,5652.9297,3655.0,16648.0,4620.0,4163.0,1.0,0.35798,2382.8567
2.6,4490.214,2898.0,13223.0,3670.0,3266.0,1.0,0.35798,1892.79
2.7,3566.5305,2297.0,10502.0,2915.0,2549.0,1.0,0.35798,1503.3638
2.8,2832.7292,1820.0,8340.0,2317.0,2110.0,1.0,0.35798,1194.0804
2.9,2250.0596,1442.0,6621.0,1841.0,1742.0,1.0,0.35798,948.5129
3.0,1787.2925,1141.0,5259.0,1463.0,1260.0,1.0,0.35798,753.4423
3.1,1419.7018,902.0,4181.0,1163.0,1051.0,1.0,0.35798,598.5051
3.2,1127.638,712.0,3320.0,925.0,831.0,1.0,0.35798,475.37836
3.3,895.6535,562.0,2635.0,735.0,655.0,1.0,0.35798,377.6081
3.4,711.29004,443.0,2094.0,584.0,528.0,1.0,0.35798,299.876
3.5,564.87897,348.0,1660.0,465.0,428.0,1.0,0.35798,238.15797
3.6,448.5971,274.0,1320.0,369.0,332.0,1.0,0.35798,189.1153
3.7,356.24,215.0,1047.0,294.0,271.0,1.0,0.35798,150.17117
3.8,282.8637,168.0,831.0,234.0,214.0,1.0,0.35798,119.25879
3.9,224.58942,131.0,660.0,186.0,168.0,1.0,0.35798,94.68819
4.0,178.30016,102.0,524.0,148.0,135.0,1.0,0.35798,75.17679
4.1,141.54758,79.0,417.0,117.0,106.0,1.0,0.35798,59.68751
4.2,112.33492,61.0,331.0,93.0,82.0,1.0,0.35798,47.37016
4.3,89.14774,47.0,262.0,74.0,68.0,1.0,0.35798,37.5969
4.4,70.71702,36.0,208.0,59.0,50.0,1.0,0.35798,29.82253
4.5,56.0638,27.0,166.0,47.0,42.0,1.0,0.35798,23.64189
4.6,44.42962,20.0,131.0,37.0,33.0,1.0,0.35798,18.74275
4.7,35.20074,15.0,104.0,29.0,25.0,1.0,0.35798,14.84945
4.8,27.86469,11.0,83.0,23.0,20.0,1.0,0.35798,11.75393
4.9,22.03744,8.0,66.0,18.0,16.0,1.0,0.35798,9.30395
5.0,17.42025,6.0,53.0,15.0,13.0,0.99998,0.35798,7.35949
5.1,13.73944,4.0,42.0,11.0,9.0,0.99985,0.35798,5.80629
5.2,10.81829,3.0,33.0,9.0,7.0,0.99894,0.35798,4.57593
5.3,8.50667,2.0,26.0,7.0,6.0,0.99586,0.35798,3.59757
5.4,6.65499,1.0,21.0,5.0,4.0,0.98773,0.35798,2.82101
5.5,5.18357,0.0,17.0,4.0,3.0,0.96987,0.35798,2.19885
5.6,4.02257,0.0,13.0,3.0,2.0,0.93791,0.35798,1.71051
5.7,3.09867,0.0,11.0,2.0,2.0,0.88846,0.35798,1.32003
5.8,2.36481,0.0,9.0,2.0,1.0,0.81925,0.35797,1.0094
5.9,1.78575,0.0,7.0,1.0,1.0,0.73572,0.35786,0.76372
6.0,1.39137,0.0,6.0,1.0,0.0,0.65136,0.35773,0.59154
6.1,1.0247,0.0,5.0,1.0,0.0,0.55158,0.3121,0.44764
6.2,0.67799,0.0,3.0,0.0,0.0,0.42144,0.24537,0.29805
6.3,0.51511,0.0,3.0,0.0,0.0,0.34794,0.21288,0.2309
6.4,0.39563,0.0,3.0,0.0,0.0,0.27842,0.18265,0.1755
6.5,0.30596,0.0,2.0,0.0,0.0,0.22594,0.15912,0.13732
6.6,0.24494,0.0,2.0,0.0,0.0,0.19392,0.14493,0.11565
6.7,0.19907,0.0,2.0,0.0,0.0,0.1627,0.1276,0.09568
6.8,0.15971,0.0,1.0,0.0,0.0,0.13736,0.11353,0.07994
6.9,0.12377,0.0,1.0,0.0,0.0,0.11155,0.09557,0.06447
7.0,0.09961,0.0,1.0,0.0,0.0,0.09255,0.08241,0.053
7.1,0.0852,0.0,1.0,0.0,0.0,0.08075,0.07461,0.0457
7.2,0.06633,0.0,1.0,0.0,0.0,0.06355,0.0602,0.03527
7.3,0.04722,0.0,1.0,0.0,0.0,0.04567,0.04397,0.02496
7.4,0.04119,0.0,1.0,0.0,0.0,0.04019,0.03943,0.022
7.5,0.0322,0.0,1.0,0.0,0.0,0.03157,0.03133,0.01701
7.6,0.01683,0.0,0.0,0.0,0.0,0.01666,0.01664,0.00931
7.7,0.00566,0.0,0.0,0.0,0.0,0.00563,0.00561,0.00304
7.8,0.00353,0.0,0.0,0.0,0.0,0.00353,0.00353,0.00205
7.9,0.00204,0.0,0.0,0.0,0.0,0.00204,0.00204,0.00116
8.0,6.7E-4,0.0,0.0,0.0,0.0,6.7E-4,6.7E-4,4.0E-4
8.1,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,3.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
