Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob
2.5,0.268,0.0,2.0,0.0,0.0,0.2115,0.0
2.6,0.2143,0.0,1.0,0.0,0.0,0.1732,0.0
2.7,0.1709,0.0,1.0,0.0,0.0,0.1411,0.0
2.8,0.1376,0.0,1.0,0.0,0.0,0.115,0.0
2.9,0.1066,0.0,1.0,0.0,0.0,0.0901,0.0
3.0,0.0857,0.0,1.0,0.0,0.0,0.0737,0.0
3.1,0.0672,0.0,1.0,0.0,0.0,0.0583,0.0
3.2,0.0524,0.0,1.0,0.0,0.0,0.0459,0.0
3.3,0.0415,0.0,1.0,0.0,0.0,0.0373,0.0
3.4,0.0311,0.0,1.0,0.0,0.0,0.0281,0.0
3.5,0.0242,0.0,0.0,0.0,0.0,0.022,0.0
3.6,0.019,0.0,0.0,0.0,0.0,0.0175,0.0
3.7,0.0158,0.0,0.0,0.0,0.0,0.0144,0.0
3.8,0.0118,0.0,0.0,0.0,0.0,0.011,0.0
3.9,0.0094,0.0,0.0,0.0,0.0,0.0088,0.0
4.0,0.0074,0.0,0.0,0.0,0.0,0.007,0.0
4.1,0.0064,0.0,0.0,0.0,0.0,0.0061,0.0
4.2,0.005,0.0,0.0,0.0,0.0,0.0048,0.0
4.3,0.0042,0.0,0.0,0.0,0.0,0.004,0.0
4.4,0.0035,0.0,0.0,0.0,0.0,0.0033,0.0
4.5,0.0024,0.0,0.0,0.0,0.0,0.0022,0.0
4.6,0.0017,0.0,0.0,0.0,0.0,0.0015,0.0
4.7,0.0014,0.0,0.0,0.0,0.0,0.0012,0.0
4.8,0.001,0.0,0.0,0.0,0.0,8.0E-4,0.0
4.9,9.0E-4,0.0,0.0,0.0,0.0,7.0E-4,0.0
5.0,9.0E-4,0.0,0.0,0.0,0.0,7.0E-4,0.0
5.1,9.0E-4,0.0,0.0,0.0,0.0,7.0E-4,0.0
5.2,7.0E-4,0.0,0.0,0.0,0.0,5.0E-4,0.0
5.3,5.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0
5.4,5.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0
5.5,5.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0
5.6,5.0E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0
5.7,3.0E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0
5.8,2.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
5.9,2.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.0,2.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.1,2.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.2,2.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.3,2.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.4,2.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.5,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.6,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
