Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,36.5268,14.0,80.0,25.0,23.0,1.0,0.0052,21.4208
2.6,28.9744,10.0,65.0,20.0,19.0,1.0,0.0052,16.9993
2.7,22.9611,7.0,52.0,16.0,15.0,1.0,0.0052,13.4744
2.8,18.2418,5.0,42.0,13.0,12.0,1.0,0.0052,10.6922
2.9,14.4685,3.0,33.0,10.0,8.0,0.9996,0.0052,8.4896
3.0,11.5059,2.0,28.0,8.0,7.0,0.9987,0.0052,6.7535
3.1,9.1208,1.0,23.0,6.0,5.0,0.995,0.0052,5.3496
3.2,7.2458,1.0,18.0,5.0,5.0,0.9851,0.0052,4.2452
3.3,5.7509,0.0,15.0,4.0,3.0,0.9683,0.0052,3.369
3.4,4.5635,0.0,12.0,3.0,2.0,0.9403,0.0052,2.6775
3.5,3.6362,0.0,10.0,2.0,2.0,0.8964,0.0052,2.1271
3.6,2.8877,0.0,8.0,2.0,1.0,0.8361,0.0052,1.6857
3.7,2.2934,0.0,7.0,1.0,1.0,0.7597,0.0052,1.338
3.8,1.8187,0.0,6.0,1.0,0.0,0.6796,0.0052,1.0579
3.9,1.4393,0.0,5.0,1.0,0.0,0.5985,0.0052,0.8401
4.0,1.1455,0.0,5.0,1.0,0.0,0.5177,0.0052,0.6704
4.1,0.9127,0.0,4.0,0.0,0.0,0.4447,0.0052,0.5339
4.2,0.7207,0.0,3.0,0.0,0.0,0.3731,0.0052,0.422
4.3,0.5768,0.0,3.0,0.0,0.0,0.3171,0.0052,0.3393
4.4,0.4575,0.0,3.0,0.0,0.0,0.2638,0.0052,0.2719
4.5,0.3654,0.0,2.0,0.0,0.0,0.2185,0.0052,0.2161
4.6,0.2924,0.0,2.0,0.0,0.0,0.1814,0.0052,0.175
4.7,0.2354,0.0,2.0,0.0,0.0,0.1493,0.0052,0.1407
4.8,0.1894,0.0,1.0,0.0,0.0,0.1234,0.0052,0.1134
4.9,0.1516,0.0,1.0,0.0,0.0,0.1024,0.0052,0.0925
5.0,0.117,0.0,1.0,0.0,0.0,0.0809,0.0052,0.0716
5.1,0.0928,0.0,1.0,0.0,0.0,0.0667,0.0052,0.0583
5.2,0.0754,0.0,1.0,0.0,0.0,0.0541,0.0052,0.0466
5.3,0.0612,0.0,1.0,0.0,0.0,0.0439,0.0052,0.0377
5.4,0.0492,0.0,1.0,0.0,0.0,0.037,0.0052,0.0305
5.5,0.0376,0.0,1.0,0.0,0.0,0.0295,0.0052,0.0235
5.6,0.0303,0.0,0.0,0.0,0.0,0.0246,0.0052,0.0196
5.7,0.0227,0.0,0.0,0.0,0.0,0.0191,0.0052,0.0147
5.8,0.0182,0.0,0.0,0.0,0.0,0.0159,0.0052,0.0122
5.9,0.015,0.0,0.0,0.0,0.0,0.0136,0.005,0.0104
6.0,0.011,0.0,0.0,0.0,0.0,0.01,0.0048,0.0077
6.1,0.0087,0.0,0.0,0.0,0.0,0.0079,0.0043,0.0061
6.2,0.0067,0.0,0.0,0.0,0.0,0.0061,0.0036,0.0048
6.3,0.0055,0.0,0.0,0.0,0.0,0.005,0.0032,0.0041
6.4,0.0042,0.0,0.0,0.0,0.0,0.0038,0.0026,0.003
6.5,0.0032,0.0,0.0,0.0,0.0,0.003,0.0021,0.0022
6.6,0.002,0.0,0.0,0.0,0.0,0.002,0.0014,0.0016
6.7,0.0017,0.0,0.0,0.0,0.0,0.0017,0.0013,0.0014
6.8,0.0016,0.0,0.0,0.0,0.0,0.0016,0.0013,0.0014
6.9,0.0015,0.0,0.0,0.0,0.0,0.0015,0.0012,0.0014
7.0,0.0013,0.0,0.0,0.0,0.0,0.0013,0.0011,0.0012
7.1,0.001,0.0,0.0,0.0,0.0,0.001,8.0E-4,9.0E-4
7.2,8.0E-4,0.0,0.0,0.0,0.0,8.0E-4,7.0E-4,7.0E-4
7.3,6.0E-4,0.0,0.0,0.0,0.0,6.0E-4,5.0E-4,5.0E-4
7.4,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4,3.0E-4
7.5,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,4.0E-4,3.0E-4
7.6,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4,1.0E-4
7.7,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-4
7.8,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-4
7.9,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-4
8.0,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-4
8.1,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-4
8.2,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
