Parent ID,Parent Name,Total 10 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 10 Year Prob,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.0098,0.0,0.0,5.0E-4,0.0036,0.0097,0.0083,0.0,0.0,4.0E-4,0.0033,0.0082,0.006
667,Almanor 2011 CFM,0.0059,0.0,0.0,0.0,3.0E-4,0.0058,0.0013,0.0,0.0,0.0,1.0E-4,0.0012,8.0E-4
219,Anacapa-Dume alt 1,0.0015,0.0,0.0,0.0,1.0E-4,0.0015,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,1.0E-4
197,Anaheim,2.0E-4,0.0,0.0,0.0,1.0E-4,2.0E-4,1.0E-4,0.0,0.0,0.0,1.0E-4,1.0E-4,0.0
722,Antelope Valley 2011,0.0054,0.0,0.0,0.0,4.0E-4,0.0053,6.0E-4,0.0,0.0,0.0,2.0E-4,6.0E-4,5.0E-4
845,Ash Hill,0.0035,0.0,0.0,0.0,5.0E-4,0.0035,0.0019,0.0,0.0,0.0,4.0E-4,0.0019,6.0E-4
881,Baker,9.0E-4,0.0,0.0,0.0,1.0E-4,9.0E-4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4
668,Bartlett Springs 2011 CFM,0.0223,0.0,1.0E-4,1.0E-4,0.002,0.0222,0.0027,0.0,0.0,0.0,3.0E-4,0.0027,7.0E-4
669,Battle Creek 2011 CFM,0.0017,0.0,0.0,0.0,1.0E-4,0.0017,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0
842,Bear River fault zone,0.0048,0.0,0.0,1.0E-4,8.0E-4,0.0048,0.0012,0.0,0.0,1.0E-4,2.0E-4,0.0012,7.0E-4
581,Bennett Valley 2011 CFM,0.0069,0.0,0.0,1.0E-4,6.0E-4,0.0069,0.0018,0.0,0.0,1.0E-4,2.0E-4,0.0018,6.0E-4
158,Bicycle Lake,0.0042,0.0,0.0,0.0,2.0E-4,0.0042,0.0011,0.0,0.0,0.0,1.0E-4,0.0011,2.0E-4
741,Big Lagoon - Bald Mtn 2011 CFM,0.0091,0.0,0.0,0.0,3.0E-4,0.0089,0.0025,0.0,0.0,0.0,1.0E-4,0.0025,0.0011
192,Big Pine (Central),9.0E-4,0.0,0.0,0.0,0.0,9.0E-4,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,1.0E-4
