Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob
2.5,2849.7473,1762.0,8767.0,2220.0,2009.0,1.0,0.3403
2.6,2263.7537,1395.0,6937.0,1763.0,1601.0,1.0,0.3403
2.7,1798.0199,1104.0,5472.0,1400.0,1246.0,1.0,0.3403
2.8,1428.2915,871.0,4353.0,1113.0,986.0,1.0,0.3403
2.9,1134.5349,688.0,3437.0,884.0,772.0,1.0,0.3403
3.0,901.1363,543.0,2740.0,703.0,602.0,1.0,0.3403
3.1,715.7047,428.0,2180.0,559.0,484.0,1.0,0.3403
3.2,568.502,337.0,1735.0,444.0,408.0,1.0,0.3403
3.3,451.6099,265.0,1385.0,354.0,308.0,1.0,0.3403
3.4,358.7273,208.0,1094.0,282.0,243.0,1.0,0.3403
3.5,285.0121,163.0,872.0,224.0,210.0,1.0,0.3403
3.6,226.4668,127.0,692.0,178.0,158.0,1.0,0.3403
3.7,179.9975,99.0,549.0,142.0,136.0,1.0,0.3403
3.8,143.0204,77.0,438.0,113.0,100.0,1.0,0.3403
3.9,113.6169,59.0,349.0,90.0,80.0,1.0,0.3403
4.0,90.2534,46.0,278.0,72.0,63.0,1.0,0.3403
4.1,71.7569,35.0,222.0,57.0,52.0,1.0,0.3403
4.2,56.9954,26.0,177.0,46.0,40.0,1.0,0.3403
4.3,45.2576,20.0,141.0,36.0,32.0,1.0,0.3403
4.4,35.8858,15.0,112.0,29.0,24.0,1.0,0.3403
4.5,28.4762,11.0,90.0,23.0,20.0,1.0,0.3403
4.6,22.6243,8.0,72.0,18.0,15.0,1.0,0.3403
4.7,17.9637,5.0,57.0,14.0,12.0,1.0,0.3403
4.8,14.2792,4.0,46.0,11.0,9.0,0.9998,0.3403
4.9,11.3307,3.0,37.0,9.0,7.0,0.9985,0.3403
5.0,8.9704,2.0,29.0,7.0,5.0,0.9955,0.3403
5.1,7.1268,1.0,24.0,6.0,4.0,0.9871,0.3403
5.2,5.6404,0.0,19.0,4.0,3.0,0.9721,0.3403
5.3,4.4622,0.0,15.0,3.0,2.0,0.9466,0.3403
5.4,3.5081,0.0,13.0,3.0,2.0,0.9065,0.3403
5.5,2.7805,0.0,10.0,2.0,1.0,0.852,0.3403
5.6,2.2019,0.0,8.0,2.0,1.0,0.7885,0.3403
5.7,1.7259,0.0,7.0,1.0,1.0,0.7135,0.3403
5.8,1.3606,0.0,6.0,1.0,0.0,0.6396,0.3399
5.9,1.0566,0.0,5.0,1.0,0.0,0.5578,0.3277
6.0,0.8512,0.0,4.0,0.0,0.0,0.4917,0.317
6.1,0.6584,0.0,3.0,0.0,0.0,0.4169,0.2792
6.2,0.5136,0.0,3.0,0.0,0.0,0.3515,0.2483
6.3,0.4064,0.0,2.0,0.0,0.0,0.2963,0.2192
6.4,0.3168,0.0,2.0,0.0,0.0,0.243,0.1879
6.5,0.2477,0.0,2.0,0.0,0.0,0.2001,0.1611
6.6,0.1932,0.0,1.0,0.0,0.0,0.1642,0.1372
6.7,0.1498,0.0,1.0,0.0,0.0,0.1309,0.1124
6.8,0.1187,0.0,1.0,0.0,0.0,0.1051,0.0917
6.9,0.0918,0.0,1.0,0.0,0.0,0.0836,0.0749
7.0,0.0735,0.0,1.0,0.0,0.0,0.0677,0.0623
7.1,0.0578,0.0,1.0,0.0,0.0,0.054,0.0504
7.2,0.0451,0.0,1.0,0.0,0.0,0.0424,0.0404
7.3,0.0336,0.0,1.0,0.0,0.0,0.0325,0.0315
7.4,0.0274,0.0,1.0,0.0,0.0,0.0265,0.026
7.5,0.0184,0.0,0.0,0.0,0.0,0.0176,0.0173
7.6,0.0135,0.0,0.0,0.0,0.0,0.0131,0.013
7.7,0.0084,0.0,0.0,0.0,0.0,0.0081,0.008
7.8,0.0058,0.0,0.0,0.0,0.0,0.0056,0.0055
7.9,0.0035,0.0,0.0,0.0,0.0,0.0034,0.0034
8.0,0.0015,0.0,0.0,0.0,0.0,0.0015,0.0015
8.1,7.0E-4,0.0,0.0,0.0,0.0,7.0E-4,7.0E-4
8.2,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
