Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,441.155,294.0,894.0,366.0,347.0,1.0,0.03165,265.55713
2.6,350.41956,231.0,710.0,291.0,279.0,1.0,0.03165,210.9354
2.7,278.34308,181.0,566.0,232.0,220.0,1.0,0.03165,167.54959
2.8,221.09207,141.0,450.0,185.0,172.0,1.0,0.03165,133.09209
2.9,175.62912,110.0,357.0,147.0,141.0,1.0,0.03165,105.73559
3.0,139.50648,85.0,285.0,117.0,109.0,1.0,0.03165,83.98465
3.1,110.80454,66.0,228.0,93.0,88.0,1.0,0.03165,66.71678
3.2,88.02742,51.0,181.0,74.0,67.0,1.0,0.03165,52.996
3.3,69.90785,39.0,145.0,59.0,57.0,1.0,0.03165,42.07978
3.4,55.53096,30.0,116.0,47.0,43.0,1.0,0.03165,33.42332
3.5,44.10918,22.0,93.0,37.0,34.0,1.0,0.03165,26.54967
3.6,35.01584,17.0,75.0,30.0,27.0,1.0,0.03165,21.07518
3.7,27.8157,12.0,60.0,23.0,21.0,1.0,0.03165,16.74341
3.8,22.08415,9.0,49.0,19.0,18.0,1.0,0.03165,13.2998
3.9,17.52461,6.0,39.0,15.0,13.0,1.0,0.03165,10.5543
4.0,13.90341,5.0,32.0,12.0,10.0,0.99992,0.03165,8.37122
4.1,11.03375,3.0,26.0,9.0,8.0,0.99954,0.03165,6.64207
4.2,8.76095,2.0,21.0,7.0,6.0,0.9978,0.03165,5.27408
4.3,6.95401,1.0,18.0,6.0,5.0,0.99278,0.03165,4.18447
4.4,5.51907,1.0,15.0,5.0,4.0,0.98111,0.03165,3.31873
4.5,4.37987,0.0,12.0,4.0,3.0,0.95825,0.03165,2.63297
4.6,3.47147,0.0,10.0,3.0,2.0,0.92033,0.03165,2.08632
4.7,2.74949,0.0,9.0,2.0,1.0,0.86836,0.03165,1.65256
4.8,2.17849,0.0,7.0,2.0,1.0,0.80181,0.03165,1.30807
4.9,1.72431,0.0,6.0,1.0,1.0,0.72497,0.03165,1.03409
5.0,1.36467,0.0,5.0,1.0,0.0,0.64447,0.03165,0.81833
5.1,1.07609,0.0,5.0,1.0,0.0,0.56159,0.03165,0.64445
5.2,0.84952,0.0,4.0,0.0,0.0,0.48221,0.03165,0.50832
5.3,0.66625,0.0,3.0,0.0,0.0,0.40525,0.03165,0.39791
5.4,0.52191,0.0,3.0,0.0,0.0,0.338,0.03165,0.3119
5.5,0.40734,0.0,2.0,0.0,0.0,0.27797,0.03165,0.24271
5.6,0.31547,0.0,2.0,0.0,0.0,0.22576,0.03165,0.18791
5.7,0.2427,0.0,2.0,0.0,0.0,0.18096,0.03165,0.14551
5.8,0.18532,0.0,2.0,0.0,0.0,0.14362,0.03165,0.11175
5.9,0.1399,0.0,1.0,0.0,0.0,0.11225,0.03165,0.08459
6.0,0.10738,0.0,1.0,0.0,0.0,0.08854,0.03163,0.06509
6.1,0.07959,0.0,1.0,0.0,0.0,0.06696,0.0275,0.04866
6.2,0.05299,0.0,1.0,0.0,0.0,0.04602,0.02143,0.03273
6.3,0.03962,0.0,1.0,0.0,0.0,0.03501,0.01773,0.02459
6.4,0.03049,0.0,1.0,0.0,0.0,0.027,0.01571,0.01883
6.5,0.02338,0.0,0.0,0.0,0.0,0.02084,0.01353,0.01419
6.6,0.01921,0.0,0.0,0.0,0.0,0.01764,0.01248,0.01194
6.7,0.0156,0.0,0.0,0.0,0.0,0.01457,0.011,0.00983
6.8,0.01295,0.0,0.0,0.0,0.0,0.0123,0.00985,0.00823
6.9,0.01013,0.0,0.0,0.0,0.0,0.0098,0.00824,0.00649
7.0,0.00805,0.0,0.0,0.0,0.0,0.00787,0.00684,0.00521
7.1,0.00672,0.0,0.0,0.0,0.0,0.00663,0.00591,0.00435
7.2,0.0051,0.0,0.0,0.0,0.0,0.00504,0.00462,0.00326
7.3,0.00348,0.0,0.0,0.0,0.0,0.00346,0.00325,0.0023
7.4,0.00302,0.0,0.0,0.0,0.0,0.003,0.00294,0.002
7.5,0.0023,0.0,0.0,0.0,0.0,0.0023,0.00228,0.00151
7.6,0.00127,0.0,0.0,0.0,0.0,0.00127,0.00127,8.3E-4
7.7,3.8E-4,0.0,0.0,0.0,0.0,3.8E-4,3.8E-4,1.6E-4
7.8,2.2E-4,0.0,0.0,0.0,0.0,2.2E-4,2.2E-4,8.0E-5
7.9,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,1.5E-4,4.0E-5
8.0,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,2.0E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
